"","useBLStraw","country","penalty","rmcorcols","smooth","smoothbasisdim","use_umd","use_ccfr","use_nsum","mnlag","lag","saeForeMedian","saeForeHighNotch","saeSyncMedian","saeSyncHighNotch"
"1",FALSE,"BR",FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,7,1,1.10072324306766,2.54698376761176,2.02567811012067,4.79372234277688
"2",FALSE,"BR",FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,7,2,1.48812923501776,2.46348534462987,1.9304828025618,2.73084174925931
"3",FALSE,"BR",FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,7,3,1.5735649435805,2.6886262890201,2.49676268498943,3.46693326919584
"4",FALSE,"BR",FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,7,4,1.13604250037207,1.82713258121562,1.84636513548083,2.74124583523889
"5",FALSE,"BR",FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,7,5,1.12843658892569,1.90571794169472,1.63370796618425,2.56021999820835
"6",FALSE,"BR",FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,7,6,2.66876607581758,9.65825938811179,3.64951228398855,5.22459003592612
"7",FALSE,"BR",FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,7,7,1.55335905379115,4.33713540439389,2.60659821801332,4.18955613769275
