,c1_school.closing,c1_flag,c2_workplace.closing,c2_flag,c3_cancel.public.events,c3_flag,c4_restrictions.on.gatherings,c4_flag,c5_close.public.transport,c6_stay.at.home.requirements,c7_restrictions.on.internal.movement,c8_international.travel.controls,e1_income.support,e1_flag,e2_debt.contract.relief,e3_fiscal.measures,e4_international.support,h1_public.information.campaigns,h1_flag,h2_testing.policy,h3_contact.tracing,h4_emergency.investment.in.healthcare,h5_investment.in.vaccines,h6_facial.coverings,h6_flag,h7_vaccination.policy,confirmedcases,confirmeddeaths,stringencyindex,stringencyindexfordisplay,stringencylegacyindex,stringencylegacyindexfordisplay,governmentresponseindex,governmentresponseindexfordisplay,containmenthealthindex,containmenthealthindexfordisplay,economicsupportindex,economicsupportindexfordisplay,cases,deaths,avgcases7days,avgdeaths7days,population,owid_total_cases,owid_new_cases,owid_new_cases_smoothed,owid_total_deaths,owid_new_deaths,owid_new_deaths_smoothed,owid_total_cases_per_million,owid_new_cases_per_million,owid_new_cases_smoothed_per_million,owid_total_deaths_per_million,owid_new_deaths_per_million,owid_new_deaths_smoothed_per_million,owid_reproduction_rate,owid_icu_patients,owid_icu_patients_per_million,owid_hosp_patients,owid_hosp_patients_per_million,owid_weekly_hosp_admissions,owid_weekly_hosp_admissions_per_million,owid_new_tests,owid_total_tests,owid_total_tests_per_thousand,owid_new_tests_per_thousand,owid_new_tests_smoothed,owid_new_tests_smoothed_per_thousand,owid_positive_rate,owid_tests_per_case,owid_stringency_index,owid_population,owid_population_density,owid_median_age,owid_aged_65_older,owid_aged_70_older,owid_gdp_per_capita,owid_extreme_poverty,owid_cardiovasc_death_rate,owid_diabetes_prevalence,owid_female_smokers,owid_male_smokers,owid_hospital_beds_per_thousand,owid_life_expectancy,owid_human_development_index,conf_population,conf_cases,conf_deaths,conf_cases_prev_week,conf_deaths_prev_week,conf_cases_infected,conf_cum_deaths,conf_cases_contagious,conf_cases_active,conf_p_cases_infected,conf_p_cases,conf_p_cases_contagious,conf_p_cases_active,ccfr_population,ccfr_cases,ccfr_deaths,ccfr_cum_cases,ccfr_cum_deaths,ccfr_cases_infected,ccfr_cases_infected_low,ccfr_cases_infected_high,ccfr_cases_daily,ccfr_cases_contagious,ccfr_cases_active,ccfr_p_cases_infected,ccfr_p_cases_infected_low,ccfr_p_cases_infected_high,ccfr_p_cases_daily,ccfr_p_cases_contagious,ccfr_p_cases_active,hosp_hosp_occupancy,hosp_icu_occupancy,hosp_hosp_weekly_admission
confirmeddeaths,0.00806179868219707,0.018277819647544512,0.004683748784658665,0.0007238547015647492,0.005735190750015444,0.00025813032001472243,0.009862027751314,0.018277819647544512,0.018277819647544512,0.018277819647544512,0.018277819647544512,0.005492641497460022,0.005625308565705685,0.005922978755649814,0.004438923244774534,0.00010019880695706223,0.018277819647544512,7.486105900959028e-05,0.018277819647544512,0.00480457073576522,0.004320647971637354,0.018277819647544512,0.018277819647544512,0.00429672189607538,0.0016204094521386962,0.018277819647544512,0.009096956518496194,0.018277819647544512,0.006956823995674645,0.007099519483224183,0.0073554953334733775,0.007282122099169011,0.005796334908297526,0.005920201059484736,0.0072503690628431886,0.007282122099169011,0.00972917509039943,0.009871922259539614,0.0017033735698220164,0.0015163137449127344,0.0033617485360025617,0.004895590835329701,0.018277819647544512,0.007914863421098442,0.0025893397440810003,0.003969132581000154,0.018277819647544512,0.0019333475244174669,0.004383504302470032,0.007914863421098442,0.0025893397440810003,0.003969132581000154,0.018277819647544512,0.0019333475244174669,0.004383504302470032,0.00242452185967888,0.005422852302049056,0.005422852302049056,0.007098175258502547,0.007098175258502547,0.0008458326684834062,0.0017687217308033807,0.001477724598986163,0.009200702911759066,0.009200702911759066,0.001477724598986163,0.002968101297284471,0.00296316089432993,0.005200255818181128,0.0010336419767229008,0.005695426599172335,0.018277819647544512,0.018277819647544512,0.018277819647544512,0.018277819647544512,0.018277819647544512,0.018277819647544512,0.018277819647544512,0.018277819647544512,0.018277819647544512,0.018277819647544512,0.018277819647544512,0.018277819647544512,0.018277819647544512,0.018277819647544512,0.018277819647544512,0.0008144534884844213,0.001889923799810085,0.003991696345290624,0.0066069474636075345,0.007363922808375691,0.016452630155808386,0.006057295459660341,0.006781568946125859,0.007363922808375691,0.0008144534884844213,0.006057295459660341,0.006781568946125859,0.018277819647544512,0.001693267809689518,0.0015095933418925417,0.009096956518496194,0.018277819647544512,0.009032266585701323,0.01114223968573349,0.007676681223288614,0.00015179532223785254,0.0008179026829846413,0.0012825219754502317,0.009032266585701323,0.01114223968573349,0.007676681223288614,0.00015179532223785254,0.0008179026829846413,0.0012825219754502317,0.007098175258502547,0.005422852302049056,0.005365221870728634
stringencyindex,0.007559310373391692,0.018710778291931563,0.008275736276809356,0.0011133032767575342,0.009898711871494149,0.0008290141759777615,0.011141068519495853,0.018710778291931563,0.018710778291931563,0.018710778291931563,0.018710778291931563,0.008065375187621326,0.006092453939582473,0.002964127199393925,0.005793052385655137,8.115986867124908e-05,0.018710778291931563,0.0030175213051306733,0.018710778291931563,0.00629853287771331,0.005667838698357226,0.018710778291931563,0.018710778291931563,0.002928272716005469,0.0033555820214734083,0.018710778291931563,0.010032680556774249,0.007121614826555354,0.018710778291931563,0.018710778291931563,0.014137114167011593,0.014137114167011593,0.011635714030986061,0.011635714030986061,0.013320333814854956,0.013320333814854956,0.0068954425907564575,0.0068954425907564575,0.0018769980059670482,0.0009344308580343632,0.00389553167761249,0.004061193614316961,0.018710778291931563,0.010001466848233798,0.003166307781260567,0.004981646084755518,0.004908607759128254,0.0007603946015465274,0.0017743867240161118,0.010001466848233798,0.003166307781260567,0.004981646084755518,0.004908607759128254,0.0007603946015465274,0.0017743867240161118,0.004422569573138749,0.002744722206554669,0.002744722206554669,0.004139224859219222,0.004139224859219222,0.00033371348179973273,0.0004289640735435811,0.0028923731580207004,0.009929190140135418,0.009929190140135418,0.0028923731580207004,0.006329575977450194,0.006242603784836758,0.0039748056822224865,0.002475955942226529,0.018710778291931563,0.018710778291931563,0.018710778291931563,0.018710778291931563,0.018710778291931563,0.018710778291931563,0.018710778291931563,0.018710778291931563,0.018710778291931563,0.018710778291931563,0.018710778291931563,0.018710778291931563,0.018710778291931563,0.018710778291931563,0.018710778291931563,0.018710778291931563,0.0009837293932578339,0.0008888730337511894,0.003983847416209601,0.003514208112586783,0.005460633301618954,0.006698614470689013,0.003479963409924229,0.004423592396928656,0.005460633301618954,0.0009837293932578339,0.003479963409924229,0.004423592396928656,0.018710778291931563,0.001717881169421179,0.0007028471476396668,0.00845632830418356,0.00693404894829924,0.008593613023866433,0.006592270097017777,0.007232669942082372,0.0002519940471865693,0.0004678984124632843,0.0006468748291212779,0.008593613023866433,0.006592270097017777,0.007232669942082372,0.0002519940471865693,0.0004678984124632843,0.0006468748291212779,0.004139224859219222,0.002744722206554669,0.004844029585595405
stringencyindexfordisplay,0.007541003964353837,0.0186654663330478,0.008255694896592192,0.001110607186220063,0.009874740125459577,0.0008270065493750691,0.011114088153911902,0.0186654663330478,0.0186654663330478,0.0186654663330478,0.0186654663330478,0.008045843239608174,0.006077699822030312,0.0029569489619262136,0.005779023329919733,8.096332352626016e-05,0.0186654663330478,0.0030102137629656354,0.0186654663330478,0.006283279698057708,0.005654112873057351,0.0186654663330478,0.0186654663330478,0.0029211813074687485,0.0033474557964593655,0.0186654663330478,0.010605393756648727,0.007250090243271462,0.0186654663330478,0.0186654663330478,0.014102878266939657,0.014100235997679421,0.011607535780593205,0.011614685177379012,0.013288075914690696,0.013260846553550962,0.006878743872708345,0.006935727986372094,0.0017982593194664736,0.0008896565546537468,0.0037300467715988316,0.0038174768763856357,0.0186654663330478,0.010238037237190568,0.003070818059031666,0.004784696000203827,0.005062590682098292,0.0006424076384436225,0.0016665995426855468,0.010238037237190568,0.003070818059031666,0.004784696000203827,0.005062590682098292,0.0006424076384436225,0.0016665995426855468,0.004411859420544772,0.0027380753029448714,0.0027380753029448714,0.004129200883534979,0.004129200883534979,0.0003329053266642092,0.0004279252497084764,0.0029348738748367752,0.009821481273674446,0.009821481273674446,0.0029348738748367752,0.006320198121881278,0.006234064182816048,0.003925307630008689,0.002468644804904295,0.0186654663330478,0.0186654663330478,0.0186654663330478,0.0186654663330478,0.0186654663330478,0.0186654663330478,0.0186654663330478,0.0186654663330478,0.0186654663330478,0.0186654663330478,0.0186654663330478,0.0186654663330478,0.0186654663330478,0.0186654663330478,0.0186654663330478,0.0186654663330478,0.0008864476168039505,0.0008587471002136001,0.004079051699714678,0.0037750464026923593,0.004712891027517546,0.007160708136788223,0.004161182713277963,0.005081957335328386,0.004712891027517546,0.0008864476168039505,0.004161182713277963,0.005081957335328386,0.0186654663330478,0.0017282241022548302,0.0006755755634339428,0.008628037691088584,0.007047656235080804,0.008600901707000647,0.0067751059310841195,0.007406508079151093,0.0002493172490974466,0.0004517688619895242,0.0006220850178340023,0.008600901707000647,0.0067751059310841195,0.007406508079151093,0.0002493172490974466,0.0004517688619895242,0.0006220850178340023,0.004129200883534979,0.0027380753029448714,0.00426137402396261
stringencylegacyindex,0.006835549757856502,0.018877022724592865,0.010269716175566898,0.0009401186384065523,0.007989062685404478,0.0014019055885412383,0.010269261926519554,0.018877022724592865,0.018877022724592865,0.018877022724592865,0.018877022724592865,0.006878858823642944,0.005214395755584375,0.003935585724712952,0.004914629013402154,8.416681814839187e-05,0.018877022724592865,0.002559962653104374,0.018877022724592865,0.005343461505600814,0.004808401971162183,0.018877022724592865,0.018877022724592865,0.004327086126887413,0.0038571968495084256,0.018877022724592865,0.00555089995559602,0.007596631066401136,0.014262721797410182,0.014262721797410182,0.018877022724592865,0.018877022724592865,0.011854804896978053,0.011854804896978053,0.015266819602956965,0.015266819602956965,0.006492712517112755,0.006492712517112755,0.0011874071016178573,0.0008943127967816497,0.005006923515524755,0.0035527870280760107,0.018877022724592865,0.010749093162128114,0.00371533203856245,0.005354420617535366,0.006009228342435131,0.0007412260560035068,0.001893963266660199,0.010749093162128114,0.00371533203856245,0.005354420617535366,0.006009228342435131,0.0007412260560035068,0.001893963266660199,0.00431891421059736,0.003797778653071102,0.003797778653071102,0.004572865229703006,0.004572865229703006,0.00033667851123825413,0.00043277540025194605,0.003319237267742671,0.011308565790082565,0.011308565790082565,0.003319237267742671,0.006505722395826422,0.006427792655375461,0.004057299367057352,0.00138469945092808,0.01481312365232813,0.018877022724592865,0.018877022724592865,0.018877022724592865,0.018877022724592865,0.018877022724592865,0.018877022724592865,0.018877022724592865,0.018877022724592865,0.018877022724592865,0.018877022724592865,0.018877022724592865,0.018877022724592865,0.018877022724592865,0.018877022724592865,0.018877022724592865,0.0015428229643580718,0.0004248320779627891,0.0020498678262657892,0.001732245614002579,0.002894050238363972,0.006485239570186589,0.00250415484849161,0.003484584970803421,0.002894050238363972,0.0015428229643580718,0.00250415484849161,0.003484584970803421,0.018877022724592865,0.0024614066782791292,0.0007849000999768905,0.008594774278755851,0.0068392292808096234,0.009333468858400515,0.006936464621999681,0.007608268959626755,0.00021378319632917836,0.0005000890233579192,0.0007122450144741211,0.009333468858400515,0.006936464621999681,0.007608268959626755,0.00021378319632917836,0.0005000890233579192,0.0007122450144741211,0.004572865229703006,0.003797778653071102,0.0029904706869691767
stringencylegacyindexfordisplay,0.006831177053025843,0.01886494708307458,0.010263146632644797,0.0009395172440114888,0.007983952077738027,0.001401008788787554,0.01026269267418081,0.01886494708307458,0.01886494708307458,0.01886494708307458,0.01886494708307458,0.006874458413979772,0.005211060103834755,0.003933068128423035,0.004911485122597599,8.411297658987266e-05,0.01886494708307458,0.002558325043628023,0.01886494708307458,0.005340043290421979,0.004805326033853281,0.01886494708307458,0.01886494708307458,0.004324318087581143,0.003854729398623841,0.01886494708307458,0.005638060739870047,0.007516041338758199,0.014253597926659305,0.014250927419055358,0.01886494708307458,0.01886494708307458,0.01184722137195434,0.011812419125873224,0.015257053410303634,0.015260324906023788,0.006488559125448093,0.006580877644518276,0.0011293130700651595,0.0008670036748687228,0.0048917299449382666,0.0034337019918925333,0.01886494708307458,0.011386158439570452,0.0036636187258269155,0.005234627462580314,0.006255850602706602,0.0007067990180077896,0.0018448205663800727,0.011386158439570452,0.0036636187258269155,0.005234627462580314,0.006255850602706602,0.0007067990180077896,0.0018448205663800727,0.004316151398870304,0.003795349212038511,0.003795349212038511,0.004569939965373405,0.004569939965373405,0.00033646313781481024,0.0004324985535972791,0.0033406916066470393,0.011137945162879952,0.011137945162879952,0.0033406916066470393,0.006497209194760613,0.006419938084557358,0.004039304748439264,0.0013516182938240358,0.014803647689216716,0.01886494708307458,0.01886494708307458,0.01886494708307458,0.01886494708307458,0.01886494708307458,0.01886494708307458,0.01886494708307458,0.01886494708307458,0.01886494708307458,0.01886494708307458,0.01886494708307458,0.01886494708307458,0.01886494708307458,0.01886494708307458,0.01886494708307458,0.0014918302255892747,0.0004117563782803225,0.0020686406421438087,0.0017338935591290703,0.002357333034905539,0.005770974869319002,0.0024928211276170225,0.0034368494931869362,0.002357333034905539,0.0014918302255892747,0.0024928211276170225,0.0034368494931869362,0.01886494708307458,0.002450194989182761,0.0007489275923785362,0.008804124279807637,0.006985503551672558,0.009494413650045807,0.007143538905532858,0.007833574616571814,0.00021158517839917084,0.00047980307852806665,0.0006805073127153763,0.009494413650045807,0.007143538905532858,0.007833574616571814,0.00021158517839917084,0.00047980307852806665,0.0006805073127153763,0.004569939965373405,0.003795349212038511,0.0034590309200745162
governmentresponseindex,0.008684495075344939,0.020682193669505848,0.010305843835118185,0.0020776201755652807,0.009170272873962774,0.0012034223002376414,0.011394983990820721,0.020682193669505848,0.020682193669505848,0.020682193669505848,0.020682193669505848,0.01099591569431242,0.008202293857302895,0.0020523318892867386,0.008580377124106624,0.00010366755973964901,0.020682193669505848,0.0033412864677796294,0.020682193669505848,0.009382148136648795,0.008510756939040999,0.020682193669505848,0.020682193669505848,0.004395905321400609,0.004226052668729921,0.020682193669505848,0.008814907378350037,0.006558819567017226,0.012861682572317899,0.012861682572317899,0.01298845556159039,0.01298845556159039,0.020682193669505848,0.020682193669505848,0.012447303486543796,0.012447303486543796,0.010185550219097414,0.010185550219097414,0.002849888161090514,0.0007891188198744967,0.0026165814591620124,0.0023284870565384963,0.020682193669505848,0.004299604696847895,0.0014029737267632634,0.0018273482743371102,0.005362614033451383,0.0007398923724988872,0.0012583770084051533,0.004299604696847895,0.0014029737267632634,0.0018273482743371102,0.005362614033451383,0.0007398923724988872,0.0012583770084051533,0.003870380047247226,0.0029851839389869873,0.0029851839389869873,0.0023251679667397273,0.0023251679667397273,0.0003688743863574839,0.00047416082366355815,0.00216824662518199,0.004345627267225295,0.004345627267225295,0.00216824662518199,0.00430937050775632,0.004213268843163026,0.0039014787983036726,0.0012718117978748201,0.006869521653095937,0.020682193669505848,0.020682193669505848,0.020682193669505848,0.020682193669505848,0.020682193669505848,0.020682193669505848,0.020682193669505848,0.020682193669505848,0.020682193669505848,0.020682193669505848,0.020682193669505848,0.020682193669505848,0.020682193669505848,0.020682193669505848,0.020682193669505848,0.0016903599583552953,0.000523202452497666,0.002245892479881637,0.001897896707264048,0.0031708023236706765,0.007105409721682405,0.0027436220377836397,0.0038178086807150406,0.0031708023236706765,0.0016903599583552953,0.0027436220377836397,0.0038178086807150406,0.020682193669505848,0.0022132078778442474,0.0007516157710292943,0.007457386116196086,0.007976421394011663,0.004919995946511974,0.003493351760621795,0.008346787699973556,0.0003391831296857226,0.00031154073110832857,0.0003599389037461991,0.004919995946511974,0.003493351760621795,0.008346787699973556,0.0003391831296857226,0.00031154073110832857,0.0003599389037461991,0.0023251679667397273,0.0029851839389869873,0.004088118104985277
governmentresponseindexfordisplay,0.00868566221971412,0.02068497323304688,0.010307228879095695,0.0020778993953320226,0.00917150530397233,0.0012035840330211003,0.011396515408742711,0.02068497323304688,0.02068497323304688,0.02068497323304688,0.02068497323304688,0.010997393479834236,0.00820339619670281,0.0020526077104585498,0.008581530275643814,0.00010368149204170771,0.02068497323304688,0.003341735516763233,0.02068497323304688,0.009383409041430653,0.008511900734040328,0.02068497323304688,0.02068497323304688,0.004396496104871475,0.004226620625016773,0.02068497323304688,0.009422702457431618,0.006699880117601937,0.012863411105786138,0.012871334030320042,0.012990201132592683,0.012952041283775315,0.02068497323304688,0.02068497323304688,0.012448976329933052,0.01239481810685806,0.01018691909633001,0.010256569718634333,0.0028243298373822772,0.0007688815845927143,0.0025199236522747926,0.002269510057088451,0.02068497323304688,0.004899536076006111,0.0013434819694796941,0.0017515081285756904,0.0055926445654988785,0.0006927489921380591,0.0012127755900665227,0.004899536076006111,0.0013434819694796941,0.0017515081285756904,0.0055926445654988785,0.0006927489921380591,0.0012127755900665227,0.0038709002032539424,0.0029855851299134756,0.0029855851299134756,0.0023254804554539515,0.0023254804554539515,0.00036892396087612173,0.0004742245480517493,0.002200828154675965,0.0043138619127737424,0.0043138619127737424,0.002200828154675965,0.004325798101772269,0.004230514261613344,0.0038824529176118205,0.0012753350858473878,0.006870444875856365,0.02068497323304688,0.02068497323304688,0.02068497323304688,0.02068497323304688,0.02068497323304688,0.02068497323304688,0.02068497323304688,0.02068497323304688,0.02068497323304688,0.02068497323304688,0.02068497323304688,0.02068497323304688,0.02068497323304688,0.02068497323304688,0.02068497323304688,0.0016357569490481245,0.0005070447306196022,0.002268216079435926,0.0019011737325102523,0.0025847605356999087,0.006327738963421183,0.0027333200603459097,0.0037684250827485564,0.0025847605356999087,0.0016357569490481245,0.0027333200603459097,0.0037684250827485564,0.02068497323304688,0.002180719307259104,0.0007337584412235163,0.00731941708288271,0.008095929668790608,0.0048760506941598345,0.003503087896542403,0.008553760008581717,0.0003370453794681774,0.000308402667268148,0.00035166192320632196,0.0048760506941598345,0.003503087896542403,0.008553760008581717,0.0003370453794681774,0.000308402667268148,0.00035166192320632196,0.0023254804554539515,0.0029855851299134756,0.004140009424662002
containmenthealthindex,0.006615842579828513,0.01898130620726192,0.009581315074703162,0.0007411483379305042,0.008932258579770242,0.0006313812199200511,0.01092454463107611,0.01898130620726192,0.01898130620726192,0.01898130620726192,0.01898130620726192,0.006610085223329281,0.004955284627038518,0.004017317355354856,0.005075044032481798,8.979280963074939e-05,0.01898130620726192,0.002440369863883331,0.01898130620726192,0.00562369610801789,0.005113632743755891,0.01898130620726192,0.01898130620726192,0.0036838303585252,0.00340409836829906,0.01898130620726192,0.0055815651292180695,0.007529425169482598,0.013512924528197493,0.013512924528197493,0.015351159021344294,0.015351159021344294,0.011423646964546182,0.011423646964546182,0.01898130620726192,0.01898130620726192,0.00688736068201418,0.00688736068201418,0.0015018665492029684,0.0008628770225258049,0.004283735754650776,0.003381048695605758,0.01898130620726192,0.010412741123947161,0.003323727998301887,0.00458135119785108,0.0070507120795700335,0.0006954124710327063,0.0016560037165728849,0.010412741123947161,0.003323727998301887,0.00458135119785108,0.0070507120795700335,0.0006954124710327063,0.0016560037165728849,0.004099186143082342,0.002759489847263781,0.002759489847263781,0.005484587908649544,0.005484587908649544,0.0003385384447777745,0.0004351662076695252,0.0034886338157543925,0.01081889296343395,0.01081889296343395,0.0034886338157543925,0.0069381309373432185,0.006886879604025821,0.003431812305213964,0.001238603995840648,0.01259523847882678,0.01898130620726192,0.01898130620726192,0.01898130620726192,0.01898130620726192,0.01898130620726192,0.01898130620726192,0.01898130620726192,0.01898130620726192,0.01898130620726192,0.01898130620726192,0.01898130620726192,0.01898130620726192,0.01898130620726192,0.01898130620726192,0.01898130620726192,0.0015513460749254733,0.0004801746912316718,0.0020611920355467174,0.0017418151636133363,0.0029100380157947117,0.006521066372865651,0.002517988703149373,0.003503835075108175,0.0029100380157947117,0.0015513460749254733,0.002517988703149373,0.003503835075108175,0.01898130620726192,0.0025409350546718047,0.0008502851077090859,0.008772621045499343,0.006953156162484274,0.009069420305595882,0.008439410808124409,0.008273392549315146,0.00020379596909108542,0.0003605737095509701,0.0005434843740654663,0.009069420305595882,0.008439410808124409,0.008273392549315146,0.00020379596909108542,0.0003605737095509701,0.0005434843740654663,0.005484587908649544,0.002759489847263781,0.004193220442457411
containmenthealthindexfordisplay,0.0066111773690928554,0.018967921397628616,0.009574558738921457,0.0007406257116525799,0.008925959931016558,0.0006309359967440275,0.010916841106955014,0.018967921397628616,0.018967921397628616,0.018967921397628616,0.018967921397628616,0.006605424072436497,0.004951790371127595,0.004014484514060855,0.00507146532733297,8.972949156136977e-05,0.018967921397628616,0.0024386490188737057,0.018967921397628616,0.005619730516766189,0.005110026827489516,0.018967921397628616,0.018967921397628616,0.0036812326780741368,0.003401697942947126,0.018967921397628616,0.005668836094687923,0.00755706765076481,0.013503395788687988,0.01347572520320191,0.015340334037072521,0.015343623390252218,0.01141559149469237,0.011365928925311788,0.018967921397628616,0.018967921397628616,0.006882504008263802,0.006997357092221522,0.0014423581380339993,0.0008368295147889015,0.0040707405531344,0.0030755805072521583,0.018967921397628616,0.01123242093773423,0.003220228401564555,0.0043341990901766434,0.007321736358272981,0.0006425976603430785,0.0015557502975407248,0.01123242093773423,0.003220228401564555,0.0043341990901766434,0.007321736358272981,0.0006425976603430785,0.0015557502975407248,0.004096295571402103,0.0027575439724179004,0.0027575439724179004,0.005480720410582086,0.005480720410582086,0.0003382997218686434,0.0004348593469727479,0.003539262686825956,0.010836175946188301,0.010836175946188301,0.003539262686825956,0.006926988107544143,0.006876416949076359,0.003404179976251232,0.0012418866378179885,0.012586356852479027,0.018967921397628616,0.018967921397628616,0.018967921397628616,0.018967921397628616,0.018967921397628616,0.018967921397628616,0.018967921397628616,0.018967921397628616,0.018967921397628616,0.018967921397628616,0.018967921397628616,0.018967921397628616,0.018967921397628616,0.018967921397628616,0.018967921397628616,0.0014999733809469078,0.0004649551385500018,0.0020799323171877605,0.0017433580172043991,0.00237020053738917,0.005802475735918829,0.002506428191861186,0.003455609536309654,0.00237020053738917,0.0014999733809469078,0.002506428191861186,0.003455609536309654,0.018967921397628616,0.0025158404907797923,0.0008068892772980646,0.009020917641517903,0.00712177703956147,0.009250785206283477,0.008729580492888278,0.008528443221519265,0.00020129650701665238,0.0003460947348451689,0.0005149638745040278,0.009250785206283477,0.008729580492888278,0.008528443221519265,0.00020129650701665238,0.0003460947348451689,0.0005149638745040278,0.005480720410582086,0.0027575439724179004,0.004222361360500563
economicsupportindex,0.009835500955034993,0.019466765411855498,0.006284933429765108,0.001912043732996877,0.009491397043483051,0.0020363047139317146,0.011548935208758167,0.019466765411855498,0.019466765411855498,0.019466765411855498,0.019466765411855498,0.010095354289921688,0.01008469649302996,0.019466765411855498,0.009315266292405375,5.5536134828435016e-05,0.019466765411855498,0.0020877580381008253,0.019466765411855498,0.009739186870012871,0.008958737813289448,0.019466765411855498,0.019466765411855498,0.005176556465014208,0.003494036086648685,0.019466765411855498,0.010401916828438496,0.010362043875463975,0.007174044886366721,0.007174044886366721,0.006695553281958441,0.006695553281958441,0.0095869770815554,0.0095869770815554,0.007063509393906331,0.007063509393906331,0.019466765411855498,0.019466765411855498,0.002152408370604647,0.001229856978124879,0.0032904598209058085,0.004208788878518994,0.019466765411855498,0.008945646722851341,0.0014453671918547495,0.002583764856373356,0.006308259967491723,0.001123115923426076,0.0018842142205788331,0.008945646722851341,0.0014453671918547495,0.002583764856373356,0.006308259967491723,0.001123115923426076,0.0018842142205788331,0.002511315570607918,0.0033295913922615082,0.0033295913922615082,0.005587391519306624,0.005587391519306624,0.0003471967848483482,0.000446295865382988,0.0016279782607850537,0.007350873768816363,0.007350873768816363,0.0016279782607850537,0.002223716096672378,0.00223509079151453,0.00387816420500008,0.0012461156245579504,0.005948200120310199,0.019466765411855498,0.019466765411855498,0.019466765411855498,0.019466765411855498,0.019466765411855498,0.019466765411855498,0.019466765411855498,0.019466765411855498,0.019466765411855498,0.019466765411855498,0.019466765411855498,0.019466765411855498,0.019466765411855498,0.019466765411855498,0.019466765411855498,0.001775577328982535,0.0005226815488736163,0.0023633829854978975,0.0019946349401827324,0.0033479604423628296,0.007630319854291114,0.0028920272889350392,0.004040299736358384,0.0033479604423628296,0.001775577328982535,0.0028920272889350392,0.004040299736358384,0.019466765411855498,0.002548128409009171,0.001184201779358185,0.011877228002783754,0.011841259307253495,0.007706997674318399,0.008298154147268571,0.006244250337359524,0.00018811493496903478,0.0009369737360187442,0.0009342691753995696,0.007706997674318399,0.008298154147268571,0.006244250337359524,0.00018811493496903478,0.0009369737360187442,0.0009342691753995696,0.005587391519306624,0.0033295913922615082,0.0023785779883341686
economicsupportindexfordisplay,0.009849011492880267,0.01949350593803961,0.006293566729822326,0.0019146702122514237,0.009504434902921707,0.0020391018843074647,0.011564799405907239,0.01949350593803961,0.01949350593803961,0.01949350593803961,0.01949350593803961,0.01010922177535217,0.01009854933837562,0.01949350593803961,0.009328062209802741,5.5612422051100146e-05,0.01949350593803961,0.0020906258873455656,0.01949350593803961,0.009752565105996078,0.008971043985270488,0.01949350593803961,0.01949350593803961,0.005183667242833103,0.003498835670014823,0.01949350593803961,0.010620568987679999,0.010528519205082184,0.007183899514553335,0.007243411564145768,0.006704750630057385,0.006800145098526381,0.009600146234532385,0.009665784937767848,0.007073212184991718,0.007191247747623893,0.01949350593803961,0.01949350593803961,0.0019482715784668707,0.0011532227948959572,0.0029965299415279406,0.0037749136277227297,0.01949350593803961,0.009205381263618941,0.0012950697761677844,0.0022986770458645416,0.006684528072526971,0.0009642749362025516,0.0017440754134353334,0.009205381263618941,0.0012950697761677844,0.0022986770458645416,0.006684528072526971,0.0009642749362025516,0.0017440754134353334,0.002514765239741523,0.003334165086140458,0.003334165086140458,0.005595066640779651,0.005595066640779651,0.000347673711780987,0.0004469089197873353,0.001731013654322326,0.007595332800898286,0.007595332800898286,0.001731013654322326,0.0022537822427151763,0.0022651667208306845,0.003831762560364568,0.0012621504047808942,0.005956370866589836,0.01949350593803961,0.01949350593803961,0.01949350593803961,0.01949350593803961,0.01949350593803961,0.01949350593803961,0.01949350593803961,0.01949350593803961,0.01949350593803961,0.01949350593803961,0.01949350593803961,0.01949350593803961,0.01949350593803961,0.01949350593803961,0.01949350593803961,0.0017196423233511336,0.0005067552075921543,0.0023893889430763875,0.0020002056462018773,0.002726128521409429,0.006778280560307557,0.002884162521389563,0.003992052988993605,0.002726128521409429,0.0017196423233511336,0.002884162521389563,0.003992052988993605,0.01949350593803961,0.0024490917600284005,0.0011030729663321244,0.011877447485505817,0.011971360591207252,0.007882973012009529,0.008553025940148978,0.006425907808463286,0.0001833800239053897,0.000920883067901375,0.0009247648603877904,0.007882973012009529,0.008553025940148978,0.006425907808463286,0.0001833800239053897,0.000920883067901375,0.0009247648603877904,0.005595066640779651,0.003334165086140458,0.0022520024765086016
