,c1_school.closing,c1_flag,c2_workplace.closing,c2_flag,c3_cancel.public.events,c3_flag,c4_restrictions.on.gatherings,c4_flag,c5_close.public.transport,c6_stay.at.home.requirements,c7_restrictions.on.internal.movement,c8_international.travel.controls,e1_income.support,e1_flag,e2_debt.contract.relief,e3_fiscal.measures,e4_international.support,h1_public.information.campaigns,h1_flag,h2_testing.policy,h3_contact.tracing,h4_emergency.investment.in.healthcare,h5_investment.in.vaccines,h6_facial.coverings,h6_flag,h7_vaccination.policy,confirmedcases,confirmeddeaths,stringencyindex,stringencyindexfordisplay,stringencylegacyindex,stringencylegacyindexfordisplay,governmentresponseindex,governmentresponseindexfordisplay,containmenthealthindex,containmenthealthindexfordisplay,economicsupportindex,economicsupportindexfordisplay,cases,deaths,avgcases7days,avgdeaths7days,population,owid_total_cases,owid_new_cases,owid_new_cases_smoothed,owid_total_deaths,owid_new_deaths,owid_new_deaths_smoothed,owid_total_cases_per_million,owid_new_cases_per_million,owid_new_cases_smoothed_per_million,owid_total_deaths_per_million,owid_new_deaths_per_million,owid_new_deaths_smoothed_per_million,owid_reproduction_rate,owid_icu_patients,owid_icu_patients_per_million,owid_hosp_patients,owid_hosp_patients_per_million,owid_weekly_hosp_admissions,owid_weekly_hosp_admissions_per_million,owid_new_tests,owid_total_tests,owid_total_tests_per_thousand,owid_new_tests_per_thousand,owid_new_tests_smoothed,owid_new_tests_smoothed_per_thousand,owid_positive_rate,owid_tests_per_case,owid_stringency_index,owid_population,owid_population_density,owid_median_age,owid_aged_65_older,owid_aged_70_older,owid_gdp_per_capita,owid_extreme_poverty,owid_cardiovasc_death_rate,owid_diabetes_prevalence,owid_female_smokers,owid_male_smokers,owid_hospital_beds_per_thousand,owid_life_expectancy,owid_human_development_index,conf_population,conf_cases,conf_deaths,conf_cases_prev_week,conf_deaths_prev_week,conf_cases_infected,conf_cum_deaths,conf_cases_contagious,conf_cases_active,conf_p_cases_infected,conf_p_cases,conf_p_cases_contagious,conf_p_cases_active,ccfr_population,ccfr_cases,ccfr_deaths,ccfr_cum_cases,ccfr_cum_deaths,ccfr_cases_infected,ccfr_cases_infected_low,ccfr_cases_infected_high,ccfr_cases_daily,ccfr_cases_contagious,ccfr_cases_active,ccfr_p_cases_infected,ccfr_p_cases_infected_low,ccfr_p_cases_infected_high,ccfr_p_cases_daily,ccfr_p_cases_contagious,ccfr_p_cases_active,hosp_hosp_occupancy,hosp_icu_occupancy,hosp_hosp_weekly_admission
c1_school.closing,0.021711786991695115,0.021711786991695115,0.006654293778697982,0.0005546372242838357,0.012438084246208313,0.0003533464486450688,0.009740322790718368,0.021711786991695115,0.021711786991695115,0.021711786991695115,0.021711786991695115,0.010725289393454724,0.01052650200807692,0.002885904027354015,0.009734390984893036,0.00016746035230612603,0.021711786991695115,0.002410391114015837,0.021711786991695115,0.010432818936848335,0.009514517910950235,0.021711786991695115,0.021711786991695115,0.0045887519241100865,0.00034693545645148787,0.021711786991695115,0.007147193375252223,0.009576418803394087,0.008771742899757726,0.008771742899757726,0.007862044903954228,0.007862044903954228,0.009116823399846812,0.009116823399846812,0.007567538466286819,0.007567538466286819,0.010969788620470112,0.010969788620470112,0.0008332287140231829,0.0009565010852730369,0.0018412232404896793,0.0035515059379817708,0.021711786991695115,0.005072333919700616,0.000635502267057379,0.0015698348836942037,0.006170654259607555,0.0008387868936073865,0.0039023993795790778,0.005072333919700616,0.000635502267057379,0.0015698348836942037,0.006170654259607555,0.0008387868936073865,0.0039023993795790778,0.0012286438791772624,0.005357722635836533,0.005357722635836533,0.002271486216690409,0.002271486216690409,0.0004977653225619299,0.0010325661360625496,0.0006468616612249299,0.005228334912440459,0.005228334912440459,0.0006468616612249299,0.0019830455806627277,0.0018739483437779088,0.004746460000485435,0.0010086973759358638,0.005937673153923729,0.021711786991695115,0.021711786991695115,0.021711786991695115,0.021711786991695115,0.021711786991695115,0.021711786991695115,0.021711786991695115,0.021711786991695115,0.021711786991695115,0.021711786991695115,0.021711786991695115,0.021711786991695115,0.021711786991695115,0.021711786991695115,0.021711786991695115,0.0018454920783269658,0.000747105255874938,0.004002208595049363,0.0025888184371070312,0.005767371881128208,0.01132313014323073,0.002881248426084662,0.003555141538712904,0.005767371881128208,0.0018454920783269658,0.002881248426084662,0.003555141538712904,0.021711786991695115,0.0009635900128205144,0.0009151117975093701,0.008661223186751148,0.009361437875798052,0.005206962935339376,0.004135507826357145,0.002964034339425921,0.00010163550334703902,0.0014282865013314852,0.0023312157750601022,0.005206962935339376,0.004135507826357145,0.002964034339425921,0.00010163550334703902,0.0014282865013314852,0.0023312157750601022,0.002271486216690409,0.005357722635836533,0.00019210828011673032
c1_flag,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644
c2_workplace.closing,0.006321244418469134,0.020625105668703694,0.020625105668703694,0.0008508305792327904,0.008069579021950055,0.0006302314683936671,0.009930766090211408,0.020625105668703694,0.020625105668703694,0.020625105668703694,0.020625105668703694,0.00399446028718345,0.003780052952360671,0.0029535973253883236,0.004139637908813234,0.0001061804361780511,0.020625105668703694,0.0011495874174928754,0.020625105668703694,0.004364400031128445,0.004065847919129516,0.020625105668703694,0.020625105668703694,0.008126745233780978,0.0033336734160124143,0.020625105668703694,0.008694812786828742,0.005285248211879874,0.009122439084702385,0.009122439084702385,0.011220730323787391,0.011220730323787391,0.010277397141767973,0.010277397141767973,0.010411066219736344,0.010411066219736344,0.006658908830879988,0.006658908830879988,0.002563722337055961,0.0010838197776398633,0.004317711192091898,0.005371476040851126,0.020625105668703694,0.00870725402256367,0.00212276514571536,0.0036506902933941855,0.005317574619128612,0.000872036469123279,0.0020890782639111033,0.00870725402256367,0.00212276514571536,0.0036506902933941855,0.005317574619128612,0.000872036469123279,0.0020890782639111033,0.0032693638326471786,0.00445925864058783,0.00445925864058783,0.005184238056445945,0.005184238056445945,0.00036785620126547803,0.0004728520218065498,0.0034429448699194016,0.007818853267841262,0.007818853267841262,0.0034429448699194016,0.006524918036656182,0.006491159943127162,0.0017427149938232923,0.0016126963541174236,0.01068634649958842,0.020625105668703694,0.020625105668703694,0.020625105668703694,0.020625105668703694,0.020625105668703694,0.020625105668703694,0.020625105668703694,0.020625105668703694,0.020625105668703694,0.020625105668703694,0.020625105668703694,0.020625105668703694,0.020625105668703694,0.020625105668703694,0.020625105668703694,0.002390217954101972,0.0013139909973240566,0.006891431718059653,0.004959574225348338,0.009283033855748005,0.004713936026777426,0.00509409426054544,0.004734848733927247,0.009283033855748005,0.002390217954101972,0.00509409426054544,0.004734848733927247,0.020625105668703694,0.0027191375055294386,0.0010993401025218422,0.006322976486707476,0.00561216955853601,0.005099919754315868,0.004417789464775268,0.004108106154651738,4.963438858820959e-05,0.0004977538584246087,0.0008387323892250827,0.005099919754315868,0.004417789464775268,0.004108106154651738,4.963438858820959e-05,0.0004977538584246087,0.0008387323892250827,0.005184238056445945,0.00445925864058783,0.0031807230957380745
c2_flag,0.0005877735816898147,0.023008940341992277,0.0009491689571518409,0.023008940341992277,0.0005791248198230886,0.023008940341992277,0.000620888873612793,0.023008940341992277,0.023008940341992277,0.023008940341992277,0.023008940341992277,0.00011883555902647307,0.00014892263238185463,0.002641795447061032,0.023008940341992277,2.9485022671682985e-05,0.023008940341992277,0.023008940341992277,0.023008940341992277,0.023008940341992277,0.023008940341992277,0.023008940341992277,0.023008940341992277,0.0008235756894131966,0.0008300685520575202,0.023008940341992277,0.001381869960808682,0.0009112208111108827,0.0013690466680642936,0.0013690466680642936,0.0011458975274374421,0.0011458975274374421,0.002311352433730654,0.002311352433730654,0.0008984122433832031,0.0008984122433832031,0.0022599594361481547,0.0022599594361481547,0.0010996742858953507,0.00010029285343533017,0.0016677749731063985,0.0003893406636039827,0.023008940341992277,0.001381869960808682,0.0010996742858953507,0.0016677749731063985,0.0007993812537423822,0.00010206625809530305,0.0002894693503477631,0.001381869960808682,0.0010996742858953507,0.0016677749731063985,0.0007993812537423822,0.00010206625809530305,0.0002894693503477631,0.0010158612150108746,0.023008940341992277,0.023008940341992277,0.0011870403496270028,0.0011870403496270028,0.023008940341992277,0.008936416932052884,0.0006747874007010767,0.0012147533270169986,0.0012147533270169986,0.0006747874007010767,0.0016527219568919038,0.0016527219568919038,0.0016936392290412385,0.0002899662372315998,0.0013690466680642936,0.023008940341992277,0.023008940341992277,0.023008940341992277,0.023008940341992277,0.023008940341992277,0.023008940341992277,0.023008940341992277,0.023008940341992277,0.023008940341992277,0.023008940341992277,0.023008940341992277,0.023008940341992277,0.023008940341992277,0.023008940341992277,0.023008940341992277,0.0016599808362876957,0.00022150826667348652,0.001100944012127218,0.00042419461109014097,0.0009721477808948123,0.00038826402936786636,0.001100944012127218,0.001100944012127218,0.0009721477808948123,0.0016599808362876957,0.001100944012127218,0.001100944012127218,0.023008940341992277,0.0010996742858953507,0.00010029285343533017,0.001381869960808682,0.0009112208111108827,0.0018648256307475478,0.002999845855614355,0.0033222292231326936,0.023008940341992277,0.0003327435740060625,0.0003822022670169341,0.0018648256307475478,0.002999845855614355,0.0033222292231326936,0.023008940341992277,0.0003327435740060625,0.0003822022670169341,0.0011870403496270028,0.023008940341992277,0.006071433284012117
c3_cancel.public.events,0.012570402185747741,0.0219427597734831,0.008585111601172112,0.0005522895279556975,0.0219427597734831,0.00035582214747225684,0.00911796131374365,0.0219427597734831,0.0219427597734831,0.0219427597734831,0.0219427597734831,0.012279962789797545,0.011950541210056145,0.0002965781849826668,0.01113688834802618,6.074308356677278e-05,0.0219427597734831,0.002678437950293965,0.0219427597734831,0.012044716213003475,0.01086195528921001,0.0219427597734831,0.0219427597734831,0.0056752363015302966,0.0027818314973498486,0.0219427597734831,0.007802536621604591,0.006885170950879676,0.011608552742928085,0.011608552742928085,0.009286532409199562,0.009286532409199562,0.009729194975450654,0.009729194975450654,0.010325864938396398,0.010325864938396398,0.010698615863170514,0.010698615863170514,0.0024318490521496945,0.0005241999670213375,0.0029989541135918914,0.0019859228306010526,0.0219427597734831,0.005530906370650084,0.0019054770920232393,0.0023637122318725472,0.001302718871486694,0.00024925461391661706,0.001020687654984275,0.005530906370650084,0.0019054770920232393,0.0023637122318725472,0.001302718871486694,0.00024925461391661706,0.001020687654984275,0.0024073816347175542,0.0006973965789417325,0.0006973965789417325,0.0013775109805288493,0.0013775109805288493,0.00039135703764187085,0.0005030606140675854,0.002480633133030391,0.005070784982804083,0.005070784982804083,0.002480633133030391,0.0031985813130578715,0.0031505693966296876,0.0038351558265401183,0.001197232816551621,0.005715959663323072,0.0219427597734831,0.0219427597734831,0.0219427597734831,0.0219427597734831,0.0219427597734831,0.0219427597734831,0.0219427597734831,0.0219427597734831,0.0219427597734831,0.0219427597734831,0.0219427597734831,0.0219427597734831,0.0219427597734831,0.0219427597734831,0.0219427597734831,0.002324848195000566,0.000676217948168885,0.002468003920955137,0.003105320797695891,0.005725570687937874,0.008688881293051804,0.003778631241442266,0.005527291069873365,0.005725570687937874,0.002324848195000566,0.003778631241442266,0.005527291069873365,0.0219427597734831,0.002529701291609098,0.0005475279045656744,0.009264614801753095,0.008111527286278048,0.0032768122076744194,0.003842599782109029,0.001369142174624605,0.00011253809170823326,0.00019824283934974336,0.00035735283558339053,0.0032768122076744194,0.003842599782109029,0.001369142174624605,0.00011253809170823326,0.00019824283934974336,0.00035735283558339053,0.0013775109805288493,0.0006973965789417325,0.003837868927264757
c3_flag,0.00037966197053564653,0.023328775100828293,0.0007128461993739061,0.023328775100828293,0.0003782976681130748,0.023328775100828293,0.0006820343091105489,0.023328775100828293,0.023328775100828293,0.023328775100828293,0.023328775100828293,8.387338246106827e-05,0.00010504072964935442,0.0028335939891284178,0.023328775100828293,4.177869088853976e-05,0.023328775100828293,0.023328775100828293,0.023328775100828293,0.023328775100828293,0.023328775100828293,0.023328775100828293,0.023328775100828293,0.0009736621074722592,0.0008416068832982753,0.023328775100828293,0.0016065538155179112,0.000329462939149708,0.0010336227047874008,0.0010336227047874008,0.0017325158031973624,0.0017325158031973624,0.0013574173340692914,0.0013574173340692914,0.0007759924591894674,0.0007759924591894674,0.0024402870072671983,0.0024402870072671983,0.001384509528769854,9.323247980497177e-05,0.0013564845479233337,0.0002765274147338043,0.023328775100828293,0.0016065538155179112,0.001384509528769854,0.0013564845479233337,0.0003277674164907277,0.0001097515157128657,0.00024102718856978904,0.0016065538155179112,0.001384509528769854,0.0013564845479233337,0.0003277674164907277,0.0001097515157128657,0.00024102718856978904,0.00043197193278096154,0.023328775100828293,0.023328775100828293,0.001132888687208549,0.001132888687208549,0.023328775100828293,0.00906063720086313,0.0008251535762420156,0.0016535110222664089,0.0016535110222664089,0.0008251535762420156,0.0010772667681457591,0.0010772667681457591,0.0018363683271814416,0.0002466349518859439,0.0010336227047874008,0.023328775100828293,0.023328775100828293,0.023328775100828293,0.023328775100828293,0.023328775100828293,0.023328775100828293,0.023328775100828293,0.023328775100828293,0.023328775100828293,0.023328775100828293,0.023328775100828293,0.023328775100828293,0.023328775100828293,0.023328775100828293,0.023328775100828293,0.0017205478074620792,0.00015158465706540807,0.0011111910231286473,0.00027480846776416657,0.0009718517194840584,0.00024085332907637216,0.0010388320891348488,0.001030704120548262,0.0009718517194840584,0.0017205478074620792,0.0010388320891348488,0.001030704120548262,0.023328775100828293,0.001384509528769854,9.323247980497177e-05,0.0016065538155179112,0.000329462939149708,0.0015048300205714974,0.0013364710863584942,0.0013587626275339182,0.023328775100828293,0.0002337638709753875,0.0002647387786540645,0.0015048300205714974,0.0013364710863584942,0.0013587626275339182,0.023328775100828293,0.0002337638709753875,0.0002647387786540645,0.001132888687208549,0.023328775100828293,0.0061337813746203005
c4_restrictions.on.gatherings,0.00860998961083997,0.019192203836345168,0.009240839301182639,0.0005178954634580832,0.007975011981708439,0.000561098532917219,0.019192203836345168,0.019192203836345168,0.019192203836345168,0.019192203836345168,0.019192203836345168,0.00702996666436987,0.006852505558077106,0.0066351906401011145,0.006513425549434288,9.448336633592024e-05,0.019192203836345168,0.0015548445880002367,0.019192203836345168,0.0070687958509836986,0.006348299112731716,0.019192203836345168,0.019192203836345168,0.003439556031363385,0.0029803131255388545,0.019192203836345168,0.00913307598637707,0.010355395254616083,0.011427726556572829,0.011427726556572829,0.010440723148879545,0.010440723148879545,0.010574064770806609,0.010574064770806609,0.011045925137578164,0.011045925137578164,0.011386047652489972,0.011386047652489972,0.0020163479420172684,0.0008177073445344833,0.0034466275091101653,0.004459192135672379,0.019192203836345168,0.007517074677432327,0.0020300471903473257,0.0032866490299248443,0.008624526377404792,0.0008942976780174453,0.002099582518787886,0.007517074677432327,0.0020300471903473257,0.0032866490299248443,0.008624526377404792,0.0008942976780174453,0.002099582518787886,0.002489871938208359,0.0034832572055287342,0.0034832572055287342,0.006580052105625776,0.006580052105625776,0.0003422998800856274,0.00044000125539767044,0.0018719203140307073,0.007671654825442529,0.007671654825442529,0.0018719203140307073,0.00345340211863807,0.0034589248952073513,0.003254200314065873,0.0010747706559117122,0.010857256070623548,0.019192203836345168,0.019192203836345168,0.019192203836345168,0.019192203836345168,0.019192203836345168,0.019192203836345168,0.019192203836345168,0.019192203836345168,0.019192203836345168,0.019192203836345168,0.019192203836345168,0.019192203836345168,0.019192203836345168,0.019192203836345168,0.019192203836345168,0.0021406747781405867,0.0008068491959361374,0.005582437068423652,0.0026555417178248503,0.004576122948948188,0.007875870557459566,0.003973906997193705,0.0050948622543260024,0.004576122948948188,0.0021406747781405867,0.003973906997193705,0.0050948622543260024,0.019192203836345168,0.0020918898890732707,0.0008170386537341175,0.011303992897962583,0.01136116368334019,0.007756270833366636,0.008160550499987897,0.006128369176420347,3.9886257557940664e-05,0.0004917987299703847,0.0007491530323832619,0.007756270833366636,0.008160550499987897,0.006128369176420347,3.9886257557940664e-05,0.0004917987299703847,0.0007491530323832619,0.006580052105625776,0.0034832572055287342,0.0029486215355893925
c4_flag,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644
c5_close.public.transport,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644
c6_stay.at.home.requirements,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644
