,c1_school.closing,c1_flag,c2_workplace.closing,c2_flag,c3_cancel.public.events,c3_flag,c4_restrictions.on.gatherings,c5_close.public.transport,c6_stay.at.home.requirements,c7_restrictions.on.internal.movement,c8_international.travel.controls,e1_income.support,e1_flag,e2_debt.contract.relief,e3_fiscal.measures,e4_international.support,h1_public.information.campaigns,h1_flag,h2_testing.policy,h3_contact.tracing,h4_emergency.investment.in.healthcare,h5_investment.in.vaccines,h6_facial.coverings,h6_flag,h7_vaccination.policy,confirmedcases,confirmeddeaths,stringencyindex,stringencyindexfordisplay,stringencylegacyindex,stringencylegacyindexfordisplay,governmentresponseindex,governmentresponseindexfordisplay,containmenthealthindex,containmenthealthindexfordisplay,economicsupportindex,economicsupportindexfordisplay,cases,deaths,avgcases7days,avgdeaths7days,population,ccfr_population,ccfr_cases,ccfr_deaths,ccfr_cum_cases,ccfr_cum_deaths,ccfr_cases_infected,ccfr_cases_infected_low,ccfr_cases_daily,ccfr_cases_contagious,ccfr_cases_active,ccfr_p_cases_infected,ccfr_p_cases_infected_low,ccfr_p_cases_daily,ccfr_p_cases_contagious,ccfr_p_cases_active
c8_international.travel.controls,0.01150578707795253,0.02538072431269097,0.0036250935743697625,0.02538072431269097,0.004757352027348716,0.02538072431269097,0.02538072431269097,0.02538072431269097,0.02538072431269097,0.02538072431269097,0.02538072431269097,0.008531142392030351,0.02538072431269097,0.008531142392030351,0.00020553621437261407,0.02538072431269097,0.02538072431269097,0.02538072431269097,0.007552634490760837,0.003747546676596138,0.02538072431269097,2.832772834404957e-05,0.006006409955966751,0.02538072431269097,0.02538072431269097,0.014155100097940432,0.02538072431269097,0.011816816315133991,0.011816816315133991,0.011396904340610532,0.011396904340610532,0.01047130141231426,0.01047130141231426,0.00861714123681109,0.00861714123681109,0.008531142392030351,0.008531142392030351,0.0007382690878985827,0.02538072431269097,0.001152186807947657,0.02538072431269097,0.02538072431269097,0.02538072431269097,0.0004718753474058017,0.02538072431269097,0.015141806729123825,0.02538072431269097,0.02538072431269097,0.02538072431269097,0.02538072431269097,0.02538072431269097,0.02538072431269097,0.02538072431269097,0.02538072431269097,0.02538072431269097,0.02538072431269097,0.02538072431269097
e1_income.support,0.004454767782002803,0.025683656195143147,0.0010905377473369843,0.025683656195143147,1.054939205811008e-05,0.025683656195143147,0.025683656195143147,0.025683656195143147,0.025683656195143147,0.025683656195143147,0.008632965925214276,0.025683656195143147,0.025683656195143147,0.025683656195143147,5.420983700355125e-05,0.025683656195143147,0.025683656195143147,0.025683656195143147,0.004111380343090387,0.00975129025191152,0.025683656195143147,2.7061966394188154e-05,0.01691007084742644,0.025683656195143147,0.025683656195143147,0.006129118318397617,0.025683656195143147,0.004450503685406602,0.004450503685406602,0.00430078077747415,0.00430078077747415,0.006657428364036907,0.006657428364036907,0.0032981074257384196,0.0032981074257384196,0.025683656195143147,0.025683656195143147,0.001297269284989207,0.025683656195143147,0.0014661846475919039,0.025683656195143147,0.025683656195143147,0.025683656195143147,0.00052797478320583,0.025683656195143147,0.00919501153805483,0.025683656195143147,0.025683656195143147,0.025683656195143147,0.025683656195143147,0.025683656195143147,0.025683656195143147,0.025683656195143147,0.025683656195143147,0.025683656195143147,0.025683656195143147,0.025683656195143147
e1_flag,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806
e2_debt.contract.relief,0.004454767782002803,0.025683656195143147,0.0010905377473369843,0.025683656195143147,1.054939205811008e-05,0.025683656195143147,0.025683656195143147,0.025683656195143147,0.025683656195143147,0.025683656195143147,0.008632965925214276,0.025683656195143147,0.025683656195143147,0.025683656195143147,5.420983700355125e-05,0.025683656195143147,0.025683656195143147,0.025683656195143147,0.004111380343090387,0.00975129025191152,0.025683656195143147,2.7061966394188154e-05,0.01691007084742644,0.025683656195143147,0.025683656195143147,0.006129118318397617,0.025683656195143147,0.004450503685406602,0.004450503685406602,0.00430078077747415,0.00430078077747415,0.006657428364036907,0.006657428364036907,0.0032981074257384196,0.0032981074257384196,0.025683656195143147,0.025683656195143147,0.001297269284989207,0.025683656195143147,0.0014661846475919039,0.025683656195143147,0.025683656195143147,0.025683656195143147,0.00052797478320583,0.025683656195143147,0.00919501153805483,0.025683656195143147,0.025683656195143147,0.025683656195143147,0.025683656195143147,0.025683656195143147,0.025683656195143147,0.025683656195143147,0.025683656195143147,0.025683656195143147,0.025683656195143147,0.025683656195143147
e3_fiscal.measures,0.0002922547201968287,0.03096709025642177,5.542084619868844e-05,0.03096709025642177,0.0002082974151806379,0.03096709025642177,0.03096709025642177,0.03096709025642177,0.03096709025642177,0.03096709025642177,0.00025077529005968564,6.536144630344083e-05,0.03096709025642177,6.536144630344083e-05,0.03096709025642177,0.03096709025642177,0.03096709025642177,0.03096709025642177,0.00013786655812732864,5.044941170064556e-05,0.03096709025642177,1.3447761917869527e-05,5.8799020695863016e-05,0.03096709025642177,0.03096709025642177,0.0005764748871591534,0.03096709025642177,0.00026648565730612284,0.00026648565730612284,0.00022531119423026434,0.00022531119423026434,0.00016493681096840654,0.00016493681096840654,0.00018535705772626678,0.00018535705772626678,6.536144630344083e-05,6.536144630344083e-05,0.00190438956595264,0.03096709025642177,0.0011831831350489778,0.03096709025642177,0.03096709025642177,0.03096709025642177,0.0018949402274636548,0.03096709025642177,0.00048118572912543155,0.03096709025642177,0.03096709025642177,0.03096709025642177,0.03096709025642177,0.03096709025642177,0.03096709025642177,0.03096709025642177,0.03096709025642177,0.03096709025642177,0.03096709025642177,0.03096709025642177
e4_international.support,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806
h1_public.information.campaigns,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806
h1_flag,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806
h2_testing.policy,0.010262110528951289,0.02615382303250985,0.0017235695632668306,0.02615382303250985,0.014526717522087429,0.02615382303250985,0.02615382303250985,0.02615382303250985,0.02615382303250985,0.02615382303250985,0.007782688290019337,0.004186643564122289,0.02615382303250985,0.004186643564122289,0.00011643772577617781,0.02615382303250985,0.02615382303250985,0.02615382303250985,0.02615382303250985,0.003814566052389104,0.02615382303250985,8.282994453786794e-05,0.003899421476753119,0.02615382303250985,0.02615382303250985,0.005298232496272172,0.02615382303250985,0.009017303901104707,0.009017303901104707,0.009296461934812473,0.009296461934812473,0.013488011461469366,0.013488011461469366,0.01142665042912035,0.01142665042912035,0.004186643564122289,0.004186643564122289,0.0016982775885373209,0.02615382303250985,0.002074344070384016,0.02615382303250985,0.02615382303250985,0.02615382303250985,0.0014000816492735551,0.02615382303250985,0.007194956341933533,0.02615382303250985,0.02615382303250985,0.02615382303250985,0.02615382303250985,0.02615382303250985,0.02615382303250985,0.02615382303250985,0.02615382303250985,0.02615382303250985,0.02615382303250985,0.02615382303250985
h3_contact.tracing,0.005051860185353099,0.026277923725818775,0.0005089260188596977,0.026277923725818775,0.0015081744108425132,0.026277923725818775,0.026277923725818775,0.026277923725818775,0.026277923725818775,0.026277923725818775,0.0038800210944845938,0.009976915261640493,0.026277923725818775,0.009976915261640493,4.281015044373038e-05,0.026277923725818775,0.026277923725818775,0.026277923725818775,0.003832666285429059,0.026277923725818775,0.026277923725818775,2.1372373252292614e-05,0.013869829007527083,0.026277923725818775,0.026277923725818775,0.026277923725818775,0.026277923725818775,0.00337024637270579,0.00337024637270579,0.0034745825868151975,0.0034745825868151975,0.0059083548345771385,0.0059083548345771385,0.0035478788080301237,0.0035478788080301237,0.009976915261640493,0.009976915261640493,1.7785939336675812e-05,0.026277923725818775,0.026277923725818775,0.026277923725818775,0.026277923725818775,0.026277923725818775,0.000355781216595596,0.026277923725818775,0.004951580389218863,0.026277923725818775,0.026277923725818775,0.026277923725818775,0.026277923725818775,0.026277923725818775,0.026277923725818775,0.026277923725818775,0.026277923725818775,0.026277923725818775,0.026277923725818775,0.026277923725818775
h4_emergency.investment.in.healthcare,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806
h5_investment.in.vaccines,4.708147769145144e-05,0.0312191678885484,2.789282596592106e-05,0.0312191678885484,8.178416141008959e-05,0.0312191678885484,0.0312191678885484,0.0312191678885484,0.0312191678885484,0.0312191678885484,3.4844084675387674e-05,3.2894540630635705e-05,0.0312191678885484,3.2894540630635705e-05,1.3557229095883007e-05,0.0312191678885484,0.0312191678885484,0.0312191678885484,9.88720441180831e-05,2.5391188272781037e-05,0.0312191678885484,0.0312191678885484,2.9592651799948627e-05,0.0312191678885484,0.0312191678885484,3.164345923384014e-05,0.0312191678885484,3.9206994525676605e-05,3.9206994525676605e-05,4.042076613850458e-05,4.042076613850458e-05,6.060886237657576e-05,6.060886237657576e-05,4.482821944853195e-05,4.482821944853195e-05,3.2894540630635705e-05,3.2894540630635705e-05,2.113036905049158e-05,0.0312191678885484,2.123251437384898e-05,0.0312191678885484,0.0312191678885484,0.0312191678885484,1.9504512800077664e-05,0.0312191678885484,3.2393200462438546e-05,0.0312191678885484,0.0312191678885484,0.0312191678885484,0.0312191678885484,0.0312191678885484,0.0312191678885484,0.0312191678885484,0.0312191678885484,0.0312191678885484,0.0312191678885484,0.0312191678885484
h6_facial.coverings,0.004602258692647442,0.026277686819671825,0.0007285208467276735,0.026277686819671825,0.00013003952973735547,0.026277686819671825,0.026277686819671825,0.026277686819671825,0.026277686819671825,0.026277686819671825,0.0062186783083464665,0.017301179491382688,0.026277686819671825,0.017301179491382688,4.989497684009483e-05,0.026277686819671825,0.026277686819671825,0.026277686819671825,0.003917889029708991,0.013869703965389687,0.026277686819671825,2.4908621489808872e-05,0.026277686819671825,0.026277686819671825,0.026277686819671825,0.0051708639750401315,0.026277686819671825,0.00459241511170173,0.00459241511170173,0.004195185219381989,0.004195185219381989,0.008119075134882102,0.008119075134882102,0.0034274128598235794,0.0034274128598235794,0.017301179491382688,0.017301179491382688,0.0019060849527371068,0.026277686819671825,0.002611355089494225,0.026277686819671825,0.026277686819671825,0.026277686819671825,0.0008628814839509037,0.026277686819671825,0.00914804768128207,0.026277686819671825,0.026277686819671825,0.026277686819671825,0.026277686819671825,0.026277686819671825,0.026277686819671825,0.026277686819671825,0.026277686819671825,0.026277686819671825,0.026277686819671825,0.026277686819671825
h6_flag,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806
