"","date","estimate"
"1","2020-12-22",791.820327532142
"2","2020-12-23",705.876685032421
"3","2020-12-24",788.222331864322
"4","2020-12-25",782.098347666836
"5","2020-12-26",584.699697277227
"6","2020-12-27",530.359637451019
"7","2020-12-28",516.004416113429
"8","2020-12-29",526.928749547906
"9","2020-12-30",909.588829564943
"10","2020-12-31",939.554567060464
"11","2021-01-01",619.752556110644
"12","2021-01-02",646.236997021951
"13","2021-01-03",834.019481241854
"14","2021-01-04",368.258708753805
"15","2021-01-05",491.644824773406
"16","2021-01-06",555.583372728182
"17","2021-01-07",707.74863772549
"18","2021-01-08",866.929247425032
"19","2021-01-09",577.992083697532
"20","2021-01-10",1176.58991302008
"21","2021-01-11",861.874603896609
"22","2021-01-12",682.513375208606
"23","2021-01-13",697.22987775729
"24","2021-01-14",949.28757542856
"25","2021-01-15",952.39063846005
"26","2021-01-16",664.814014009143
"27","2021-01-17",360.42480504954
"28","2021-01-18",320.452533626888
"29","2021-01-19",401.942022958425
"30","2021-01-20",331.480967853951
