"","date","fore","syncFore"
"1","2020-12-22",999.197136836424,1117.45469919787
"2","2020-12-23",906.30270314256,971.290212153464
"3","2020-12-24",579.064784774805,687.950755918002
"4","2020-12-26",623.273735018629,672.593953274043
"5","2020-12-27",345.878302713285,965.757531260638
"6","2020-12-28",577.021565786632,1248.38436868027
"7","2020-12-29",842.854692125601,1510.49474305699
"8","2020-12-30",683.837466016265,1345.39025778663
"9","2020-12-31",638.605381402564,1299.45870805865
"10","2021-01-01",974.383921668064,1656.3587941559
"11","2021-01-02",1254.59515369763,1899.73074966151
"12","2021-01-03",351.472254568793,1070.51868228978
"13","2021-01-04",340.066941377891,1053.99845570908
"14","2021-01-05",692.38969318927,1382.95264624314
"15","2021-01-06",367.838382064235,1165.11614978525
"16","2021-01-07",333.04723832891,1029.72834517829
"17","2021-01-08",284.188439017808,985.729092058981
"18","2021-01-09",111.674863900144,709.009082656668
"19","2021-01-10",224.066645405077,224.066645405077
"20","2021-01-11",206.447930862669,206.447930862669
"21","2021-01-12",252.111116413342,252.111116413342
"22","2021-01-13",233.209836557136,233.209836557136
"23","2021-01-14",263.457595409912,263.457595409912
