"","date","fore","syncFore"
"1","2020-12-22",304.030275755332,22.8753344408959
"2","2020-12-23",356.90762071226,356.90762071226
"3","2020-12-24",399.885340309291,41.2269006717797
"4","2020-12-25",488.072294434512,131.466108662557
"5","2020-12-26",440.173793631485,116.31720189057
"6","2020-12-27",285.187068523032,285.187068523032
"7","2020-12-28",349.912641717629,349.912641717629
"8","2020-12-29",273.72943630331,273.72943630331
"9","2020-12-30",389.052731679219,389.052731679219
"10","2020-12-31",456.877565756281,20.4898481827042
"11","2021-01-01",551.229383779499,107.309786156785
"12","2021-01-02",473.2245722046,105.412627772901
"13","2021-01-03",350.838482323495,350.838482323495
"14","2021-01-04",270.077569901412,270.077569901412
"15","2021-01-05",273.906832768018,273.906832768018
"16","2021-01-06",329.801546970698,329.801546970698
"17","2021-01-07",508.033698123189,108.241702932177
"18","2021-01-08",497.892170951759,94.3753707767172
"19","2021-01-09",369.82926745904,369.82926745904
"20","2021-01-10",425.404098941171,41.775382948693
"21","2021-01-11",305.710092763595,305.710092763595
"22","2021-01-12",418.181847795547,39.9915949805382
"23","2021-01-13",528.171862178029,150.000020837212
"24","2021-01-14",571.826843075285,204.401571269788
