"","date","fore","syncFore"
"1","2020-12-22",2313.75033647227,1180.9019318103
"2","2020-12-23",1451.88888163199,1319
"3","2020-12-24",2525.98579936385,1476.81902211954
"4","2020-12-25",3041.52486906398,1958.19812626883
"5","2020-12-26",1245.73283209435,1049
"6","2020-12-27",2444.98447380453,1267.43291323161
"7","2020-12-28",2327.79586533881,1091.57951556443
"8","2020-12-29",2041.94386297628,1258
"9","2020-12-30",1150.56713325407,1232
"10","2020-12-31",1377.14807962198,1218
"11","2021-01-01",1225.41433797467,1160
"12","2021-01-02",1290.7090104611,1144
"13","2021-01-03",1168.43600704565,1106
"14","2021-01-04",1299.11710930595,1082
"15","2021-01-05",1208.604019423,1048
"16","2021-01-06",1130.88737673288,1009
"17","2021-01-07",2158.57642539111,991
"18","2021-01-08",1365.09720094472,957
"19","2021-01-09",1546.12009583053,909
"20","2021-01-10",1226.16704871112,923
"21","2021-01-11",1160.78017840478,910
"22","2021-01-12",1048.91716070967,916
"23","2021-01-13",731.106251317688,952
"24","2021-01-14",840.187733952024,957
"25","2021-01-15",835.618439310599,909
