"","date","estimate"
"1","2020-12-22",2364.61459705617
"2","2020-12-23",2414.45445022761
"3","2020-12-24",2238.03952113598
"4","2020-12-25",2318.88080380967
"5","2020-12-26",2090.72847241613
"6","2020-12-27",2080.64696255718
"7","2020-12-28",2189.21054913303
"8","2020-12-29",2075.68968068708
"9","2020-12-30",2122.67038488139
"10","2020-12-31",2211.45103154318
"11","2021-01-01",2126.37490819395
"12","2021-01-02",2173.41951952038
"13","2021-01-03",2050.39403107806
"14","2021-01-04",2310.59155436187
"15","2021-01-05",2231.69471175803
"16","2021-01-06",2657.31450243491
"17","2021-01-07",2253.71687775021
"18","2021-01-08",2271.28287988293
"19","2021-01-09",2278.30982950387
"20","2021-01-10",2060.32453362501
"21","2021-01-11",2162.9869035628
"22","2021-01-12",2214.88484833969
"23","2021-01-13",2222.73904033284
"24","2021-01-14",2149.82488884293
