"","date","fore","syncFore"
"1","2020-12-22",12627.4575521652,12998.6540883157
"2","2020-12-23",7445.43097329672,11256.0275305006
"3","2020-12-24",10941.5784831789,14475.875303154
"4","2020-12-25",14511.4064635028,14168.4765309088
"5","2020-12-26",12015.0797472663,14087.0326802215
"6","2020-12-27",11562.7299433065,13310.0170705173
"7","2020-12-28",9418.9386697658,11133.5813623637
"8","2020-12-29",10751.7119086991,12645.1975480379
"9","2020-12-30",11865.7915075971,13226.7236638008
"10","2020-12-31",12529.2285165668,13867.4207012028
"11","2021-01-01",13070.6823289107,15027.1443649377
"12","2021-01-02",11501.2520844173,13459.3578537695
"13","2021-01-03",14536.2925690305,16117
"14","2021-01-04",10602.5050176262,10223.7619035441
"15","2021-01-05",10331.9189935107,10300.0785649993
"16","2021-01-06",10524.1750474005,10696.2024984968
"17","2021-01-07",13673.9976346661,13464.7390238054
"18","2021-01-08",13230.8363545891,14998.1362125082
"19","2021-01-09",13661.95596659,15430.6627835642
"20","2021-01-10",11949.592543661,12320.826583569
"21","2021-01-11",14596.91132636,15882.6722582524
"22","2021-01-12",13685.0479692045,15533.0616581485
"23","2021-01-13",15407.549379653,17212.1407064682
"24","2021-01-14",15475.4897478404,15537.3461791256
"25","2021-01-15",16552.4812928045,16615.3655085732
