"","date","fore","syncFore"
"1","2020-12-22",8311.44766416521,7564.37061713355
"2","2020-12-23",13386.7264121594,12401.4617116829
"3","2020-12-24",11406.9501532788,10152.7648615279
"4","2020-12-25",16173.5240839712,16805.1018959767
"5","2020-12-26",14061.2969161824,11546.7763099845
"6","2020-12-27",9031.53280056418,4801.65007106889
"7","2020-12-28",11094.6364104996,7190.32968071165
"8","2020-12-29",2676.33673976349,1501.34893561625
"9","2020-12-30",2918.64474501589,446.457606849281
"10","2020-12-31",3367.95386826366,2200.93230893036
"11","2021-01-01",4245.8508133065,3070.64458601185
"12","2021-01-02",3266.18838848232,2286.44901667977
"13","2021-01-03",2346.88991897847,1066.24540364736
"14","2021-01-04",2387.47438941193,2387.47438941193
"15","2021-01-05",2954.35013662888,2954.35013662888
"16","2021-01-06",12380.7265529532,9027.04736342149
"17","2021-01-07",9712.71038781638,6247.49953037995
"18","2021-01-08",10578.8356742979,10727.2806220315
"19","2021-01-09",5623.73090465207,3910.77864095603
"20","2021-01-10",6574.53750249021,3365.1367734688
"21","2021-01-11",5890.18453516485,1416.8566239114
"22","2021-01-12",8185.63088567109,8185.63088567109
"23","2021-01-13",12020.0516592897,157.302703781706
"24","2021-01-14",9072.94166908544,6732.32048664661
