"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","total_vaccinations_per_hundred","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index"
"LVA","Europe","Latvia","2020-02-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,2.78,1886202,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,NA,5.57,75.29,0.847
"LVA","Europe","Latvia","2020-02-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,2.78,1886202,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,NA,5.57,75.29,0.847
"LVA","Europe","Latvia","2020-02-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,2.78,1886202,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,NA,5.57,75.29,0.847
"LVA","Europe","Latvia","2020-02-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,2.78,1886202,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,NA,5.57,75.29,0.847
"LVA","Europe","Latvia","2020-02-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,116,0.061,0.061,NA,NA,NA,NA,"tests performed",NA,NA,8.33,1886202,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,NA,5.57,75.29,0.847
"LVA","Europe","Latvia","2020-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10,126,0.067,0.005,NA,NA,NA,NA,"tests performed",NA,NA,8.33,1886202,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,NA,5.57,75.29,0.847
"LVA","Europe","Latvia","2020-03-02",1,1,NA,NA,NA,NA,0.53,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,163,0.086,0.02,NA,NA,NA,NA,"tests performed",NA,NA,8.33,1886202,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,NA,5.57,75.29,0.847
"LVA","Europe","Latvia","2020-03-03",1,0,NA,NA,NA,NA,0.53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,204,0.108,0.022,NA,NA,NA,NA,"tests performed",NA,NA,8.33,1886202,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,NA,5.57,75.29,0.847
"LVA","Europe","Latvia","2020-03-04",1,0,NA,NA,NA,NA,0.53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,240,0.127,0.019,NA,NA,NA,NA,"tests performed",NA,NA,8.33,1886202,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,NA,5.57,75.29,0.847
"LVA","Europe","Latvia","2020-03-05",1,0,NA,NA,NA,NA,0.53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,275,0.146,0.019,NA,NA,NA,NA,"tests performed",NA,NA,8.33,1886202,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,NA,5.57,75.29,0.847
"LVA","Europe","Latvia","2020-03-06",1,0,NA,NA,NA,NA,0.53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,307,0.163,0.017,NA,NA,NA,NA,"tests performed",NA,NA,8.33,1886202,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,NA,5.57,75.29,0.847
"LVA","Europe","Latvia","2020-03-07",1,0,0.143,NA,NA,0,0.53,0,0.076,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,321,0.17,0.007,29,0.015,NA,NA,"tests performed",NA,NA,8.33,1886202,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,NA,5.57,75.29,0.847
"LVA","Europe","Latvia","2020-03-08",2,1,0.286,NA,NA,0,1.06,0.53,0.151,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2.947,1.563,22,343,0.182,0.012,31,0.016,0.005,216.8,"tests performed",NA,NA,8.33,1886202,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,NA,5.57,75.29,0.847
"LVA","Europe","Latvia","2020-03-09",6,4,0.714,NA,NA,0,3.181,2.121,0.379,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,391,0.207,0.025,33,0.017,0.022,46.2,"tests performed",NA,NA,8.33,1886202,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,NA,5.57,75.29,0.847
"LVA","Europe","Latvia","2020-03-10",8,2,1,NA,NA,0,4.241,1.06,0.53,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,450,0.239,0.031,35,0.019,0.029,35,"tests performed",NA,NA,8.33,1886202,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,NA,5.57,75.29,0.847
"LVA","Europe","Latvia","2020-03-11",10,2,1.286,NA,NA,0,5.302,1.06,0.682,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,497,0.263,0.025,37,0.02,0.035,28.8,"tests performed",NA,NA,11.11,1886202,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,NA,5.57,75.29,0.847
"LVA","Europe","Latvia","2020-03-12",10,0,1.286,NA,NA,0,5.302,0,0.682,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,576,0.305,0.042,43,0.023,0.03,33.4,"tests performed",NA,NA,11.11,1886202,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,NA,5.57,75.29,0.847
