"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","new_vaccinations_smoothed_per_million","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index"
"CRI","North America","Costa Rica","2020-03-06",1,1,NA,NA,NA,NA,0.196,0.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,11.11,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.794
"CRI","North America","Costa Rica","2020-03-07",1,0,NA,NA,NA,NA,0.196,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,11.11,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.794
"CRI","North America","Costa Rica","2020-03-08",5,4,NA,NA,NA,NA,0.982,0.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,11.11,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.794
"CRI","North America","Costa Rica","2020-03-09",9,4,NA,NA,NA,NA,1.767,0.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,11.11,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.794
"CRI","North America","Costa Rica","2020-03-10",9,0,NA,NA,NA,NA,1.767,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,29.63,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.794
"CRI","North America","Costa Rica","2020-03-11",13,4,1.857,NA,NA,0,2.552,0.785,0.365,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,68,0.013,0.013,NA,NA,NA,NA,"people tested",NA,NA,NA,NA,NA,29.63,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.794
"CRI","North America","Costa Rica","2020-03-12",22,9,3.143,NA,NA,0,4.319,1.767,0.617,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,157,0.031,0.017,NA,NA,NA,NA,"people tested",NA,NA,NA,NA,NA,37.04,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.794
"CRI","North America","Costa Rica","2020-03-13",23,1,3.143,NA,NA,0,4.515,0.196,0.617,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,243,0.048,0.017,NA,NA,NA,NA,"people tested",NA,NA,NA,NA,NA,37.04,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.794
"CRI","North America","Costa Rica","2020-03-14",26,3,3.571,NA,NA,0,5.104,0.589,0.701,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,370,0.073,0.025,NA,NA,NA,NA,"people tested",NA,NA,NA,NA,NA,37.04,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.794
"CRI","North America","Costa Rica","2020-03-15",27,1,3.143,NA,NA,0,5.3,0.196,0.617,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,485,0.095,0.023,NA,NA,NA,NA,"people tested",NA,NA,NA,NA,NA,37.04,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.794
