"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","total_tests","new_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","new_vaccinations_smoothed_per_million","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index"
"ETH","Africa","Ethiopia","2020-03-13",1,1,NA,NA,NA,NA,0.009,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,"tests performed",NA,NA,NA,NA,NA,2.78,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
"ETH","Africa","Ethiopia","2020-03-14",1,0,NA,NA,NA,NA,0.009,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tests performed",NA,NA,NA,NA,NA,2.78,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
"ETH","Africa","Ethiopia","2020-03-15",1,0,NA,NA,NA,NA,0.009,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,0.001,NA,NA,NA,NA,NA,"tests performed",NA,NA,NA,NA,NA,2.78,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
"ETH","Africa","Ethiopia","2020-03-16",5,4,NA,NA,NA,NA,0.043,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tests performed",NA,NA,NA,NA,NA,35.19,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
"ETH","Africa","Ethiopia","2020-03-17",5,0,NA,NA,NA,NA,0.043,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,NA,0.001,NA,NA,NA,NA,NA,"tests performed",NA,NA,NA,NA,NA,35.19,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
"ETH","Africa","Ethiopia","2020-03-18",6,1,0.857,NA,NA,0,0.052,0.009,0.007,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tests performed",NA,NA,NA,NA,NA,35.19,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
"ETH","Africa","Ethiopia","2020-03-19",6,0,0.857,NA,NA,0,0.052,0,0.007,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,342,NA,0.003,NA,NA,NA,NA,NA,"tests performed",NA,NA,NA,NA,NA,35.19,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
"ETH","Africa","Ethiopia","2020-03-20",9,3,1.143,NA,NA,0,0.078,0.026,0.01,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,0,0.022,44.6,"tests performed",NA,NA,NA,NA,NA,35.19,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
"ETH","Africa","Ethiopia","2020-03-21",9,0,1.143,NA,NA,0,0.078,0,0.01,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0,0.025,39.4,"tests performed",NA,NA,NA,NA,NA,35.19,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
"ETH","Africa","Ethiopia","2020-03-22",11,2,1.429,NA,NA,0,0.096,0.017,0.012,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,392,NA,0.003,NA,39,0,0.037,27.3,"tests performed",NA,NA,NA,NA,NA,35.19,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
"ETH","Africa","Ethiopia","2020-03-23",11,0,0.857,NA,NA,0,0.096,0,0.007,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0,0.018,56,"tests performed",NA,NA,NA,NA,NA,40.74,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
"ETH","Africa","Ethiopia","2020-03-24",12,1,1,NA,NA,0,0.104,0.009,0.009,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,0.001,0.017,58,"tests performed",NA,NA,NA,NA,NA,40.74,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
"ETH","Africa","Ethiopia","2020-03-25",12,0,0.857,NA,NA,0,0.104,0,0.007,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,0,0.017,59.5,"tests performed",NA,NA,NA,NA,NA,51.85,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
"ETH","Africa","Ethiopia","2020-03-26",12,0,0.857,NA,NA,0,0.104,0,0.007,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,0,0.019,51.3,"tests performed",NA,NA,NA,NA,NA,60.19,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
"ETH","Africa","Ethiopia","2020-03-27",16,4,1,NA,NA,0,0.139,0.035,0.009,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,718,NA,0.006,NA,51,0,0.02,51,"tests performed",NA,NA,NA,NA,NA,60.19,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
"ETH","Africa","Ethiopia","2020-03-28",16,0,1,NA,NA,0,0.139,0,0.009,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,0,0.018,56,"tests performed",NA,NA,NA,NA,NA,60.19,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
"ETH","Africa","Ethiopia","2020-03-29",21,5,1.429,NA,NA,0,0.183,0.043,0.012,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,810,NA,0.007,NA,60,0.001,0.024,42,"tests performed",NA,NA,NA,NA,NA,60.19,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
"ETH","Africa","Ethiopia","2020-03-30",23,2,1.714,NA,NA,0,0.2,0.017,0.015,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,871,61,0.008,0.001,59,0.001,0.029,34.4,"tests performed",NA,NA,NA,NA,NA,68.52,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
"ETH","Africa","Ethiopia","2020-03-31",26,3,2,NA,NA,0,0.226,0.026,0.017,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1013,142,0.009,0.001,70,0.001,0.029,35,"tests performed",NA,NA,NA,NA,NA,68.52,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
"ETH","Africa","Ethiopia","2020-04-01",29,3,2.429,NA,NA,0,0.252,0.026,0.021,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1081,68,0.009,0.001,70,0.001,0.035,28.8,"tests performed",NA,NA,NA,NA,NA,68.52,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
"ETH","Africa","Ethiopia","2020-04-02",29,0,2.429,NA,NA,0,0.252,0,0.021,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1146,65,0.01,0.001,70,0.001,0.035,28.8,"tests performed",NA,NA,NA,NA,NA,68.52,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
"ETH","Africa","Ethiopia","2020-04-03",35,6,2.714,NA,NA,0,0.304,0.052,0.024,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1220,74,0.011,0.001,72,0.001,0.038,26.5,"tests performed",NA,NA,NA,NA,NA,68.52,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
"ETH","Africa","Ethiopia","2020-04-04",38,3,3.143,NA,NA,0,0.331,0.026,0.027,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1311,91,0.011,0.001,78,0.001,0.04,24.8,"tests performed",NA,NA,NA,NA,NA,68.52,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
"ETH","Africa","Ethiopia","2020-04-05",43,5,3.143,2,2,0.286,0.374,0.043,0.027,0.017,0.017,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,1843,532,0.016,0.005,148,0.001,0.021,47.1,"tests performed",NA,NA,NA,NA,NA,68.52,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
"ETH","Africa","Ethiopia","2020-04-06",44,1,3,2,0,0.286,0.383,0.009,0.026,0.017,0,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,164,0.017,0.001,162,0.001,0.019,54,"tests performed",NA,NA,NA,NA,NA,68.52,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
"ETH","Africa","Ethiopia","2020-04-07",52,8,3.714,2,0,0.286,0.452,0.07,0.032,0.017,0,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,2271,264,0.02,0.002,180,0.002,0.021,48.5,"tests performed",NA,NA,NA,NA,NA,68.52,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
"ETH","Africa","Ethiopia","2020-04-08",55,3,3.714,2,0,0.286,0.478,0.026,0.032,0.017,0,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,2496,225,0.022,0.002,202,0.002,0.018,54.4,"tests performed",NA,NA,NA,NA,NA,80.56,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
"ETH","Africa","Ethiopia","2020-04-09",56,1,3.857,2,0,0.286,0.487,0.009,0.034,0.017,0,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,2790,294,0.024,0.003,235,0.002,0.016,60.9,"tests performed",NA,NA,NA,NA,NA,80.56,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
