"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","new_vaccinations_smoothed_per_million","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index"
"KEN","Africa","Kenya","2020-03-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,0.001,NA,NA,NA,NA,NA,"samples tested",NA,NA,NA,NA,NA,13.89,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-03-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"samples tested",NA,NA,NA,NA,NA,13.89,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-03-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"samples tested",NA,NA,NA,NA,NA,13.89,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-03-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"samples tested",NA,NA,NA,NA,NA,13.89,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-03-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"samples tested",NA,NA,NA,NA,NA,13.89,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-03-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"samples tested",NA,NA,NA,NA,NA,13.89,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-03-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"samples tested",NA,NA,NA,NA,NA,13.89,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-03-13",1,1,NA,NA,NA,NA,0.019,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,NA,"samples tested",NA,NA,NA,NA,NA,36.11,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-03-14",1,0,NA,NA,NA,NA,0.019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,NA,"samples tested",NA,NA,NA,NA,NA,36.11,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-03-15",3,2,NA,NA,NA,NA,0.056,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,NA,"samples tested",NA,NA,NA,NA,NA,50.93,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-03-16",3,0,NA,NA,NA,NA,0.056,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,NA,"samples tested",NA,NA,NA,NA,NA,50.93,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-03-17",3,0,NA,NA,NA,NA,0.056,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,0.002,NA,7,0,NA,NA,"samples tested",NA,NA,NA,NA,NA,59.26,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-03-18",3,0,0.429,NA,NA,0,0.056,0,0.008,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,132,0.002,0,9,0,0.048,21,"samples tested",NA,NA,NA,NA,NA,59.26,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-03-19",7,4,1,NA,NA,0,0.13,0.074,0.019,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,173,0.003,0.001,14,0,0.071,14,"samples tested",NA,NA,NA,NA,NA,59.26,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-03-20",7,0,0.857,NA,NA,0,0.13,0,0.016,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0.039,25.7,"samples tested",NA,NA,NA,NA,NA,64.81,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-03-21",7,0,0.857,NA,NA,0,0.13,0,0.016,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0.001,0.03,33.8,"samples tested",NA,NA,NA,NA,NA,64.81,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-03-22",15,8,1.714,NA,NA,0,0.279,0.149,0.032,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,0.001,0.046,21.6,"samples tested",NA,NA,NA,NA,NA,64.81,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-03-23",16,1,1.857,NA,NA,0,0.298,0.019,0.035,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0.001,0.041,24.2,"samples tested",NA,NA,NA,NA,NA,64.81,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-03-24",25,9,3.143,NA,NA,0,0.465,0.167,0.058,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,0.001,0.06,16.5,"samples tested",NA,NA,NA,NA,NA,68.52,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-03-25",28,3,3.571,NA,NA,0,0.521,0.056,0.066,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,0.001,0.062,16.2,"samples tested",NA,NA,NA,NA,NA,68.52,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-03-26",31,3,3.429,1,1,0.143,0.577,0.056,0.064,0.019,0.019,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,0.011,NA,61,0.001,0.056,17.8,"samples tested",NA,NA,NA,NA,NA,68.52,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-03-27",31,0,3.429,1,0,0.143,0.577,0,0.064,0.019,0,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,0.001,0.05,20.1,"samples tested",NA,NA,NA,NA,NA,87.04,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-03-28",38,7,4.429,1,0,0.143,0.707,0.13,0.082,0.019,0,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,833,0.015,NA,77,0.001,0.058,17.4,"samples tested",NA,NA,NA,NA,NA,87.04,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-03-29",42,4,3.857,1,0,0.143,0.781,0.074,0.072,0.019,0,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,902,0.017,0.001,78,0.001,0.049,20.2,"samples tested",NA,NA,NA,NA,NA,87.04,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-03-30",50,8,4.857,1,0,0.143,0.93,0.149,0.09,0.019,0,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,1074,0.02,0.003,94,0.002,0.052,19.4,"samples tested",NA,NA,NA,NA,NA,87.04,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-03-31",59,9,4.857,1,0,0.143,1.097,0.167,0.09,0.019,0,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,1308,0.024,0.004,119,0.002,0.041,24.5,"samples tested",NA,NA,NA,NA,NA,87.04,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-04-01",81,22,7.571,1,0,0.143,1.506,0.409,0.141,0.019,0,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,1688,0.031,0.007,164,0.003,0.046,21.7,"samples tested",NA,NA,NA,NA,NA,87.04,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-04-02",110,29,11.286,3,2,0.286,2.046,0.539,0.21,0.056,0.037,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,662,2350,0.044,0.012,250,0.005,0.045,22.2,"samples tested",NA,NA,NA,NA,NA,87.04,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-04-03",122,12,13,4,1,0.429,2.269,0.223,0.242,0.074,0.019,0.008,0.81,NA,NA,NA,NA,NA,NA,NA,NA,362,2712,0.05,0.007,285,0.005,0.046,21.9,"samples tested",NA,NA,NA,NA,NA,87.04,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-04-04",126,4,12.571,4,0,0.429,2.343,0.074,0.234,0.074,0,0.008,0.8,NA,NA,NA,NA,NA,NA,NA,NA,372,3084,0.057,0.007,322,0.006,0.039,25.6,"samples tested",NA,NA,NA,NA,NA,87.04,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-04-05",142,16,14.286,4,0,0.429,2.641,0.298,0.266,0.074,0,0.008,0.82,NA,NA,NA,NA,NA,NA,NA,NA,530,3614,0.067,0.01,387,0.007,0.037,27.1,"samples tested",NA,NA,NA,NA,NA,87.04,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-04-06",158,16,15.429,6,2,0.714,2.938,0.298,0.287,0.112,0.037,0.013,0.82,NA,NA,NA,NA,NA,NA,NA,NA,663,4277,0.08,0.012,458,0.009,0.034,29.7,"samples tested",NA,NA,NA,NA,NA,88.89,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-04-07",172,14,16.143,6,0,0.714,3.199,0.26,0.3,0.112,0,0.013,0.82,NA,NA,NA,NA,NA,NA,NA,NA,696,4973,0.092,0.013,524,0.01,0.031,32.5,"samples tested",NA,NA,NA,NA,NA,88.89,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
"KEN","Africa","Kenya","2020-04-08",179,7,14,6,0,0.714,3.329,0.13,0.26,0.112,0,0.013,0.81,NA,NA,NA,NA,NA,NA,NA,NA,305,5278,0.098,0.006,513,0.01,0.027,36.6,"samples tested",NA,NA,NA,NA,NA,88.89,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
