"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","total_vaccinations_per_hundred","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index"
"PAN","North America","Panama","2020-03-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,0.025,NA,NA,NA,NA,NA,"tests performed",NA,NA,8.33,4314768,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,NA,2.3,78.51,0.789
"PAN","North America","Panama","2020-03-10",1,1,NA,NA,NA,NA,0.232,0.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,138,0.032,0.007,NA,NA,NA,NA,"tests performed",NA,NA,8.33,4314768,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,NA,2.3,78.51,0.789
"PAN","North America","Panama","2020-03-11",8,7,NA,1,1,NA,1.854,1.622,NA,0.232,0.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,180,0.042,0.01,NA,NA,NA,NA,"tests performed",NA,NA,8.33,4314768,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,NA,2.3,78.51,0.789
"PAN","North America","Panama","2020-03-12",11,3,NA,1,0,NA,2.549,0.695,NA,0.232,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,374,0.087,0.045,NA,NA,NA,NA,"tests performed",NA,NA,19.44,4314768,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,NA,2.3,78.51,0.789
"PAN","North America","Panama","2020-03-13",27,16,NA,1,0,NA,6.258,3.708,NA,0.232,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,613,0.142,0.055,NA,NA,NA,NA,"tests performed",NA,NA,44.44,4314768,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,NA,2.3,78.51,0.789
"PAN","North America","Panama","2020-03-14",36,9,NA,1,0,NA,8.343,2.086,NA,0.232,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,814,0.189,0.047,NA,NA,NA,NA,"tests performed",NA,NA,44.44,4314768,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,NA,2.3,78.51,0.789
"PAN","North America","Panama","2020-03-15",43,7,6.143,1,0,0.143,9.966,1.622,1.424,0.232,0,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,921,0.213,0.025,NA,NA,NA,NA,"tests performed",NA,NA,44.44,4314768,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,NA,2.3,78.51,0.789
"PAN","North America","Panama","2020-03-16",55,12,7.857,1,0,0.143,12.747,2.781,1.821,0.232,0,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,1004,0.233,0.019,128,0.03,0.06,16.6,"tests performed",NA,NA,48.15,4314768,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,NA,2.3,78.51,0.789
"PAN","North America","Panama","2020-03-17",69,14,9.714,1,0,0.143,15.992,3.245,2.251,0.232,0,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,241,1245,0.289,0.056,158,0.037,0.061,16.3,"tests performed",NA,NA,51.85,4314768,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,NA,2.3,78.51,0.789
"PAN","North America","Panama","2020-03-18",86,17,11.143,1,0,0,19.932,3.94,2.582,0.232,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,1455,0.337,0.049,182,0.042,0.061,16.3,"tests performed",NA,NA,51.85,4314768,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,NA,2.3,78.51,0.789
"PAN","North America","Panama","2020-03-19",109,23,14,1,0,0,25.262,5.331,3.245,0.232,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,1768,0.41,0.073,199,0.046,0.07,14.2,"tests performed",NA,NA,51.85,4314768,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,NA,2.3,78.51,0.789
