"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","total_vaccinations_per_hundred","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index"
"PAK","Asia","Pakistan","2020-02-25",2,NA,NA,NA,NA,NA,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,19.44,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
"PAK","Asia","Pakistan","2020-02-26",2,0,NA,NA,NA,NA,0.009,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,19.44,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
"PAK","Asia","Pakistan","2020-02-27",2,0,NA,NA,NA,NA,0.009,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,28.7,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
"PAK","Asia","Pakistan","2020-02-28",4,2,NA,NA,NA,NA,0.018,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,28.7,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
"PAK","Asia","Pakistan","2020-02-29",4,0,NA,NA,NA,NA,0.018,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,28.7,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
"PAK","Asia","Pakistan","2020-03-01",4,0,NA,NA,NA,NA,0.018,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,28.7,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
"PAK","Asia","Pakistan","2020-03-02",5,1,0.429,NA,NA,0,0.023,0.005,0.002,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,28.7,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
"PAK","Asia","Pakistan","2020-03-03",5,0,0.429,NA,NA,0,0.023,0,0.002,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,28.7,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
"PAK","Asia","Pakistan","2020-03-04",5,0,0.429,NA,NA,0,0.023,0,0.002,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,28.7,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
"PAK","Asia","Pakistan","2020-03-05",6,1,0.571,NA,NA,0,0.027,0.005,0.003,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,28.7,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
"PAK","Asia","Pakistan","2020-03-06",6,0,0.286,NA,NA,0,0.027,0,0.001,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,28.7,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
"PAK","Asia","Pakistan","2020-03-07",6,0,0.286,NA,NA,0,0.027,0,0.001,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,28.7,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
"PAK","Asia","Pakistan","2020-03-08",6,0,0.286,NA,NA,0,0.027,0,0.001,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,28.7,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
"PAK","Asia","Pakistan","2020-03-09",16,10,1.571,NA,NA,0,0.072,0.045,0.007,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,28.7,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
"PAK","Asia","Pakistan","2020-03-10",19,3,2,NA,NA,0,0.086,0.014,0.009,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,28.7,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
"PAK","Asia","Pakistan","2020-03-11",20,1,2.143,NA,NA,0,0.091,0.005,0.01,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,0.002,NA,NA,NA,NA,NA,"tests performed",NA,NA,28.7,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
"PAK","Asia","Pakistan","2020-03-12",28,8,3.143,NA,NA,0,0.127,0.036,0.014,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,531,0.002,0,NA,NA,NA,NA,"tests performed",NA,NA,28.7,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
"PAK","Asia","Pakistan","2020-03-13",31,3,3.571,NA,NA,0,0.14,0.014,0.016,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,609,0.003,0,NA,NA,NA,NA,"tests performed",NA,NA,52.78,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
"PAK","Asia","Pakistan","2020-03-14",53,22,6.714,NA,NA,0,0.24,0.1,0.03,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,684,0.003,0,NA,NA,NA,NA,"tests performed",NA,NA,52.78,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
"PAK","Asia","Pakistan","2020-03-15",136,83,18.571,NA,NA,0,0.616,0.376,0.084,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,833,0.004,0.001,NA,NA,NA,NA,"tests performed",NA,NA,52.78,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
"PAK","Asia","Pakistan","2020-03-16",236,100,31.429,NA,NA,0,1.068,0.453,0.142,NA,NA,0,2.34,NA,NA,NA,NA,NA,NA,NA,NA,292,1125,0.005,0.001,NA,NA,NA,NA,"tests performed",NA,NA,52.78,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
"PAK","Asia","Pakistan","2020-03-17",299,63,40,NA,NA,0,1.354,0.285,0.181,NA,NA,0,2.29,NA,NA,NA,NA,NA,NA,NA,NA,16,1141,0.005,0,NA,NA,NA,NA,"tests performed",NA,NA,52.78,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
"PAK","Asia","Pakistan","2020-03-18",454,155,62,2,NA,0,2.055,0.702,0.281,0.009,NA,0,2.25,NA,NA,NA,NA,NA,NA,NA,NA,1022,2163,0.01,0.005,242,0.001,0.256,3.9,"tests performed",NA,NA,52.78,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
