"date","iso_code","country","sample_size","percent_cli","cli_se","percent_cli_unw","cli_se_unw","percent_ili","ili_se","percent_ili_unw","ili_se_unw","percent_mc","mc_se","percent_mc_unw","mc_se_unw","percent_dc","dc_se","percent_dc_unw","dc_se_unw","percent_hf","hf_se","percent_hf_unw","hf_se_unw","percent_cli_past_smooth","percent_cli_unw_past_smooth","percent_ili_past_smooth","percent_ili_unw_past_smooth","percent_mc_past_smooth","percent_mc_unw_past_smooth","percent_dc_past_smooth","percent_dc_unw_past_smooth","percent_hf_past_smooth","percent_hf_unw_past_smooth","population"
2020-04-23,"MOZ","Mozambique",102,0.011586,0.012899,0.009804,0.009756,0.031437,0.021033,0.019608,0.013728,0.505391,0.060266,0.509804,0.049498,0.321779,0.056311,0.352941,0.047318,NA,NA,NA,NA,0.011586,0.009804,0.031437,0.019608,0.505391,0.509804,0.321779,0.352941,NA,NA,30366043
2020-04-24,"MOZ","Mozambique",105,0,0,0,0,0.023245,0.016492,0.019048,0.01334,0.586885,0.053894,0.6,0.047809,0.456436,0.054519,0.466667,0.048686,NA,NA,NA,NA,0,0,0.023245,0.019048,0.586885,0.6,0.456436,0.466667,NA,NA,30366043
2020-04-25,"MOZ","Mozambique",105,0.027521,0.021136,0.028571,0.016258,0.015625,0.016023,0.019048,0.01334,0.576641,0.063836,0.6,0.047809,0.381533,0.06276,0.380952,0.047392,NA,NA,NA,NA,0.027521,0.028571,0.015625,0.019048,0.576641,0.6,0.381533,0.380952,NA,NA,30366043
2020-04-26,"MOZ","Mozambique",123,0.018898,0.014432,0.01626,0.011404,0.018898,0.014432,0.01626,0.011404,0.581372,0.052286,0.544715,0.044903,0.403387,0.051994,0.439024,0.044747,NA,NA,NA,NA,0.018898,0.01626,0.018898,0.01626,0.581372,0.544715,0.403387,0.439024,NA,NA,30366043
2020-04-27,"MOZ","Mozambique",156,0.001408,0.00353,0.00641,0.00639,0.001408,0.00353,0.00641,0.00639,0.619967,0.045697,0.634615,0.038554,0.387171,0.045858,0.384615,0.038952,NA,NA,NA,NA,0.001408,0.00641,0.001408,0.00641,0.619967,0.634615,0.387171,0.384615,NA,NA,30366043
2020-04-29,"MOZ","Mozambique",102,0.015576,0.013559,0.019608,0.013728,0.015576,0.013559,0.019608,0.013728,0.564363,0.054294,0.568627,0.049039,0.353818,0.052358,0.352941,0.047318,NA,NA,NA,NA,0.015576,0.019608,0.015576,0.019608,0.564363,0.568627,0.353818,0.352941,NA,NA,30366043
2020-04-30,"MOZ","Mozambique",112,0.009297,0.010686,0.017857,0.012514,0.025065,0.017406,0.035714,0.017535,0.55744,0.055304,0.5625,0.046875,0.411565,0.054795,0.410714,0.046486,NA,NA,NA,NA,0.009297,0.017857,0.025065,0.035714,0.55744,0.5625,0.411565,0.410714,NA,NA,30366043
2020-05-03,"MOZ","Mozambique",182,0.008807,0.009668,0.010989,0.007728,0.007404,0.008871,0.010989,0.007728,0.52781,0.051658,0.368132,0.03575,0.402801,0.050751,0.494505,0.03706,0.144371,0.036368,0.093407,0.02157,0.008807,0.010989,0.007404,0.010989,0.52781,0.368132,0.402801,0.494505,0.144371,0.093407,30366043
2020-05-04,"MOZ","Mozambique",230,0.002231,0.004538,0.008696,0.006122,0.002231,0.004538,0.008696,0.006122,0.569463,0.047628,0.413043,0.032467,0.440579,0.047753,0.521739,0.032938,0.80332,0.038234,0.747826,0.028634,0.002231,0.008696,0.002231,0.008696,0.569463,0.413043,0.440579,0.521739,0.80332,0.747826,30366043
2020-05-05,"MOZ","Mozambique",219,0.036816,0.018065,0.027397,0.011031,0.049505,0.02081,0.031963,0.011886,0.617872,0.046614,0.39726,0.033066,0.48353,0.04794,0.547945,0.033631,0.58805,0.047216,0.643836,0.032359,0.036816,0.027397,0.049505,0.031963,0.617872,0.39726,0.48353,0.547945,0.58805,0.643836,30366043
2020-05-06,"MOZ","Mozambique",210,0.04313,0.018882,0.02381,0.01052,0.04313,0.018882,0.02381,0.01052,0.6547,0.044194,0.480952,0.034478,0.434036,0.046068,0.504762,0.034502,0.639489,0.044629,0.6,0.033806,0.04313,0.02381,0.04313,0.02381,0.6547,0.480952,0.434036,0.504762,0.639489,0.6,30366043
2020-05-07,"MOZ","Mozambique",250,0.020068,0.012064,0.012,0.006887,0.020068,0.012064,0.012,0.006887,0.607728,0.042006,0.46,0.031521,0.431761,0.042614,0.516,0.031607,0.64641,0.041131,0.656,0.030044,0.020068,0.012,0.020068,0.012,0.607728,0.46,0.431761,0.516,0.64641,0.656,30366043
2020-05-08,"MOZ","Mozambique",249,0.010592,0.008903,0.016064,0.007967,0.020811,0.012415,0.016064,0.007967,0.619117,0.042233,0.441767,0.031471,0.413463,0.042829,0.522088,0.031655,0.623788,0.042132,0.654618,0.030133,0.010592,0.016064,0.020811,0.016064,0.619117,0.441767,0.413463,0.522088,0.623788,0.654618,30366043
2020-05-09,"MOZ","Mozambique",200,0,0,0,0,0.003971,0.005609,0.005,0.004987,0.685687,0.041408,0.56,0.0351,0.41392,0.043931,0.505,0.035354,0.653916,0.042432,0.64,0.033941,0,0,0.003971,0.005,0.685687,0.56,0.41392,0.505,0.653916,0.64,30366043
2020-05-10,"MOZ","Mozambique",298,0.002813,0.004082,0.006711,0.00473,0.002813,0.004082,0.006711,0.00473,0.549263,0.038344,0.426174,0.028647,0.459799,0.038407,0.506711,0.028962,0.659928,0.036508,0.661074,0.02742,0.002813,0.006711,0.002813,0.006711,0.549263,0.426174,0.459799,0.506711,0.659928,0.661074,30366043
2020-05-11,"MOZ","Mozambique",252,0.010929,0.008775,0.015873,0.007873,0.010929,0.008775,0.015873,0.007873,0.615519,0.041058,0.468254,0.031433,0.386385,0.041096,0.472222,0.031448,0.663597,0.039877,0.650794,0.03003,0.010929,0.015873,0.010929,0.015873,0.615519,0.468254,0.386385,0.472222,0.663597,0.650794,30366043
2020-05-12,"MOZ","Mozambique",250,0.021639,0.012587,0.016,0.007936,0.021864,0.012651,0.016,0.007936,0.687743,0.04009,0.52,0.031597,0.414441,0.042617,0.508,0.031619,0.698969,0.039683,0.66,0.02996,0.021639,0.016,0.021864,0.016,0.687743,0.52,0.414441,0.508,0.698969,0.66,30366043
2020-05-13,"MOZ","Mozambique",217,0.012167,0.009775,0.013825,0.007926,0.022482,0.013218,0.023041,0.010185,0.665977,0.042053,0.534562,0.033861,0.542798,0.044418,0.548387,0.033783,0.654443,0.042401,0.654378,0.032284,0.012167,0.013825,0.022482,0.023041,0.665977,0.534562,0.542798,0.548387,0.654443,0.654378,30366043
2020-05-14,"MOZ","Mozambique",180,0,0,0,0,0,0,0,0,0.684861,0.041135,0.722222,0.033385,0.408023,0.043516,0.416667,0.036747,0.686008,0.041094,0.7,0.034157,0,0,0,0,0.684861,0.722222,0.408023,0.416667,0.686008,0.7,30366043
2020-05-15,"MOZ","Mozambique",177,0.006765,0.00765,0.00565,0.005634,0.010044,0.009306,0.011299,0.007945,0.652195,0.044448,0.700565,0.034426,0.451457,0.046442,0.497175,0.037582,0.651367,0.044473,0.677966,0.035121,0.006765,0.00565,0.010044,0.011299,0.652195,0.700565,0.451457,0.497175,0.651367,0.677966,30366043
2020-05-16,"MOZ","Mozambique",199,0.005361,0.006151,0.01005,0.007071,0.005361,0.006151,0.01005,0.007071,0.634646,0.040558,0.663317,0.0335,0.465944,0.042015,0.487437,0.035433,0.609767,0.041086,0.628141,0.03426,0.005361,0.01005,0.005361,0.01005,0.634646,0.663317,0.465944,0.487437,0.609767,0.628141,30366043
2020-05-17,"MOZ","Mozambique",189,0.012153,0.00885,0.015873,0.009091,0.014032,0.0095,0.021164,0.010469,0.740647,0.0354,0.724868,0.032484,0.389239,0.039381,0.386243,0.035416,0.664463,0.038138,0.666667,0.03429,0.012153,0.015873,0.014032,0.021164,0.740647,0.724868,0.389239,0.386243,0.664463,0.666667,30366043
2020-05-18,"MOZ","Mozambique",212,0.018116,0.010736,0.014151,0.008112,0.021126,0.011576,0.018868,0.009345,0.662595,0.038061,0.707547,0.031242,0.486706,0.040234,0.457547,0.034216,0.637235,0.038702,0.683962,0.031931,0.018116,0.014151,0.021126,0.018868,0.662595,0.707547,0.486706,0.457547,0.637235,0.683962,30366043
2020-05-19,"MOZ","Mozambique",239,0.027356,0.012575,0.016736,0.008298,0.044837,0.015954,0.029289,0.010907,0.683189,0.035866,0.694561,0.029793,0.364694,0.037108,0.401674,0.031711,0.642211,0.036954,0.665272,0.030524,0.027356,0.016736,0.044837,0.029289,0.683189,0.694561,0.364694,0.401674,0.642211,0.665272,30366043
2020-05-20,"MOZ","Mozambique",203,0.015882,0.010044,0.019704,0.009755,0.013316,0.009209,0.019704,0.009755,0.722771,0.035962,0.714286,0.031707,0.376964,0.038934,0.403941,0.034439,0.606365,0.03925,0.635468,0.033781,0.015882,0.019704,0.013316,0.019704,0.722771,0.714286,0.376964,0.403941,0.606365,0.635468,30366043
2020-05-21,"MOZ","Mozambique",167,0.019991,0.01243,0.017964,0.010278,0.019991,0.01243,0.017964,0.010278,0.779697,0.036804,0.760479,0.033026,0.456886,0.044236,0.467066,0.038607,0.651028,0.042327,0.670659,0.036368,0.0195229155288888,0.0176485243531262,0.0189243617130146,0.017426083504235,0.723250441464614,0.749511127119697,0.429842983409082,0.420751053460322,0.651028,0.670659,30366043
2020-05-22,"MOZ","Mozambique",186,0.006638,0.006533,0.010753,0.007562,0.013731,0.009363,0.016129,0.009237,0.780624,0.033295,0.795699,0.029563,0.457423,0.040083,0.483871,0.036643,0.665798,0.037953,0.672043,0.034423,0.00664501988591193,0.0114586551358252,0.0146318186676738,0.0159420105230682,0.743994821602033,0.792620601033382,0.438228283572539,0.467873701560947,0.665798,0.672043,30366043
2020-05-23,"MOZ","Mozambique",186,0.017692,0.011425,0.021505,0.010636,0.025036,0.01354,0.026882,0.011859,0.758416,0.037097,0.741935,0.032084,0.428963,0.042893,0.424731,0.036244,0.697883,0.039795,0.677419,0.034276,0.0154417551415057,0.0142559744931552,0.0237608222047298,0.026569889696649,0.754495148501874,0.761994836789984,0.436559728234994,0.439417130657963,0.697883,0.677419,30366043
2020-05-24,"MOZ","Mozambique",171,0.003571,0.005503,0.005848,0.005831,0.003571,0.005503,0.005848,0.005831,0.767675,0.038959,0.777778,0.031792,0.487697,0.046111,0.502924,0.038235,0.691266,0.042617,0.684211,0.035546,0.0072568253331424,0.0131462898394964,0.00788436723922796,0.00964420854713169,0.764697443294116,0.772216577398654,0.451403223969779,0.473628149784308,0.691266,0.684211,30366043
2020-05-25,"MOZ","Mozambique",186,0.031085,0.014722,0.026882,0.011859,0.037356,0.016087,0.032258,0.012955,0.753282,0.036571,0.795699,0.029563,0.414142,0.041785,0.430108,0.036302,0.662982,0.040099,0.682796,0.034124,0.0292677252402692,0.015272182989199,0.0341807017160363,0.0202573944533681,0.759267888763098,0.7910440338446,0.444029750052949,0.455015637776,0.662982,0.682796,30366043
2020-05-26,"MOZ","Mozambique",233,0.001878,0.003433,0.004292,0.004283,0.005493,0.005861,0.008584,0.006043,0.683261,0.03689,0.72103,0.029382,0.44284,0.039389,0.484979,0.032741,0.626591,0.038357,0.639485,0.031456,0.0109539294488266,0.0136417681277308,0.0151889123848554,0.0169015233260289,0.705377654730232,0.741470523506992,0.444946595017159,0.469209301601933,0.626591,0.639485,30366043
2020-05-27,"MOZ","Mozambique",211,0.058672,0.019192,0.047393,0.014628,0.057777,0.019054,0.047393,0.014628,0.713185,0.036934,0.71564,0.031056,0.426132,0.040383,0.417062,0.033945,0.629188,0.039445,0.649289,0.032851,0.0557636787989238,0.0272705460222259,0.0501201065722404,0.026112302677231,0.700340101768419,0.71448933547817,0.441689496165447,0.450678999456428,0.629188,0.649289,30366043
2020-05-28,"MOZ","Mozambique",259,0.021978,0.01058,0.023166,0.009347,0.025538,0.011384,0.027027,0.010076,0.782056,0.029793,0.80695,0.024525,0.470216,0.036018,0.494208,0.031066,0.750566,0.031225,0.737452,0.027341,0.0315972910887822,0.0246423580781641,0.0351924117218479,0.0269850494163538,0.757555942696059,0.781124829715769,0.44918010301354,0.467560252994341,0.750558226407881,0.737478644336924,30366043
2020-05-29,"MOZ","Mozambique",289,0.036056,0.012758,0.027682,0.009651,0.040257,0.013451,0.031142,0.010218,0.650322,0.032633,0.698962,0.026983,0.420787,0.033784,0.432526,0.029143,0.662863,0.03235,0.67128,0.027632,0.0352358845047756,0.0264988123990926,0.0398369364327822,0.0291292319088941,0.712399354522903,0.72738763163476,0.444313783855415,0.456021918595255,0.679318331989418,0.67130354634894,30366043
2020-05-30,"MOZ","Mozambique",280,0.014115,0.008392,0.017857,0.007914,0.01214,0.007791,0.014286,0.007092,0.720154,0.031936,0.728571,0.026576,0.469957,0.035506,0.475,0.029843,0.603524,0.034799,0.642857,0.028635,0.0197332521939181,0.0239335498202711,0.0232148601600508,0.025319324454416,0.71580938298862,0.723145108196181,0.450932528540849,0.463745312074008,0.654952766623225,0.642755641676488,30366043
2020-05-31,"MOZ","Mozambique",273,0.012619,0.008166,0.010989,0.00631,0.01191,0.007936,0.010989,0.00631,0.695458,0.033669,0.703297,0.027647,0.406126,0.035929,0.380952,0.029391,0.586998,0.036022,0.626374,0.029279,0.0132529184135246,0.0206221644774768,0.0150196044697494,0.0222125821663329,0.706120932269223,0.706012303898442,0.442964023240585,0.428715424312434,0.627667198871622,0.626412947448791,30366043
2020-06-01,"MOZ","Mozambique",271,0.020538,0.010651,0.01845,0.008175,0.0251,0.011748,0.02214,0.008938,0.756436,0.032235,0.774908,0.02537,0.472632,0.037493,0.509225,0.030368,0.699533,0.03443,0.701107,0.027808,0.0159853092022551,0.0202528745667265,0.0173006690352704,0.0223007150733591,0.723579453992052,0.752507811804736,0.449879253687307,0.458836473682657,0.649583649114009,0.701082105764515,30366043
2020-06-02,"MOZ","Mozambique",229,0.031325,0.013444,0.026201,0.010555,0.026661,0.012433,0.021834,0.009657,0.744756,0.033651,0.764192,0.028052,0.470731,0.038524,0.445415,0.032843,0.659183,0.036582,0.689956,0.030564,0.0286106089993211,0.0218085285376766,0.0223907745356782,0.0222756760448921,0.730320710117894,0.768022566245217,0.455746430185541,0.454866356161549,0.651810570848564,0.690013159382966,30366043
2020-06-03,"MOZ","Mozambique",205,0.015812,0.010536,0.02439,0.010774,0.018955,0.011517,0.029268,0.011773,0.822904,0.032242,0.809756,0.027413,0.504655,0.042227,0.482927,0.034901,0.649115,0.040307,0.634146,0.033641,0.0209497428874294,0.0226767844440759,0.0205482198604648,0.0238181789147611,0.790229265928537,0.803563168607157,0.463764018001937,0.46579427844699,0.650436297892709,0.634124101702436,30366043
2020-06-04,"MOZ","Mozambique",123,0.009524,0.010241,0.00813,0.008097,0.016666,0.013497,0.01626,0.011404,0.771789,0.044249,0.764228,0.038274,0.378804,0.051145,0.406504,0.044288,0.566625,0.052247,0.577236,0.044542,0.0130390394594447,0.0204069249595429,0.0182366697414347,0.0224725272152535,0.786143042036195,0.78274467771233,0.453645095216367,0.44552589391054,0.621366363435674,0.577238934389509,30366043
2020-06-05,"MOZ","Mozambique",132,0.02523,0.015614,0.022727,0.012972,0.017769,0.013153,0.015152,0.010632,0.734848,0.04395,0.757576,0.0373,0.430528,0.0493,0.401515,0.042667,0.67957,0.046461,0.681818,0.04054,0.0204632827247208,0.0209620784937826,0.0175718146137041,0.0218285685870741,0.762390084344527,0.762087194304095,0.450268670103832,0.427371668190779,0.63697895521474,0.681772346856476,30366043
2020-06-06,"MOZ","Mozambique",126,0.013167,0.012098,0.007937,0.007905,0.03051,0.018254,0.015873,0.011134,0.794197,0.04291,0.793651,0.036052,0.405329,0.052108,0.452381,0.044341,0.570082,0.052544,0.603175,0.043585,0.0158693345506196,0.0165579352137289,0.0233550884606105,0.0198347922415859,0.779855388369191,0.781313576270714,0.442383816712569,0.433218011066349,0.613639638774425,0.625389874278344,30366043
2020-06-07,"MOZ","Mozambique",122,0.017081,0.013115,0.016393,0.011497,0.017081,0.013115,0.016393,0.011497,0.755728,0.043486,0.795082,0.036544,0.458253,0.050429,0.5,0.045268,0.692078,0.046723,0.696721,0.041617,0.0162150994038082,0.0162409876563096,0.021391156525984,0.0187110828083553,0.772556157380741,0.793135060108671,0.445781618329336,0.455789028444531,0.634747751797136,0.64797659790439,30366043
2020-06-08,"MOZ","Mozambique",148,0,0,0,0,0,0,0,0,0.800791,0.039185,0.824324,0.031281,0.402065,0.048104,0.466216,0.041006,0.673751,0.045997,0.662162,0.038878,0.00714244450709881,0.0116690820131334,0.0113697600416301,0.0139456579705288,0.785520790364648,0.818998769599179,0.4380010267115,0.46154864382274,0.647283914426243,0.65374444823943,30366043
2020-06-09,"MOZ","Mozambique",102,0.011163,0.012779,0.009804,0.009756,0.011163,0.012779,0.009804,0.009756,0.884882,0.038821,0.833333,0.036901,0.446961,0.060473,0.490196,0.049498,0.600266,0.05958,0.647059,0.047318,0.00758470037025495,0.0105770034916981,0.00962929094758986,0.0124777953036089,0.859982948894316,0.835782793246528,0.439654009762292,0.475790265122866,0.632589401076622,0.651968637849768,30366043
2020-06-10,"MOZ","Mozambique",132,0.022605,0.015046,0.015152,0.010632,0.022605,0.015046,0.015152,0.010632,0.811894,0.039558,0.818182,0.03357,0.447498,0.050332,0.439394,0.043199,0.701505,0.04632,0.727273,0.038764,0.0198181190107498,0.0109287086229131,0.014635034310585,0.0124264861243299,0.829783723012726,0.82716214123512,0.441115384940305,0.464621008616938,0.654537394173593,0.685095940537518,30366043
