"date","iso_code","country","sample_size","percent_cli","cli_se","percent_cli_unw","cli_se_unw","percent_ili","ili_se","percent_ili_unw","ili_se_unw","percent_mc","mc_se","percent_mc_unw","mc_se_unw","percent_dc","dc_se","percent_dc_unw","dc_se_unw","percent_hf","hf_se","percent_hf_unw","hf_se_unw","population"
2020-05-04,"BEN","Benin",116,0.047767,0.023493,0.051724,0.020563,0.054664,0.025041,0.060345,0.022109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11801151
2020-05-05,"BEN","Benin",118,0,0,0,0,0,0,0,0,0.746182,0.046057,0.7,0.043739,0.416898,0.048307,0.448598,0.047889,0.78589,0.040582,0.792079,0.04102,11801151
