"date","iso_code","country","sample_size","percent_cli","cli_se","percent_cli_unw","cli_se_unw","percent_ili","ili_se","percent_ili_unw","ili_se_unw","percent_mc","mc_se","percent_mc_unw","mc_se_unw","percent_dc","dc_se","percent_dc_unw","dc_se_unw","percent_hf","hf_se","percent_hf_unw","hf_se_unw","percent_cli_smooth","percent_cli_smooth_low","percent_cli_smooth_high","percent_cli_unw_smooth","percent_cli_unw_smooth_low","percent_cli_unw_smooth_high","percent_ili_smooth","percent_ili_smooth_low","percent_ili_smooth_high","percent_ili_unw_smooth","percent_ili_unw_smooth_low","percent_ili_unw_smooth_high","population"
2020-05-04,"SEN","Senegal",107,0.007496,0.009796,0.009346,0.009302,0.007496,0.009796,0.009346,0.009302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00743081406070041,0.000489591036367628,0.0143720370850332,0.0082672815532639,-0.00523883105816108,0.0217733941646889,0.00748153891044089,0.00472568475735861,0.0102373930635232,0.00846211371388735,-0.00116986110343897,0.0180940885312137,16296362
2020-05-06,"SEN","Senegal",126,0.004961,0.007431,0.007937,0.007905,0.004961,0.007431,0.007937,0.007905,0.761966,0.044729,0.704762,0.041761,0.278396,0.044858,0.308411,0.043534,0.710334,0.046482,0.69,0.045589,0.00532022171758871,-0.00140798947710336,0.0120484329122808,0.0110615748529795,0.000660711848103792,0.0214624378578552,0.00504868397214448,0.00230801218268304,0.00778935576160591,0.010315402107478,0.00277589231682221,0.0178549118981339,16296362
2020-05-07,"SEN","Senegal",120,0.012346,0.011552,0.016667,0.011686,0.012346,0.011552,0.016667,0.011686,NA,NA,NA,NA,0.28126,0.044185,0.278846,0.044302,NA,NA,NA,NA,0.0120479376257957,0.00523069764126363,0.0188651776103277,0.0146697169162549,0.00347480392507375,0.025864629907436,0.0122757269060013,0.00952781496225576,0.0150236388497468,0.0143775548989262,0.00635443824660689,0.0224006715512456,16296362
2020-05-08,"SEN","Senegal",134,0.018765,0.014432,0.014925,0.010475,0.018765,0.014432,0.014925,0.010475,0.735655,0.043546,0.737864,0.043664,0.307216,0.045884,0.32381,0.045238,NA,NA,NA,NA,0.0190153859942047,0.0121435008339919,0.0258872711544174,0.0158810652113978,0.00451320756203251,0.027248922860763,0.01882529907056,0.0160742437550249,0.021576354386095,0.0174853922866893,0.00902846888107185,0.0259423156923067,16296362
2020-05-09,"SEN","Senegal",113,0.006387,0.009363,0.017699,0.012404,0.006387,0.009363,0.017699,0.012404,0.80611,0.042295,0.77,0.039734,0.235769,0.043899,0.264706,0.042237,NA,NA,NA,NA,0.00543658093008282,-0.000714906750734904,0.0115880686109005,0.0123305212671591,0.00190337917580567,0.0227576633585125,0.00621179930212593,0.00349296978493763,0.00893062881931423,0.0125604924630848,0.00454540356765946,0.0205755813585101,16296362
2020-05-10,"SEN","Senegal",104,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0020962326665106,-0.00181059649640586,0.00600306182942706,0.00838932845371011,-0.000459719772699397,0.0172383766801196,0.000753616965162168,-0.000692402586538932,0.00219963651686327,0.00594979729277483,-0.000110151409671359,0.012009745995221,16296362
2020-05-11,"SEN","Senegal",123,0.009434,0.010048,0.00813,0.008097,0,0,0,0,0.755971,0.042857,0.742857,0.042117,0.292361,0.044532,0.305556,0.043972,0.67628,0.046122,0.693069,0.046789,0.00912563921361039,0.00223396215802138,0.0160173162691994,0.00714287104748001,-0.00114715298412223,0.0154328950790822,0.000684004314769564,-0.00153028054322946,0.00289828917276859,0.00386975659424537,-0.00101075425434382,0.00875026744283455,16296362
2020-05-12,"SEN","Senegal",101,0.012077,0.012094,0.009901,0.009852,0.012077,0.012094,0.009901,0.009852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0122883563969097,0.00535993505842302,0.0192167777353964,0.0083800599566765,-0.000581465351964199,0.0173415852653172,0.0119072204456944,0.00915533923611688,0.0146591016552718,0.00582512742382032,-0.000269405320824432,0.0119196601684651,16296362
2020-05-13,"SEN","Senegal",105,0.006133,0.009494,0.009524,0.009478,0.006133,0.009494,0.009524,0.009478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00124734529420184,-0.00121916996747834,0.00371386055588201,0.0119406913166012,0.00179749160626976,0.0220838910269326,0.00672415011153976,0.00401998958729926,0.00942831063578027,0.0126371520947553,0.00468940155375703,0.0205849026357536,16296362
2020-05-14,"SEN","Senegal",123,0.023114,0.016215,0.01626,0.011404,0.032996,0.019276,0.02439,0.013909,0.686407,0.043364,0.745098,0.046165,0.266159,0.043091,0.281818,0.042331,NA,NA,NA,NA,0.0236434771142286,0.016715742820674,0.0305712114077832,0.0173025891686325,0.0057105819215611,0.0288945964157038,0.0328264623229971,0.0300745663689716,0.0355783582770227,0.0220213055733459,0.0131095086094131,0.0309331025372787,16296362
2020-05-15,"SEN","Senegal",118,0.025846,0.018486,0.025424,0.014491,0.011131,0.012222,0.016949,0.011883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025158663001152,0.0182399017917761,0.032077424210528,0.0169573827659346,0.00551159623519846,0.0284031692966708,0.0116220908375467,0.00890704278899576,0.0143371388860977,0.0177114242603898,0.00932410423901794,0.0260987442817616,16296362
2020-05-16,"SEN","Senegal",126,0,0,0,0,0.004219,0.007112,0.007937,0.007905,0.752121,0.038182,0.811321,0.042138,0.329101,0.046126,0.357798,0.045215,0.678901,0.048686,0.613861,0.04669,0.00406928287346705,-0.001791535671428,0.0099301014183621,0.0117057173838559,0.00200426188580799,0.0214071728819037,0.00169601766566707,0.000724625155013922,0.00266741017632022,0.00932133784326968,0.00261733057698028,0.0160253451095591,16296362
2020-05-18,"SEN","Senegal",122,0.024967,0.016527,0.016393,0.011497,0.008648,0.009808,0.008197,0.008163,NA,NA,NA,NA,0.278091,0.045605,0.29,0.045032,NA,NA,NA,NA,0.0244959872120074,0.0175604759877623,0.0314314984362525,0.0092134295056383,0.000687846471418825,0.0177390125398578,0.00890876205943723,0.00616867948180976,0.0116488446370647,0.00674956411878467,0.000598107957801246,0.0129010202797681,16296362
2020-05-19,"SEN","Senegal",122,0.006198,0.008584,0.008197,0.008163,0.006198,0.008584,0.008197,0.008163,0.719643,0.042923,0.76,0.045144,0.302644,0.046559,0.336538,0.045266,NA,NA,NA,NA,0.00714357164231383,0.000328703679573474,0.0139584396050542,0.0115286052583129,0.00235266387252619,0.0207045466440997,0.00605400584389976,0.00331020457960038,0.00879780710819914,0.00829470597980656,0.00179706087167673,0.0147923510879364,16296362
2020-05-20,"SEN","Senegal",120,0.008881,0.010865,0.016667,0.011686,0.008881,0.010865,0.016667,0.011686,NA,NA,NA,NA,0.222211,0.046482,0.31,0.041783,NA,NA,NA,NA,0.00819991729718116,0.00145580834016824,0.0149440262541941,0.0231458330516777,0.0110619193535326,0.0352297467498227,0.0088943171130161,0.00614364459709188,0.0116449896289403,0.0190107676967113,0.0105042035816517,0.0275173318117709,16296362
2020-05-21,"SEN","Senegal",111,0.054659,0.026005,0.045045,0.019686,0.054659,0.026005,0.045045,0.019686,NA,NA,NA,NA,0.324639,0.047258,0.33,0.04706,NA,NA,NA,NA,0.0548071261967163,0.0478661303349026,0.06174812205853,0.037148726151476,0.0234347756242445,0.0508626766787076,0.0546643819587418,0.0519081608470766,0.057420603070407,0.0439490382135686,0.03415108600419,0.0537469904229472,16296362
2020-05-22,"SEN","Senegal",106,0.023668,0.017026,0.018868,0.013215,0.031385,0.019528,0.028302,0.016107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0231874003184544,0.0163099259090909,0.0300648747278178,0.0223273581744135,0.0103869749701285,0.0342677413786986,0.0313687444882976,0.0286128599224605,0.0341246290541348,0.0271149955559956,0.017731889389451,0.0364981017225401,16296362
2020-05-23,"SEN","Senegal",102,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00328612509499515,0.000258531920039732,0.00631371826995056,0.00980816009719054,0.00162786494466016,0.0179884552497209,0.000597773972504623,-0.00155172800575526,0.0027472759507645,0.00669562562010426,0.00122144719352552,0.012169804046683,16296362
2020-05-25,"SEN","Senegal",137,0.006764,0.008653,0.007299,0.007273,0,0,0,0,0.837924,0.033489,0.855856,0.035137,0.349668,0.044816,0.362069,0.044468,0.568634,0.047803,0.574074,0.047879,0.00552099359488708,-0.000912419331218293,0.0119544065209925,0.00805864974330776,-9.62281253228166e-05,0.0162135276119383,0.000147665279986493,-0.000648392187620021,0.000943722747593007,0.00311113352947839,-0.000930988796358226,0.00715325585531501,16296362
2020-05-26,"SEN","Senegal",118,0.020523,0.01421,0.016949,0.011883,0.006767,0.008217,0.008475,0.008439,0.743563,0.042666,0.75,0.043026,0.333369,0.04738,0.371429,0.046226,0.613398,0.048686,0.613861,0.048697,0.0206428847348628,0.0137083713339671,0.0275773981357585,0.0105715215967565,0.000465122605147269,0.0206779205883657,0.00673050370113825,0.00397663651981297,0.00948437088246354,0.00473625294926824,-0.000847582635274229,0.0103200885338107,16296362
2020-05-27,"SEN","Senegal",143,0.01883,0.013692,0.006993,0.006969,0.01883,0.013692,0.006993,0.006969,0.765188,0.036614,0.772727,0.037035,0.2989,0.041352,0.355556,0.039546,0.680026,0.040665,0.712,0.04189,0.0188458013717993,0.0119080599725039,0.0257835427710947,0.0126990644631839,0.00166485164379271,0.0237332772825751,0.018846849396453,0.0160910496641916,0.0216026491287145,0.0111005118370813,0.0028466510848498,0.0193543725893129,16296362
2020-05-28,"SEN","Senegal",138,0.016069,0.013429,0.021739,0.012414,0.016069,0.013429,0.021739,0.012414,0.789502,0.037495,0.785124,0.037214,0.307581,0.043556,0.370968,0.041611,0.669489,0.045595,0.622807,0.044251,0.0159900085388553,0.00905140644556361,0.022928610632147,0.0113263255998867,0.000485085983821323,0.0221675652159522,0.0160468588638969,0.013291287837802,0.0188024298899918,0.0156814170060353,0.00669843033085204,0.0246644036812186,16296362
2020-05-29,"SEN","Senegal",118,0,0,0,0,0,0,0,0,0.702068,0.043899,0.735294,0.045508,0.362285,0.048038,0.4,0.047133,NA,NA,NA,NA,0.000799209842288738,-0.00427588498169242,0.00587430466626989,0.00715224763492509,-0.00140147048501891,0.0157059657548691,0.000455141888621391,-0.00157845279946449,0.00248873657670727,0.00729669147815302,0.000563466682434995,0.014029916273871,16296362
2020-05-30,"SEN","Senegal",114,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.95911896009946e-05,-0.000648441271999371,0.00080762365120136,0.00522469104068833,-0.00181626986786277,0.0122656519492394,0.000289964614571683,-0.000972066031473465,0.00155199526061683,0.00367889461002432,-0.00092355747166684,0.00828134669171548,16296362
2020-05-31,"SEN","Senegal",123,0,0,0,0,0.007262,0.009192,0.00813,0.008097,0.861086,0.036757,0.834951,0.034245,0.318286,0.045256,0.330275,0.044823,NA,NA,NA,NA,0.000799043439011898,-0.00464029932286463,0.00623838620088842,0.00662699162818654,-0.00173243229748186,0.0149864155538549,0.00723331697938678,0.00447998037172473,0.00998665358704884,0.00464761061598192,-0.000861609044325539,0.0101568302762894,16296362
