"date","iso_code","country","sample_size","percent_cli","cli_se","percent_cli_unw","cli_se_unw","percent_ili","ili_se","percent_ili_unw","ili_se_unw","percent_mc","mc_se","percent_mc_unw","mc_se_unw","percent_dc","dc_se","percent_dc_unw","dc_se_unw","percent_hf","hf_se","percent_hf_unw","hf_se_unw","percent_cli_smooth","percent_cli_smooth_low","percent_cli_smooth_high","percent_cli_unw_smooth","percent_cli_unw_smooth_low","percent_cli_unw_smooth_high","percent_ili_smooth","percent_ili_smooth_low","percent_ili_smooth_high","percent_ili_unw_smooth","percent_ili_unw_smooth_low","percent_ili_unw_smooth_high","percent_mc_smooth","percent_mc_smooth_low","percent_mc_smooth_high","percent_mc_unw_smooth","percent_mc_unw_smooth_low","percent_mc_unw_smooth_high","percent_dc_smooth","percent_dc_smooth_low","percent_dc_smooth_high","percent_dc_unw_smooth","percent_dc_unw_smooth_low","percent_dc_unw_smooth_high","percent_hf_smooth","percent_hf_smooth_low","percent_hf_smooth_high","percent_hf_unw_smooth","percent_hf_unw_smooth_low","percent_hf_unw_smooth_high","population"
2020-04-23,"ISR","Israel",154,0.018639,0.015505,0.006494,0.006472,0.018639,0.015505,0.006494,0.006472,0.647084,0.054785,0.74026,0.035335,0.342292,0.054396,0.337662,0.038108,NA,NA,NA,NA,0.00721954310689715,0.00264217358191295,0.0117969126318813,0.00452297098667316,0.00202509522121926,0.00702084675212707,0.00743525462358948,0.00236239370223492,0.012508115544944,0.004794868558749,0.00221240352597917,0.00737733359151883,0.675795638498848,0.652702006642207,0.69888927035549,0.714898754202964,0.695473515454537,0.734323992951391,0.321149118124158,0.296379527567541,0.345918708680775,0.318088421360389,0.294712113270635,0.341464729450143,0.0234561831607094,0.00177259830596723,0.0451397680154515,0.0202976385505591,0.00337207495875096,0.0372232021423672,8519373
2020-04-24,"ISR","Israel",825,0.008912,0.004122,0.007273,0.002958,0.008912,0.004122,0.007273,0.002958,0.690134,0.020283,0.705455,0.01587,0.375494,0.02124,0.370909,0.016818,NA,NA,NA,NA,0.00689390760750626,0.0028464019869307,0.0109414132280818,0.004367885982084,0.00222091501930093,0.00651485694486708,0.00706292825204579,0.00262186322908846,0.0115039932750031,0.00462210344340445,0.0024259549338231,0.0068182519529858,0.682174318413035,0.662045644261576,0.702302992564494,0.71923808644927,0.70348733527727,0.734988837621271,0.32971671256044,0.307543513540827,0.351889911580054,0.327666013904997,0.307063543052567,0.348268484757426,0.0297129695915965,0.00457843081255071,0.0548475083706422,0.0260766753534621,0.0061809456188208,0.0459724050881034,8519373
2020-04-25,"ISR","Israel",813,0.002256,0.002035,0.00246,0.001737,0.002256,0.002035,0.00246,0.001737,0.706866,0.019521,0.733087,0.015514,0.30483,0.019741,0.308733,0.016202,NA,NA,NA,NA,0.00658854908935089,0.00299356923594137,0.0101835289427604,0.00422365735155873,0.00236322456678321,0.00608409013633425,0.00671657234332588,0.00280740084039543,0.0106257438462563,0.00446191392645435,0.00257563537220226,0.00634819248070645,0.688426040416306,0.670768270614696,0.706083810217915,0.723746132233278,0.710473208286901,0.737019056179656,0.338534639881409,0.318633060690153,0.358436219072664,0.33762859260624,0.319356812457212,0.355900372755269,0.0376387136774232,0.00875288155954011,0.0665245457953063,0.0335010890944813,0.0103142740934398,0.0566879040955228,8519373
2020-04-26,"ISR","Israel",649,0.005897,0.003449,0.003082,0.002176,0.005897,0.003449,0.003082,0.002176,0.652768,0.021447,0.679507,0.018318,0.308521,0.020807,0.325116,0.018387,NA,NA,NA,NA,0.00630302741328086,0.00308939822085905,0.00951665660570267,0.00408981148353049,0.00245681832097603,0.00572280464608495,0.00639545766811681,0.00292747680391822,0.0098634385323154,0.0043138077708496,0.00266816855177278,0.00595944698992642,0.694513580260349,0.678848562941309,0.710178597579389,0.72838208099327,0.71668174619502,0.74008241579152,0.34757678952899,0.329615415892479,0.3655381631655,0.347932864430933,0.331575056706355,0.364290672155511,0.0476785991694251,0.0148249576935021,0.0805322406453481,0.0430393428342992,0.0162973588055631,0.0697813268630354,8519373
2020-04-27,"ISR","Israel",662,0,0,0,0,0,0,0,0,0.705605,0.019686,0.740181,0.017044,0.350624,0.020611,0.354985,0.018598,NA,NA,NA,NA,0.00603684726610324,0.00313925027990615,0.00893444425230032,0.00396590640383265,0.00250581146035414,0.00542600134731117,0.00609878981084844,0.00298993429808401,0.00920764532361287,0.00417732208111057,0.00270935513169453,0.00564528903052661,0.700398664274048,0.686249173100021,0.714548155448074,0.733104094173022,0.722357969659367,0.743850218686677,0.356813681631783,0.340435743375524,0.373191619888042,0.358528951025953,0.343670494076905,0.373387407975,0.0603965597294645,0.0235072617018763,0.0972858577570527,0.0552932779702821,0.0248462319391496,0.0857403240014146,8519373
2020-04-28,"ISR","Israel",746,0.002853,0.002187,0.004021,0.002317,0.003259,0.002337,0.005362,0.002674,0.740341,0.017975,0.752011,0.015811,0.364346,0.01973,0.372654,0.017703,NA,NA,NA,NA,0.00578947606391623,0.00314866381229942,0.00843028831553304,0.00385153210584725,0.00251498614236713,0.00518807806932737,0.00582573713884291,0.00300274626752962,0.0086487280101562,0.00405202585501438,0.00270582352089062,0.00539822818913814,0.706042064704315,0.692932513837919,0.719151615570711,0.737869242208665,0.727672680006549,0.748065804410781,0.366212263000376,0.351026509632055,0.381398016368696,0.369359847794324,0.355570812236718,0.38314888335193,0.0765069547071334,0.035755026341045,0.117258883073222,0.0710360890144076,0.0369326166149732,0.105139561413842,8519373
2020-04-29,"ISR","Israel",771,0.006719,0.003953,0.005188,0.002587,0.008777,0.004514,0.006485,0.002891,0.67336,0.022694,0.718547,0.016196,0.346545,0.023027,0.329442,0.016927,NA,NA,NA,NA,0.0055603601137763,0.00312376840686159,0.007996951820691,0.00374631083285235,0.00249092180454735,0.00500169986115736,0.00557545560121156,0.00297456375455834,0.00817634744786477,0.00393752230505384,0.0026663780841576,0.00520866652595007,0.711403715908684,0.698884692173004,0.723922739644365,0.742633466176977,0.732700276289625,0.752566656064329,0.375735731041373,0.361327418492198,0.390144043590548,0.380360963720527,0.367200111005683,0.39352181643537,0.0969146942272577,0.0528419373166326,0.140987451137883,0.0912611103500669,0.0538690011310686,0.128653219569065,8519373
2020-04-30,"ISR","Israel",635,0.004133,0.004871,0.00315,0.002224,0.005116,0.005416,0.004724,0.002721,0.718447,0.034145,0.740157,0.017403,0.36139,0.036472,0.387402,0.019332,NA,NA,NA,NA,0.00534893915785987,0.00307144873875568,0.00762642957696405,0.00364989734636464,0.00244225583951439,0.00485753885321488,0.0053471106616587,0.00291486907541543,0.00777935224790197,0.00383345102404259,0.00260206304757538,0.00506483900050979,0.716442851934328,0.704135046423765,0.728750657444891,0.747351565249607,0.737452306235038,0.757250824264175,0.385343391947049,0.371311378253785,0.399375405640314,0.39145976432639,0.378509878823905,0.404409649828875,0.122766067387167,0.0764547246115281,0.169077410162806,0.117244493297454,0.077417601896886,0.157071384698023,8519373
2020-05-01,"ISR","Israel",531,0.001886,0.00221,0.001883,0.001881,0,0,0,0,0.78797,0.020823,0.789077,0.017704,0.435821,0.025261,0.410546,0.021348,0,0,0,0,0.00515465945307768,0.00299917792070895,0.00731014098544641,0.00356197921349643,0.00237884122307662,0.00474511720391624,0.00513989671879796,0.00283364996611619,0.00744614347147973,0.00373949006937826,0.00252485575133797,0.00495412438741855,0.721118165834781,0.708756216515423,0.73348011515414,0.751977211140024,0.741932613975131,0.762021808304918,0.394990559957434,0.381002268382212,0.408978851532656,0.402575542145854,0.389501860901768,0.41564922338994,0.155513128549617,0.108802021600662,0.202224235498573,0.150625728263088,0.109921896462396,0.191329560063779,8519373
2020-05-02,"ISR","Israel",485,0.002697,0.002735,0.002062,0.00206,0.002697,0.002735,0.002062,0.00206,0.737622,0.023198,0.779381,0.018829,0.389309,0.025712,0.402062,0.022264,0,0,0,0,0.00497698556192066,0.00291455488534417,0.00703941623849714,0.00348227714599737,0.00231032792993253,0.00465422636206221,0.00495305440505678,0.00274070855562083,0.00716540025449273,0.00365535804133818,0.00244592007345717,0.00486479600921919,0.725387990861136,0.712844417354119,0.737931564368154,0.756462990728028,0.746177053846012,0.766748927610044,0.404628504823268,0.390471248298373,0.418785761348163,0.413619340536108,0.400225675661429,0.427013005410788,0.196995258266438,0.152702312932348,0.241288203600527,0.193511092731876,0.154432633683825,0.232589551779928,8519373
