"date","iso_code","country","sample_size","percent_cli","cli_se","percent_cli_unw","cli_se_unw","percent_ili","ili_se","percent_ili_unw","ili_se_unw","percent_mc","mc_se","percent_mc_unw","mc_se_unw","percent_dc","dc_se","percent_dc_unw","dc_se_unw","percent_hf","hf_se","percent_hf_unw","hf_se_unw","percent_cli_past_smooth","percent_cli_unw_past_smooth","percent_ili_past_smooth","percent_ili_unw_past_smooth","percent_mc_past_smooth","percent_mc_unw_past_smooth","percent_dc_past_smooth","percent_dc_unw_past_smooth","percent_hf_past_smooth","percent_hf_unw_past_smooth","population"
2020-04-23,"FRA","France",3235,0.006725,0.001867,0.007728,0.00154,0.007597,0.001983,0.009274,0.001685,0.309007,0.010554,0.302937,0.008079,0.193779,0.009028,0.198454,0.007012,NA,NA,NA,NA,0.006725,0.007728,0.007597,0.009274,0.309007,0.302937,0.193779,0.198454,NA,NA,67012883
2020-04-24,"FRA","France",3096,0.01068,0.002406,0.00969,0.001761,0.011709,0.002518,0.010659,0.001846,0.299076,0.010719,0.313953,0.008341,0.198925,0.009346,0.209302,0.007311,NA,NA,NA,NA,0.01068,0.00969,0.011709,0.010659,0.299076,0.313953,0.198925,0.209302,NA,NA,67012883
2020-04-25,"FRA","France",3324,0.011962,0.002461,0.008424,0.001585,0.011513,0.002414,0.007521,0.001499,0.321439,0.01057,0.3216,0.008102,0.221422,0.009397,0.228039,0.007277,NA,NA,NA,NA,0.011962,0.008424,0.011513,0.007521,0.321439,0.3216,0.221422,0.228039,NA,NA,67012883
2020-04-26,"FRA","France",3420,0.004981,0.001545,0.004386,0.00113,0.007273,0.001865,0.007018,0.001427,0.31074,0.010158,0.322515,0.007993,0.18638,0.008548,0.19269,0.006744,NA,NA,NA,NA,0.004981,0.004386,0.007273,0.007018,0.31074,0.322515,0.18638,0.19269,NA,NA,67012883
2020-04-27,"FRA","France",3394,0.008015,0.001996,0.009134,0.001633,0.00876,0.002086,0.009723,0.001684,0.346724,0.010653,0.327637,0.008056,0.196088,0.008887,0.206246,0.006945,NA,NA,NA,NA,0.008015,0.009134,0.00876,0.009723,0.346724,0.327637,0.196088,0.206246,NA,NA,67012883
2020-04-28,"FRA","France",3228,0.00731,0.001909,0.008364,0.001603,0.00869,0.00208,0.009603,0.001717,0.327355,0.010514,0.328686,0.008268,0.199171,0.008949,0.217472,0.007261,NA,NA,NA,NA,0.00731,0.008364,0.00869,0.009603,0.327355,0.328686,0.199171,0.217472,NA,NA,67012883
2020-04-29,"FRA","France",3005,0.007391,0.001998,0.008319,0.001657,0.00795,0.002072,0.008985,0.001721,0.329516,0.010967,0.340433,0.008644,0.20631,0.009442,0.205657,0.007373,NA,NA,NA,NA,0.007391,0.008319,0.00795,0.008985,0.329516,0.340433,0.20631,0.205657,NA,NA,67012883
2020-04-30,"FRA","France",2996,0.008353,0.002114,0.007009,0.001524,0.011764,0.002504,0.009012,0.001727,0.364377,0.011176,0.359146,0.008765,0.215423,0.009547,0.228972,0.007676,NA,NA,NA,NA,0.008353,0.007009,0.011764,0.009012,0.364377,0.359146,0.215423,0.228972,NA,NA,67012883
2020-05-01,"FRA","France",2776,0.008979,0.002227,0.007205,0.001605,0.010942,0.002456,0.008646,0.001757,0.387844,0.011502,0.373199,0.00918,0.229206,0.009922,0.240274,0.008109,0,0,0,0,0.008979,0.007205,0.010942,0.008646,0.387844,0.373199,0.229206,0.240274,0,0,67012883
2020-05-02,"FRA","France",2554,0.006526,0.002031,0.007439,0.0017,0.008058,0.002255,0.009789,0.001948,0.35109,0.012038,0.351214,0.009446,0.215726,0.010374,0.221222,0.008213,0,0,0,0,0.006526,0.007439,0.008058,0.009789,0.35109,0.351214,0.215726,0.221222,0,0,67012883
2020-05-03,"FRA","France",6155,0.006478,0.001497,0.007311,0.001086,0.008055,0.001668,0.007799,0.001121,0.365696,0.008988,0.368968,0.00615,0.183503,0.007223,0.1987,0.005086,0.032708,0.003319,0.033469,0.002293,0.006478,0.007311,0.008055,0.007799,0.365696,0.368968,0.183503,0.1987,0.032708,0.033469,67012883
2020-05-04,"FRA","France",6333,0.00653,0.001435,0.006316,0.000996,0.007696,0.001557,0.007106,0.001055,0.351619,0.008505,0.359229,0.006029,0.21154,0.007274,0.223591,0.005236,0.36838,0.008592,0.404548,0.006167,0.00653,0.006316,0.007696,0.007106,0.351619,0.359229,0.21154,0.223591,0.36838,0.404548,67012883
2020-05-05,"FRA","France",6119,0.005199,0.001287,0.00621,0.001004,0.006005,0.001382,0.007191,0.00108,0.376549,0.008668,0.376859,0.006195,0.228879,0.007515,0.248733,0.005526,0.347892,0.008521,0.387155,0.006227,0.005199,0.00621,0.006005,0.007191,0.376549,0.376859,0.228879,0.248733,0.347892,0.387155,67012883
2020-05-06,"FRA","France",5916,0.006037,0.001443,0.006085,0.001011,0.006585,0.001506,0.006592,0.001052,0.378727,0.009034,0.385734,0.006329,0.236215,0.007911,0.242394,0.005571,0.353586,0.008904,0.387424,0.006334,0.006037,0.006085,0.006585,0.006592,0.378727,0.385734,0.236215,0.242394,0.353586,0.387424,67012883
2020-05-07,"FRA","France",5328,0.008285,0.001694,0.005818,0.001042,0.008653,0.001731,0.006757,0.001122,0.416714,0.009214,0.409535,0.006737,0.234718,0.007921,0.256194,0.00598,0.337515,0.008837,0.374812,0.006632,0.008285,0.005818,0.008653,0.006757,0.416714,0.409535,0.234718,0.256194,0.337515,0.374812,67012883
2020-05-08,"FRA","France",5657,0.004924,0.001243,0.00601,0.001028,0.006862,0.001465,0.008132,0.001194,0.399197,0.008693,0.402333,0.00652,0.252764,0.007715,0.274704,0.005935,0.317974,0.008267,0.360438,0.006384,0.004924,0.00601,0.006862,0.008132,0.399197,0.402333,0.252764,0.274704,0.317974,0.360438,67012883
2020-05-09,"FRA","France",5670,0.007348,0.001534,0.00582,0.00101,0.007041,0.001502,0.006349,0.001055,0.418969,0.008865,0.418695,0.006552,0.231609,0.00758,0.245679,0.005717,0.309307,0.008304,0.355556,0.006357,0.007348,0.00582,0.007041,0.006349,0.418969,0.418695,0.231609,0.245679,0.309307,0.355556,67012883
2020-05-10,"FRA","France",6075,0.006342,0.00142,0.005761,0.000971,0.007475,0.001541,0.006091,0.000998,0.414067,0.00881,0.422387,0.006337,0.22444,0.007462,0.245761,0.005524,0.312106,0.008288,0.363951,0.006173,0.006342,0.005761,0.007475,0.006091,0.414067,0.422387,0.22444,0.245761,0.312106,0.363951,67012883
2020-05-11,"FRA","France",5456,0.004727,0.001295,0.004949,0.00095,0.006716,0.001542,0.005865,0.001034,0.443674,0.009382,0.447397,0.006732,0.264531,0.008329,0.290872,0.006149,0.329048,0.008873,0.37445,0.006552,0.004727,0.004949,0.006716,0.005865,0.443674,0.447397,0.264531,0.290872,0.329048,0.37445,67012883
2020-05-12,"FRA","France",5293,0.007479,0.001646,0.006235,0.001082,0.008324,0.001736,0.007179,0.00116,0.501074,0.009554,0.511808,0.006871,0.32596,0.008957,0.350841,0.00656,0.311976,0.008853,0.363121,0.00661,0.007479,0.006235,0.008324,0.007179,0.501074,0.511808,0.32596,0.350841,0.311976,0.363121,67012883
2020-05-13,"FRA","France",5194,0.009483,0.001916,0.006931,0.001151,0.008398,0.001804,0.007124,0.001167,0.540458,0.009851,0.546977,0.006907,0.344214,0.009392,0.383134,0.006746,0.331859,0.009308,0.368695,0.006694,0.009483,0.006931,0.008398,0.007124,0.540458,0.546977,0.344214,0.383134,0.331859,0.368695,67012883
2020-05-14,"FRA","France",5127,0.007681,0.001755,0.007802,0.001229,0.007455,0.001729,0.007607,0.001213,0.571407,0.009946,0.586503,0.006878,0.369083,0.009698,0.398674,0.006838,0.322974,0.009398,0.374683,0.00676,0.007681,0.007802,0.007455,0.007607,0.571407,0.586503,0.369083,0.398674,0.322974,0.374683,67012883
2020-05-15,"FRA","France",5025,0.006192,0.001556,0.005572,0.00105,0.005277,0.001437,0.00597,0.001087,0.590978,0.009751,0.613532,0.006869,0.369983,0.009575,0.400597,0.006913,0.319919,0.009251,0.35204,0.006738,0.006192,0.005572,0.005277,0.00597,0.590978,0.613532,0.369983,0.400597,0.319919,0.35204,67012883
2020-05-16,"FRA","France",4967,0.003455,0.001119,0.003423,0.000829,0.003875,0.001185,0.003825,0.000876,0.611316,0.009298,0.628146,0.006858,0.388241,0.009297,0.429837,0.007024,0.313477,0.008849,0.347695,0.006757,0.003455,0.003423,0.003875,0.003825,0.611316,0.628146,0.388241,0.429837,0.313477,0.347695,67012883
2020-05-17,"FRA","France",5032,0.005158,0.001403,0.005167,0.001011,0.006465,0.00157,0.005763,0.001067,0.596037,0.00961,0.627385,0.006816,0.450535,0.009744,0.469197,0.007035,0.31657,0.009109,0.350159,0.006725,0.005158,0.005167,0.006465,0.005763,0.596037,0.627385,0.450535,0.469197,0.31657,0.350159,67012883
2020-05-18,"FRA","France",5138,0.007941,0.001741,0.006228,0.001098,0.008611,0.001812,0.007007,0.001164,0.597977,0.009617,0.62028,0.006771,0.401623,0.009616,0.45835,0.006951,0.311389,0.009083,0.361814,0.006704,0.00748355248823602,0.00604966956760301,0.00861158068621857,0.00700712861083331,0.597995677877405,0.621251692128442,0.403339091054269,0.4583491205389,0.311389,0.361814,67012883
2020-05-19,"FRA","France",5436,0.003577,0.001143,0.003127,0.000757,0.004108,0.001224,0.004047,0.000861,0.631027,0.009235,0.651766,0.006462,0.394629,0.009355,0.431199,0.006717,0.323092,0.008951,0.366998,0.006537,0.0049022271589651,0.00395034670542761,0.00421829049941152,0.00425560088620682,0.625069647097999,0.647904093793109,0.392340042514616,0.431097665556922,0.323092,0.366998,67012883
2020-05-20,"FRA","France",5442,0.006026,0.001475,0.006248,0.001068,0.006584,0.001541,0.006799,0.001114,0.629985,0.009203,0.645351,0.006485,0.39738,0.009327,0.432929,0.006717,0.324483,0.008924,0.363469,0.00652,0.00551906434635069,0.00498435645745724,0.00599993051637546,0.00554866582107705,0.632607719050492,0.648558430040336,0.395249145623782,0.432852467020805,0.324483,0.363469,67012883
2020-05-21,"FRA","France",4013,0.008511,0.002005,0.007725,0.001382,0.007558,0.00189,0.006977,0.001314,0.627934,0.010547,0.644904,0.007554,0.427655,0.010796,0.458261,0.007865,0.323367,0.010207,0.359831,0.007576,0.0057672934984216,0.00518352110875605,0.00732618527508778,0.0055884147180324,0.630478791997615,0.645668584209008,0.426780272375932,0.458247337644895,0.323367,0.359831,67012883
2020-05-22,"FRA","France",4835,0.006146,0.001617,0.005791,0.001091,0.005963,0.001593,0.005584,0.001072,0.641565,0.009924,0.655222,0.006835,0.44263,0.010279,0.477973,0.007184,0.326553,0.009705,0.36091,0.006907,0.00574138570029212,0.00519244792428735,0.00644685878900414,0.00549251546561716,0.639662797384352,0.653638252938065,0.443857082150168,0.477973578407029,0.326553,0.36091,67012883
2020-05-23,"FRA","France",5882,0.004121,0.001128,0.00544,0.000959,0.004621,0.001195,0.00595,0.001003,0.624279,0.008531,0.641448,0.006253,0.419942,0.008694,0.464638,0.006503,0.298256,0.008059,0.33475,0.006153,0.00488525699906794,0.00518420440611876,0.00462025559670784,0.00544108595860923,0.628165702916819,0.64383769535478,0.423071017915062,0.465120022336957,0.298256,0.33475,67012883
