"date","iso_code","country","sample_size","percent_cli","cli_se","percent_cli_unw","cli_se_unw","percent_ili","ili_se","percent_ili_unw","ili_se_unw","percent_mc","mc_se","percent_mc_unw","mc_se_unw","percent_dc","dc_se","percent_dc_unw","dc_se_unw","percent_hf","hf_se","percent_hf_unw","hf_se_unw","percent_cli_smooth","percent_cli_smooth_low","percent_cli_smooth_high","percent_cli_unw_smooth","percent_cli_unw_smooth_low","percent_cli_unw_smooth_high","percent_ili_smooth","percent_ili_smooth_low","percent_ili_smooth_high","percent_ili_unw_smooth","percent_ili_unw_smooth_low","percent_ili_unw_smooth_high","percent_dc_smooth","percent_dc_smooth_low","percent_dc_smooth_high","percent_dc_unw_smooth","percent_dc_unw_smooth_low","percent_dc_unw_smooth_high","population"
2020-05-04,"OMN","Oman",104,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.192310188057201,-2.35443093582859,2.73905131194299,0.240042860275726,-1.77844836575346,2.25853408630491,3.88637472667382e-08,-1.10357772133329e-05,1.11135047078664e-05,1.85322002420317e-11,-8.3268225387982e-07,8.32719318280304e-07,0.294157092295571,0.224733814928921,0.363580369662221,0.291377528622865,0.232644007322178,0.350111049923553,4974992
2020-05-06,"OMN","Oman",117,0.003957,0.006402,0.008547,0.00851,0,0,0,0,0.532544,0.048329,0.509259,0.048234,0.286785,0.042658,0.272727,0.043319,0.435555,0.049009,0.485714,0.04862,0.0036967486047808,-0.00344658693973628,0.0108400841492979,0.00818854679950046,-0.00079294410474386,0.0171700377037448,2.43201323051441e-06,-0.000459462495448461,0.00046432652190949,1.40728303173009e-08,-0.000421420634214574,0.000421448779875208,0.292562648205134,0.233690091745998,0.35143520466427,0.291639571264008,0.241726222927111,0.341552919600905,4974992
2020-05-07,"OMN","Oman",104,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00151584512656141,-0.00321893694390796,0.00625062719703078,0.00255112080773836,-0.00295020076076905,0.00805244237624577,0.000152190377134817,-0.0142884412319691,0.0145928219862388,1.0686510535882e-05,-0.159867389690424,0.159888762711496,0.290965698455467,0.240889663816698,0.341041733094236,0.291869697474382,0.249334345177463,0.3344050497713,4974992
2020-05-08,"OMN","Oman",124,0.009488,0.010787,0.008065,0.008032,0.009488,0.010787,0.008065,0.008032,0.497559,0.047229,0.486726,0.047245,0.240475,0.040256,0.254237,0.039511,0.500078,0.047625,0.477477,0.047673,0.00943161869839191,0.00233445896239076,0.0165287784343931,0.00809150331900503,-0.000442801147741183,0.0166258077857513,0.00948864781439145,0.00381817346368558,0.0151591221650973,0.00806500006587699,0.00188287062547543,0.0142471295062785,0.2893276818883,0.246108702870742,0.332546660905858,0.291969583653024,0.255179498838338,0.328759668467711,4974992
2020-05-09,"OMN","Oman",101,0.021882,0.016333,0.019802,0.013863,0.021882,0.016333,0.019802,0.013863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0217471636467746,0.0145793855591988,0.0289149417343505,0.0191985758846801,0.0102724763580693,0.0281246754112909,0.0218814438614479,0.0162109693131645,0.0275519184097313,0.0198019999505197,0.0136198706686196,0.0259841292324199,0.28754528932128,0.249377929740678,0.325712648901882,0.291777136050881,0.259199112692008,0.324355159409754,4974992
2020-05-11,"OMN","Oman",109,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0.368044,0.047937,0.35,0.04847,NA,NA,NA,NA,0.00165616748453051,-0.00399442696009291,0.00730676192915393,0.00316393260456676,-0.00434874907584789,0.0106766142849814,4.93061577162753e-05,-0.00192129102307959,0.00201990333851214,1.436358430683e-07,-0.000862994628953822,0.000863281900639959,0.285453588013169,0.250823459686467,0.32008371633987,0.291068218888451,0.261417694946261,0.320718742830641,4974992
2020-05-12,"OMN","Oman",117,0,0,0,0,0,0,0,0,0.455068,0.048545,0.485981,0.048368,0.247412,0.043733,0.287037,0.041715,0.531485,0.049257,0.490385,0.049169,5.75832799751643e-05,-0.000359665926332428,0.000474832486282756,0.000216079603629435,-0.000877326274461779,0.00130948548172065,3.46678368417828e-08,-1.49196386190895e-06,1.56129953559251e-06,1.65612016431767e-13,-8.59919671896432e-10,8.60250895929295e-10,0.282944962988525,0.250658366799847,0.315231559177202,0.289669577087184,0.261943195015687,0.317395959158682,4974992
2020-05-13,"OMN","Oman",102,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000196653606180385,-0.000806154020096786,0.00119946123245756,0.000423146405838542,-0.00117484517765201,0.0020211379893291,1.98148577082829e-06,-4.99575507659054e-05,5.3920522307562e-05,1.18388157192547e-09,-3.30208161614536e-06,3.30444937928921e-06,0.279967883961276,0.249231087475378,0.310704680447174,0.287484600671796,0.261036464720352,0.313932736623241,4974992
2020-05-15,"OMN","Oman",133,0.004688,0.00701,0.007519,0.00749,0.004688,0.00701,0.007519,0.00749,0.532675,0.0449,0.504,0.044805,0.30535,0.041654,0.322835,0.04103,0.466344,0.04543,0.516393,0.045351,0.00374729764286875,-0.00222142285197811,0.00971601813771561,0.00395970739601449,-0.00275008667850998,0.010669501470539,0.00470239510839609,-0.000963787701619804,0.010368577918412,0.00751900100596692,0.00133687181208337,0.0137011301998505,0.276533416407718,0.246862203991834,0.306204628823603,0.284526516678042,0.258981214686907,0.310071818669177,4974992
2020-05-16,"OMN","Oman",137,0.006816,0.008459,0.007299,0.007273,0.006816,0.008459,0.007299,0.007273,0.527318,0.045254,0.512195,0.0452,0.302584,0.041569,0.306452,0.041421,0.392375,0.045194,0.416667,0.044761,0.00758870668203175,0.0017704868505933,0.0134069265134702,0.00988209208065188,0.0024591889171407,0.0173049952441631,0.00678986259200698,0.00113111459439674,0.0124486105896172,0.00729899729785735,0.00111686856719993,0.0134811260285148,0.272692781388441,0.243768956144325,0.301616606632557,0.280898982252133,0.256012790394354,0.305785174109912,4974992
