"date","iso_code","country","sample_size","percent_cli","cli_se","percent_cli_unw","cli_se_unw","percent_ili","ili_se","percent_ili_unw","ili_se_unw","percent_mc","mc_se","percent_mc_unw","mc_se_unw","percent_dc","dc_se","percent_dc_unw","dc_se_unw","percent_hf","hf_se","percent_hf_unw","hf_se_unw","percent_cli_past_smooth","percent_cli_unw_past_smooth","percent_ili_past_smooth","percent_ili_unw_past_smooth","percent_mc_past_smooth","percent_mc_unw_past_smooth","percent_dc_past_smooth","percent_dc_unw_past_smooth","percent_hf_past_smooth","percent_hf_unw_past_smooth","population"
2020-04-23,"PHL","Philippines",1070,0.006166,0.003733,0.005607,0.002283,0.006354,0.003789,0.005607,0.002283,0.654986,0.022666,0.686916,0.014177,0.126178,0.015832,0.135514,0.010464,NA,NA,NA,NA,0.006166,0.005607,0.006354,0.005607,0.654986,0.686916,0.126178,0.135514,NA,NA,108116622
2020-04-24,"PHL","Philippines",1033,0.005612,0.003295,0.00484,0.002159,0.006853,0.003639,0.007744,0.002727,0.664544,0.020827,0.666021,0.014674,0.129888,0.01483,0.128751,0.010421,NA,NA,NA,NA,0.005612,0.00484,0.006853,0.007744,0.664544,0.666021,0.129888,0.128751,NA,NA,108116622
2020-04-25,"PHL","Philippines",1018,0,0,0,0,0,0,0,0,0.653859,0.021928,0.687623,0.014526,0.10851,0.014336,0.134578,0.010696,NA,NA,NA,NA,0,0,0,0,0.653859,0.687623,0.10851,0.134578,NA,NA,108116622
2020-04-26,"PHL","Philippines",1028,0.004223,0.002963,0.004864,0.00217,0.004651,0.003108,0.005837,0.002376,0.638047,0.021955,0.655642,0.01482,0.109259,0.014252,0.121595,0.010193,NA,NA,NA,NA,0.004223,0.004864,0.004651,0.005837,0.638047,0.655642,0.109259,0.121595,NA,NA,108116622
2020-04-27,"PHL","Philippines",1047,0.01197,0.004936,0.010506,0.003151,0.01197,0.004936,0.010506,0.003151,0.690265,0.020986,0.702961,0.014122,0.128912,0.015209,0.135626,0.010582,NA,NA,NA,NA,0.01197,0.010506,0.01197,0.010506,0.690265,0.702961,0.128912,0.135626,NA,NA,108116622
2020-04-28,"PHL","Philippines",1071,0.000696,0.001143,0.000934,0.000933,0.00083,0.001248,0.001867,0.001319,0.690381,0.020042,0.684407,0.014201,0.12815,0.01449,0.126984,0.010174,NA,NA,NA,NA,0.000696,0.000934,0.00083,0.001867,0.690381,0.684407,0.12815,0.126984,NA,NA,108116622
2020-04-29,"PHL","Philippines",1151,0.002791,0.002394,0.002606,0.001503,0.002807,0.002401,0.002606,0.001503,0.657305,0.021536,0.662033,0.013942,0.129513,0.015236,0.126846,0.009809,NA,NA,NA,NA,0.002791,0.002606,0.002807,0.002606,0.657305,0.662033,0.129513,0.126846,NA,NA,108116622
2020-04-30,"PHL","Philippines",928,0.001087,0.00161,0.003233,0.001863,0.001087,0.00161,0.003233,0.001863,0.66538,0.023058,0.671336,0.01542,0.209615,0.019891,0.181034,0.01264,NA,NA,NA,NA,0.001087,0.003233,0.001087,0.003233,0.66538,0.671336,0.209615,0.181034,NA,NA,108116622
2020-05-01,"PHL","Philippines",736,0.014584,0.006594,0.006793,0.003028,0.015032,0.006693,0.008152,0.003315,0.715656,0.024812,0.711957,0.016692,0.163462,0.020339,0.164402,0.013662,0,0,0,0,0.014584,0.006793,0.015032,0.008152,0.715656,0.711957,0.163462,0.164402,0,0,108116622
2020-05-02,"PHL","Philippines",569,0.001233,0.002197,0.003515,0.002481,0.004623,0.004247,0.005272,0.003036,0.709681,0.028416,0.6942,0.019315,0.183273,0.02422,0.175747,0.015956,0,0,0,0,0.001233,0.003515,0.004623,0.005272,0.709681,0.6942,0.183273,0.175747,0,0,108116622
2020-05-03,"PHL","Philippines",2533,0.006769,0.00266,0.003948,0.001246,0.004334,0.002131,0.003158,0.001115,0.706406,0.014775,0.705093,0.00906,0.17071,0.012207,0.157916,0.007246,0.119184,0.010511,0.120016,0.006457,0.006769,0.003948,0.004334,0.003158,0.706406,0.705093,0.17071,0.157916,0.119184,0.120016,108116622
2020-05-04,"PHL","Philippines",2510,0.003026,0.001719,0.00239,0.000975,0.003069,0.001731,0.002789,0.001053,0.712136,0.014167,0.7,0.009147,0.156282,0.011362,0.159761,0.007313,0.599194,0.015334,0.61753,0.0097,0.003026,0.00239,0.003069,0.002789,0.712136,0.7,0.156282,0.159761,0.599194,0.61753,108116622
2020-05-05,"PHL","Philippines",2344,0.001547,0.001291,0.002133,0.000953,0.002472,0.001631,0.001706,0.000853,0.696001,0.015105,0.700512,0.009461,0.174915,0.012475,0.176621,0.007877,0.594632,0.016122,0.62756,0.009986,0.001547,0.002133,0.002472,0.001706,0.696001,0.700512,0.174915,0.176621,0.594632,0.62756,108116622
2020-05-06,"PHL","Philippines",2454,0,0,0,0,4.6e-05,0.000212,0.000407,0.000407,0.713685,0.014096,0.705379,0.009203,0.160983,0.01146,0.165037,0.007494,0.600435,0.015274,0.631622,0.009737,0,0,4.6e-05,0.000407,0.713685,0.705379,0.160983,0.165037,0.600435,0.631622,108116622
2020-05-07,"PHL","Philippines",2398,0.002944,0.001726,0.002502,0.00102,0.002913,0.001717,0.002919,0.001102,0.716121,0.014367,0.71643,0.009204,0.166399,0.011868,0.163053,0.007544,0.568499,0.015782,0.608424,0.009968,0.002944,0.002502,0.002913,0.002919,0.716121,0.71643,0.166399,0.163053,0.568499,0.608424,108116622
2020-05-08,"PHL","Philippines",2265,0.002712,0.001706,0.002649,0.00108,0.00304,0.001806,0.003091,0.001166,0.721853,0.014701,0.708168,0.009552,0.182769,0.01268,0.166887,0.007835,0.62056,0.015921,0.639735,0.010087,0.002712,0.002649,0.00304,0.003091,0.721853,0.708168,0.182769,0.166887,0.62056,0.639735,108116622
2020-05-09,"PHL","Philippines",2240,0.004471,0.002163,0.002679,0.001092,0.001904,0.001414,0.002232,0.000997,0.704239,0.014797,0.715625,0.009532,0.198098,0.012922,0.195536,0.00838,0.595952,0.015909,0.611607,0.010298,0.004471,0.002679,0.001904,0.002232,0.704239,0.715625,0.198098,0.195536,0.595952,0.611607,108116622
2020-05-10,"PHL","Philippines",2398,0.006987,0.002676,0.005421,0.001499,0.006985,0.002676,0.006255,0.00161,0.714387,0.014512,0.712677,0.009241,0.172257,0.012131,0.173478,0.007733,0.601516,0.015729,0.613011,0.009946,0.006987,0.005421,0.006985,0.006255,0.714387,0.712677,0.172257,0.173478,0.601516,0.613011,108116622
2020-05-11,"PHL","Philippines",2179,0.001449,0.001238,0.002295,0.001025,0.001816,0.001386,0.003212,0.001212,0.73557,0.014355,0.73061,0.009504,0.186848,0.012687,0.180817,0.008245,0.606146,0.015904,0.636072,0.010307,0.001449,0.002295,0.001816,0.003212,0.73557,0.73061,0.186848,0.180817,0.606146,0.636072,108116622
2020-05-12,"PHL","Philippines",2034,0.001817,0.001462,0.003933,0.001388,0.001628,0.001384,0.00295,0.001202,0.743132,0.014999,0.724189,0.00991,0.164624,0.012731,0.165192,0.008234,0.614201,0.016711,0.625369,0.010732,0.001817,0.003933,0.001628,0.00295,0.743132,0.724189,0.164624,0.165192,0.614201,0.625369,108116622
2020-05-13,"PHL","Philippines",2026,0.001239,0.001196,0.001974,0.000986,0.003084,0.001885,0.003455,0.001304,0.711658,0.015396,0.71767,0.01,0.159245,0.012436,0.175222,0.008446,0.571379,0.016819,0.607601,0.010848,0.001239,0.001974,0.003084,0.003455,0.711658,0.71767,0.159245,0.175222,0.571379,0.607601,108116622
2020-05-14,"PHL","Philippines",2312,0.001342,0.001162,0.00173,0.000864,0.002315,0.001525,0.003028,0.001143,0.740897,0.013903,0.732266,0.009209,0.171616,0.011965,0.177336,0.007944,0.606279,0.015504,0.626298,0.010061,0.001342,0.00173,0.002315,0.003028,0.740897,0.732266,0.171616,0.177336,0.606279,0.626298,108116622
2020-05-15,"PHL","Philippines",2412,0.007536,0.002724,0.004146,0.001308,0.007449,0.002708,0.004975,0.001433,0.716273,0.014199,0.733416,0.009003,0.167772,0.01177,0.182836,0.00787,0.592059,0.01548,0.621476,0.009876,0.007536,0.004146,0.007449,0.004975,0.716273,0.733416,0.167772,0.182836,0.592059,0.621476,108116622
2020-05-16,"PHL","Philippines",2741,0.005171,0.002112,0.003648,0.001152,0.007818,0.002593,0.004378,0.001261,0.710836,0.013348,0.713973,0.008632,0.160735,0.010813,0.168552,0.00715,0.577694,0.014541,0.603794,0.009342,0.005171,0.003648,0.007818,0.004378,0.710836,0.713973,0.160735,0.168552,0.577694,0.603794,108116622
2020-05-17,"PHL","Philippines",2695,0.002636,0.001534,0.002597,0.00098,0.00381,0.001842,0.003711,0.001171,0.72643,0.013332,0.72282,0.008622,0.177932,0.011438,0.1859,0.007494,0.584841,0.014736,0.607421,0.009407,0.002636,0.002597,0.00381,0.003711,0.72643,0.72282,0.177932,0.1859,0.584841,0.607421,108116622
2020-05-18,"PHL","Philippines",2715,0.001411,0.001135,0.003315,0.001103,0.001583,0.001202,0.003683,0.001163,0.726357,0.013477,0.737753,0.008442,0.161006,0.011111,0.180847,0.007387,0.604753,0.01478,0.626151,0.009285,0.00145162849568026,0.0032302832011408,0.00159316529650664,0.00369344954843685,0.727512958574284,0.735393052176765,0.166092898628934,0.181754237473711,0.604753,0.626151,108116622
2020-05-19,"PHL","Philippines",2658,0.004234,0.001954,0.003762,0.001187,0.004023,0.001905,0.003762,0.001187,0.735373,0.013273,0.736268,0.008547,0.167961,0.011248,0.180211,0.007455,0.623495,0.014578,0.639202,0.009315,0.00420937427047707,0.00378367015513519,0.00389785663582914,0.00373985276109173,0.735080519344545,0.73774582863108,0.166910932697361,0.181458792550398,0.623495,0.639202,108116622
2020-05-20,"PHL","Philippines",2815,0.00019,0.000412,0.00071,0.000502,0.000245,0.000469,0.001066,0.000615,0.731485,0.013277,0.746004,0.008204,0.198852,0.011958,0.196092,0.007483,0.602605,0.014661,0.624867,0.009125,0.000596918859478857,0.00125975140036486,0.000830050324531982,0.00134384142805499,0.732124959696265,0.74114633891056,0.189618211201992,0.191128382939195,0.602605,0.624867,108116622
2020-05-21,"PHL","Philippines",2734,0.003845,0.001881,0.00256,0.000966,0.004221,0.00197,0.002926,0.001033,0.759676,0.012983,0.761156,0.008154,0.193162,0.011996,0.204828,0.007718,0.580061,0.014997,0.621068,0.009278,0.00364748237037997,0.0021340178988422,0.00393559117897185,0.00254707887988026,0.740488911340328,0.746188048774082,0.195829424410031,0.202092667152212,0.580061,0.621068,108116622
2020-05-22,"PHL","Philippines",2776,0.004653,0.002044,0.003602,0.001137,0.005263,0.002173,0.004323,0.001245,0.741209,0.013153,0.739914,0.008326,0.205167,0.012127,0.210735,0.007741,0.595346,0.01474,0.620317,0.009211,0.00480223383026296,0.0035514989413742,0.00540103671566212,0.00433080908135764,0.742317391998138,0.747779353437629,0.205444965078436,0.21067080842897,0.595346,0.620317,108116622
2020-05-23,"PHL","Philippines",2946,0.003394,0.001709,0.003734,0.001124,0.003876,0.001826,0.005431,0.001354,0.74575,0.012793,0.743381,0.008047,0.182225,0.011341,0.181942,0.007108,0.596419,0.014414,0.609301,0.008989,0.00356424478888633,0.0038703677703348,0.00400791068479858,0.00551650994223144,0.744837189172708,0.749600632005808,0.191520008455598,0.192632848484485,0.596419,0.609301,108116622
2020-05-24,"PHL","Philippines",2718,0.004899,0.002042,0.004415,0.001272,0.006435,0.002338,0.006255,0.001512,0.751515,0.012638,0.753863,0.008262,0.188759,0.011445,0.183223,0.00742,0.59719,0.014344,0.611847,0.009348,0.00489820674558612,0.00440020009426564,0.00630635651906019,0.00625504032588884,0.748406468103894,0.752502200076759,0.188234869939127,0.184494668951508,0.59719,0.611847,108116622
2020-05-25,"PHL","Philippines",2807,0.005856,0.002292,0.003919,0.001179,0.006849,0.002478,0.004988,0.00133,0.752195,0.012971,0.758105,0.008083,0.19786,0.011969,0.201639,0.007573,0.588467,0.014785,0.593872,0.00927,0.00316789577862944,0.00402684600840331,0.00691850021497267,0.00446721396993262,0.751305660981303,0.755580053072265,0.19378726939849,0.197240384854281,0.588467,0.593872,108116622
2020-05-26,"PHL","Philippines",2873,0.004313,0.00193,0.003133,0.001043,0.004317,0.001931,0.003481,0.001099,0.732772,0.013036,0.748347,0.008096,0.205805,0.01191,0.215802,0.007675,0.583329,0.014524,0.614688,0.00908,0.00325562099896923,0.00322280097995533,0.00429081122407159,0.00423200277953921,0.748022936795126,0.757145025995866,0.203020171703038,0.212405807672372,0.583329,0.614688,108116622
