"date","iso_code","country","sample_size","percent_cli","cli_se","percent_cli_unw","cli_se_unw","percent_ili","ili_se","percent_ili_unw","ili_se_unw","percent_mc","mc_se","percent_mc_unw","mc_se_unw","percent_dc","dc_se","percent_dc_unw","dc_se_unw","percent_hf","hf_se","percent_hf_unw","hf_se_unw","percent_cli_past_smooth","percent_cli_unw_past_smooth","percent_ili_past_smooth","percent_ili_unw_past_smooth","percent_mc_past_smooth","percent_mc_unw_past_smooth","percent_dc_past_smooth","percent_dc_unw_past_smooth","percent_hf_past_smooth","percent_hf_unw_past_smooth","population"
2020-04-23,"HRV","Croatia",297,0.00076,0.002507,0.003367,0.003361,0.00076,0.002507,0.003367,0.003361,0.312892,0.042187,0.383838,0.028219,0.301443,0.041752,0.316498,0.026988,NA,NA,NA,NA,0.00076,0.003367,0.00076,0.003367,0.312892,0.383838,0.301443,0.316498,NA,NA,4076246
2020-04-24,"HRV","Croatia",320,0.001062,0.002878,0.003125,0.00312,0.001062,0.002878,0.003125,0.00312,0.286141,0.039934,0.303125,0.025693,0.316192,0.041086,0.359375,0.026823,NA,NA,NA,NA,0.001062,0.003125,0.001062,0.003125,0.286141,0.303125,0.316192,0.359375,NA,NA,4076246
2020-04-25,"HRV","Croatia",307,0.024821,0.013995,0.013029,0.006472,0.012129,0.009847,0.009772,0.005614,0.303926,0.041376,0.302932,0.026227,0.296077,0.041068,0.325733,0.026747,NA,NA,NA,NA,0.024821,0.013029,0.012129,0.009772,0.303926,0.302932,0.296077,0.325733,NA,NA,4076246
2020-04-26,"HRV","Croatia",344,0.018092,0.011613,0.011628,0.00578,0.025259,0.013671,0.011628,0.00578,0.289546,0.039516,0.287791,0.02441,0.290268,0.039545,0.351744,0.025746,NA,NA,NA,NA,0.018092,0.011628,0.025259,0.011628,0.289546,0.287791,0.290268,0.351744,NA,NA,4076246
2020-04-27,"HRV","Croatia",352,0.004286,0.005244,0.005682,0.004006,0.004286,0.005244,0.005682,0.004006,0.296098,0.036649,0.357955,0.025552,0.321532,0.037494,0.352273,0.02546,NA,NA,NA,NA,0.004286,0.005682,0.004286,0.005682,0.296098,0.357955,0.321532,0.352273,NA,NA,4076246
2020-04-28,"HRV","Croatia",308,0,0,0,0,0,0,0,0,0.295066,0.038336,0.331169,0.026817,0.337149,0.039737,0.334416,0.026882,NA,NA,NA,NA,0,0,0,0,0.295066,0.331169,0.337149,0.334416,NA,NA,4076246
2020-04-29,"HRV","Croatia",297,0.001742,0.003652,0.006734,0.004746,0.001185,0.003013,0.003367,0.003361,0.307573,0.040412,0.323232,0.027139,0.327621,0.0411,0.333333,0.027354,NA,NA,NA,NA,0.001742,0.006734,0.001185,0.003367,0.307573,0.323232,0.327621,0.333333,NA,NA,4076246
2020-04-30,"HRV","Croatia",249,0,0,0,0,0,0,0,0,0.26451,0.038342,0.297189,0.028962,0.315734,0.040405,0.341365,0.030049,NA,NA,NA,NA,0,0,0,0,0.26451,0.297189,0.315734,0.341365,NA,NA,4076246
2020-05-01,"HRV","Croatia",256,0.040359,0.020462,0.011719,0.006726,0.039624,0.020282,0.007813,0.005503,0.311569,0.048154,0.316406,0.029067,0.321634,0.048566,0.375,0.030258,0,0,0,0,0.040359,0.011719,0.039624,0.007813,0.311569,0.316406,0.321634,0.375,0,0,4076246
2020-05-02,"HRV","Croatia",240,0.009852,0.010064,0.008333,0.005868,0.00345,0.005975,0.008333,0.005868,0.204665,0.041111,0.241667,0.027633,0.353653,0.048717,0.408333,0.031728,0,0,0,0,0.009852,0.008333,0.00345,0.008333,0.204665,0.241667,0.353653,0.408333,0,0,4076246
2020-05-03,"HRV","Croatia",635,0.002413,0.002916,0.00315,0.002224,0.000981,0.001861,0.00315,0.002224,0.264688,0.026219,0.310236,0.018357,0.386719,0.028943,0.395276,0.019402,0.037607,0.011307,0.045669,0.008285,0.002413,0.00315,0.000981,0.00315,0.264688,0.310236,0.386719,0.395276,0.037607,0.045669,4076246
2020-05-04,"HRV","Croatia",608,0.000426,0.001297,0.001645,0.001643,0.000759,0.00173,0.003289,0.002322,0.295029,0.028658,0.299342,0.018573,0.330852,0.029567,0.381579,0.019701,0.445155,0.03123,0.449013,0.020172,0.000426,0.001645,0.000759,0.003289,0.295029,0.299342,0.330852,0.381579,0.445155,0.449013,4076246
