"date","iso_code","country","sample_size","percent_cli","cli_se","percent_cli_unw","cli_se_unw","percent_ili","ili_se","percent_ili_unw","ili_se_unw","percent_mc","mc_se","percent_mc_unw","mc_se_unw","percent_dc","dc_se","percent_dc_unw","dc_se_unw","percent_hf","hf_se","percent_hf_unw","hf_se_unw","percent_cli_past_smooth","percent_cli_unw_past_smooth","percent_ili_past_smooth","percent_ili_unw_past_smooth","percent_mc_past_smooth","percent_mc_unw_past_smooth","percent_dc_past_smooth","percent_dc_unw_past_smooth","percent_hf_past_smooth","percent_hf_unw_past_smooth","population"
2020-04-24,"RUS","Russia",364,0.019895,0.009201,0.021978,0.007685,0.011467,0.007015,0.016484,0.006674,0.518252,0.032923,0.508242,0.026204,0.377576,0.031942,0.357143,0.025115,NA,NA,NA,NA,0.019895,0.021978,0.011467,0.016484,0.518252,0.508242,0.377576,0.357143,NA,NA,114587226
2020-04-25,"RUS","Russia",1624,0.012855,0.004158,0.013547,0.002869,0.016414,0.00469,0.015394,0.003055,0.438747,0.018316,0.440271,0.012318,0.370027,0.017821,0.362069,0.011926,NA,NA,NA,NA,0.012855,0.013547,0.016414,0.015394,0.438747,0.440271,0.370027,0.362069,NA,NA,114587226
2020-04-26,"RUS","Russia",1209,0.01464,0.005034,0.014061,0.003386,0.025355,0.006589,0.020678,0.004093,0.453948,0.020868,0.459057,0.014332,0.383289,0.020378,0.36311,0.013831,NA,NA,NA,NA,0.01464,0.014061,0.025355,0.020678,0.453948,0.459057,0.383289,0.36311,NA,NA,114587226
2020-04-27,"RUS","Russia",991,0.014845,0.005473,0.012109,0.003474,0.017234,0.00589,0.013118,0.003614,0.466533,0.022578,0.43996,0.015768,0.42869,0.022397,0.379415,0.015414,NA,NA,NA,NA,0.014845,0.012109,0.017234,0.013118,0.466533,0.43996,0.42869,0.379415,NA,NA,114587226
2020-04-28,"RUS","Russia",985,0.023884,0.006777,0.015228,0.003902,0.022642,0.006603,0.017259,0.00415,0.480449,0.022176,0.479188,0.015918,0.432323,0.021989,0.381726,0.015479,NA,NA,NA,NA,0.023884,0.015228,0.022642,0.017259,0.480449,0.479188,0.432323,0.381726,NA,NA,114587226
2020-04-29,"RUS","Russia",947,0.026413,0.007758,0.017951,0.004315,0.031351,0.008431,0.023231,0.004895,0.49207,0.024187,0.489968,0.016245,0.386814,0.023563,0.340021,0.015394,NA,NA,NA,NA,0.026413,0.017951,0.031351,0.023231,0.49207,0.489968,0.386814,0.340021,NA,NA,114587226
2020-04-30,"RUS","Russia",883,0.014077,0.005798,0.016988,0.004349,0.018867,0.006696,0.021518,0.004883,0.475616,0.02458,0.471121,0.016798,0.401863,0.024131,0.377123,0.01631,NA,NA,NA,NA,0.014077,0.016988,0.018867,0.021518,0.475616,0.471121,0.401863,0.377123,NA,NA,114587226
2020-05-01,"RUS","Russia",744,0.009806,0.005458,0.018817,0.004982,0.0148,0.006688,0.020161,0.005153,0.477601,0.027667,0.494624,0.01833,0.41552,0.027296,0.376344,0.017761,0,0,0,0,0.009806,0.018817,0.0148,0.020161,0.477601,0.494624,0.41552,0.376344,0,0,114587226
2020-05-02,"RUS","Russia",672,0.008885,0.005182,0.011905,0.004184,0.009902,0.005468,0.011905,0.004184,0.482703,0.027593,0.482143,0.019276,0.39993,0.027051,0.372024,0.018645,0,0,0,0,0.008885,0.011905,0.009902,0.011905,0.482703,0.482143,0.39993,0.372024,0,0,114587226
2020-05-03,"RUS","Russia",1379,0.004153,0.002501,0.007252,0.002285,0.00901,0.003675,0.008702,0.002501,0.518749,0.019431,0.506889,0.013463,0.417182,0.019176,0.374909,0.013036,0.133039,0.013208,0.121827,0.008808,0.004153,0.007252,0.00901,0.008702,0.518749,0.506889,0.417182,0.374909,0.133039,0.121827,114587226
2020-05-04,"RUS","Russia",1942,0.016098,0.004029,0.017508,0.002976,0.021317,0.004625,0.021627,0.003301,0.530401,0.015979,0.510299,0.011344,0.410601,0.015751,0.38208,0.011026,0.598263,0.015697,0.592173,0.011152,0.016098,0.017508,0.021317,0.021627,0.530401,0.510299,0.410601,0.38208,0.598263,0.592173,114587226
2020-05-05,"RUS","Russia",1947,0.015377,0.003993,0.015408,0.002791,0.019472,0.004484,0.01849,0.003053,0.520293,0.016212,0.53775,0.011299,0.398947,0.015891,0.373909,0.010965,0.62476,0.015712,0.600924,0.011098,0.015377,0.015408,0.019472,0.01849,0.520293,0.53775,0.398947,0.373909,0.62476,0.600924,114587226
2020-05-06,"RUS","Russia",1875,0.013406,0.003739,0.017067,0.002991,0.0188,0.004415,0.021333,0.003337,0.526414,0.016231,0.525867,0.011532,0.39976,0.015924,0.373333,0.01117,0.59963,0.015928,0.596267,0.011331,0.013406,0.017067,0.0188,0.021333,0.526414,0.525867,0.39976,0.373333,0.59963,0.596267,114587226
2020-05-07,"RUS","Russia",1982,0.009586,0.003097,0.015136,0.002742,0.012654,0.003553,0.018668,0.00304,0.543492,0.015833,0.540363,0.011194,0.417911,0.015678,0.39001,0.010956,0.588874,0.01564,0.594854,0.011027,0.009586,0.015136,0.012654,0.018668,0.543492,0.540363,0.417911,0.39001,0.588874,0.594854,114587226
2020-05-08,"RUS","Russia",1999,0.022071,0.004537,0.01901,0.003054,0.025536,0.004872,0.022511,0.003318,0.563541,0.015317,0.537769,0.011151,0.437448,0.015321,0.394697,0.010932,0.594661,0.015163,0.597299,0.010969,0.022071,0.01901,0.025536,0.022511,0.563541,0.537769,0.437448,0.394697,0.594661,0.597299,114587226
2020-05-09,"RUS","Russia",1962,0.008758,0.00302,0.013761,0.00263,0.011086,0.003394,0.01682,0.002903,0.536403,0.016165,0.541794,0.011249,0.415485,0.015975,0.378186,0.010948,0.559552,0.016093,0.574924,0.011161,0.008758,0.013761,0.011086,0.01682,0.536403,0.541794,0.415485,0.378186,0.559552,0.574924,114587226
2020-05-10,"RUS","Russia",2041,0.010838,0.003306,0.016169,0.002792,0.012783,0.003587,0.018128,0.002953,0.535253,0.015924,0.55169,0.011008,0.434201,0.015824,0.392945,0.010811,0.555052,0.015866,0.586477,0.010901,0.010838,0.016169,0.012783,0.018128,0.535253,0.55169,0.434201,0.392945,0.555052,0.586477,114587226
2020-05-11,"RUS","Russia",2154,0.00953,0.002973,0.013928,0.002525,0.014751,0.003689,0.015785,0.002686,0.535285,0.015261,0.551996,0.010715,0.402128,0.015003,0.370474,0.010405,0.614228,0.014895,0.604921,0.010533,0.00953,0.013928,0.014751,0.015785,0.535285,0.551996,0.402128,0.370474,0.614228,0.604921,114587226
2020-05-12,"RUS","Russia",1817,0.014345,0.004013,0.013759,0.002733,0.016703,0.004325,0.01541,0.00289,0.534292,0.016835,0.562466,0.011638,0.455798,0.016809,0.428729,0.01161,0.598258,0.016546,0.592735,0.011526,0.014345,0.013759,0.016703,0.01541,0.534292,0.562466,0.455798,0.428729,0.598258,0.592735,114587226
2020-05-13,"RUS","Russia",1610,0.008688,0.003342,0.013665,0.002893,0.011435,0.003829,0.015528,0.003081,0.610537,0.017562,0.603727,0.01219,0.446001,0.017903,0.40559,0.012237,0.601942,0.01763,0.586957,0.012271,0.008688,0.013665,0.011435,0.015528,0.610537,0.603727,0.446001,0.40559,0.601942,0.586957,114587226
2020-05-14,"RUS","Russia",1665,0.018577,0.004696,0.016216,0.003095,0.018874,0.004732,0.018619,0.003313,0.617155,0.016904,0.61982,0.011897,0.515613,0.017379,0.437838,0.012159,0.575047,0.017191,0.558559,0.012169,0.018577,0.016216,0.018874,0.018619,0.617155,0.61982,0.515613,0.437838,0.575047,0.558559,114587226
2020-05-15,"RUS","Russia",1748,0.014923,0.004176,0.014302,0.00284,0.018655,0.00466,0.017735,0.003157,0.628073,0.016647,0.652174,0.011392,0.481856,0.01721,0.424485,0.011822,0.57605,0.017021,0.566362,0.011853,0.014923,0.014302,0.018655,0.017735,0.628073,0.652174,0.481856,0.424485,0.57605,0.566362,114587226
2020-05-16,"RUS","Russia",1845,0.021245,0.004614,0.016802,0.002992,0.028274,0.005303,0.020596,0.003307,0.639065,0.015366,0.654201,0.011073,0.430194,0.01584,0.39458,0.011379,0.587731,0.015749,0.561518,0.011552,0.021245,0.016802,0.028274,0.020596,0.639065,0.654201,0.430194,0.39458,0.587731,0.561518,114587226
2020-05-17,"RUS","Russia",2043,0.012944,0.003518,0.014684,0.002661,0.013828,0.003635,0.015174,0.002705,0.618845,0.015117,0.648556,0.010563,0.431731,0.015417,0.408223,0.010874,0.546684,0.015495,0.531082,0.011041,0.012944,0.014684,0.013828,0.015174,0.618845,0.648556,0.431731,0.408223,0.546684,0.531082,114587226
2020-05-18,"RUS","Russia",1924,0.021526,0.004773,0.015593,0.002825,0.022979,0.004928,0.018711,0.003089,0.614798,0.016005,0.658524,0.010811,0.445739,0.016347,0.41736,0.011242,0.566489,0.016298,0.567568,0.011294,0.021526,0.015593,0.022979,0.018711,0.614798,0.658524,0.445739,0.41736,0.566489,0.567568,114587226
2020-05-19,"RUS","Russia",1961,0.013868,0.003775,0.015808,0.002817,0.013989,0.003791,0.017338,0.002948,0.638715,0.015506,0.677206,0.010558,0.478986,0.016125,0.437532,0.011203,0.577798,0.015943,0.570627,0.011178,0.0157642872044945,0.015704049397163,0.0171907890027127,0.017519378915339,0.638591898507299,0.674681238098591,0.475871874666447,0.423804817791212,0.577798,0.570627,114587226
2020-05-20,"RUS","Russia",1590,0.014737,0.004219,0.015094,0.003058,0.015092,0.004269,0.016352,0.003181,0.641022,0.016797,0.677987,0.011718,0.455027,0.017437,0.425786,0.0124,0.548961,0.017424,0.568553,0.012421,0.0145375977100868,0.0152817725538698,0.0153806538394512,0.0166823261696506,0.640988792022938,0.680005084657382,0.461262483157751,0.426166960991755,0.548961,0.568553,114587226
2020-05-21,"RUS","Russia",1288,0.017467,0.005008,0.013975,0.003271,0.017785,0.005053,0.015528,0.003445,0.659693,0.018114,0.690217,0.012884,0.42819,0.018917,0.414596,0.013727,0.562895,0.018964,0.545031,0.013875,0.0164019237940181,0.0142525121589881,0.0160537842597558,0.0157400942821756,0.658818274804977,0.68978184018542,0.431013154475755,0.426696217886407,0.562895,0.545031,114587226
2020-05-22,"RUS","Russia",1547,0.010141,0.003608,0.012282,0.0028,0.012316,0.003972,0.01616,0.003206,0.617344,0.017502,0.669683,0.011958,0.477136,0.017986,0.424693,0.012567,0.532122,0.017967,0.546218,0.012658,0.0121725079727384,0.012618954279061,0.0137494650981285,0.015759292286196,0.61762441686929,0.674071432530226,0.471387901325593,0.42885765156977,0.532122,0.546218,114587226
2020-05-23,"RUS","Russia",1588,0.012259,0.003733,0.013854,0.002933,0.015287,0.004162,0.017632,0.003303,0.643887,0.016244,0.685768,0.011649,0.485555,0.016954,0.438287,0.012451,0.532851,0.016925,0.533375,0.012519,0.011572259676353,0.013171888471372,0.0139999692589297,0.0169492120324034,0.637849164815757,0.681982036071802,0.487838937835778,0.43260742541752,0.532851,0.533375,114587226
2020-05-24,"RUS","Russia",1809,0.012522,0.003666,0.014925,0.002851,0.012735,0.003697,0.014373,0.002798,0.665456,0.015556,0.679381,0.010973,0.475991,0.016465,0.434494,0.011654,0.558552,0.016371,0.560531,0.011669,0.0118532302659252,0.0144980179448235,0.0130423793116373,0.0153996236969565,0.665901044198091,0.680517558573962,0.478364201310263,0.435376015260915,0.558552,0.560531,114587226
2020-05-25,"RUS","Russia",1751,0.013173,0.003778,0.014849,0.00289,0.016001,0.004158,0.018846,0.00325,0.676867,0.015496,0.688178,0.01107,0.471317,0.01654,0.4506,0.01189,0.541912,0.016509,0.548258,0.011893,0.0127679683541994,0.0149990156215112,0.0143950502735512,0.0175201001090991,0.678492525688629,0.686979968318596,0.470841216503216,0.439916164339633,0.541912,0.548258,114587226
2020-05-26,"RUS","Russia",1771,0.016617,0.004261,0.014681,0.002858,0.016413,0.004235,0.014681,0.002858,0.677678,0.015578,0.693958,0.010951,0.517788,0.016655,0.47092,0.011861,0.541204,0.016609,0.537549,0.011848,0.0158712927982208,0.0149079913987309,0.0156886889454501,0.015936655300874,0.678725292954121,0.693840138187845,0.513362148029104,0.448578935015672,0.541204,0.537549,114587226
2020-05-27,"RUS","Russia",1799,0.022125,0.004822,0.020567,0.003346,0.022089,0.004818,0.020567,0.003346,0.656431,0.015569,0.675931,0.011035,0.505778,0.016391,0.473041,0.011771,0.568932,0.016236,0.568649,0.011677,0.0215814975793621,0.0195845966005146,0.0202360238637848,0.0188019130173657,0.657896191934811,0.679583476602955,0.511187080965213,0.458370553941351,0.568932,0.568649,114587226
