"date","iso_code","country","sample_size","percent_cli","cli_se","percent_cli_unw","cli_se_unw","percent_ili","ili_se","percent_ili_unw","ili_se_unw","percent_mc","mc_se","percent_mc_unw","mc_se_unw","percent_dc","dc_se","percent_dc_unw","dc_se_unw","percent_hf","hf_se","percent_hf_unw","hf_se_unw","percent_cli_past_smooth","percent_cli_unw_past_smooth","percent_ili_past_smooth","percent_ili_unw_past_smooth","percent_mc_past_smooth","percent_mc_unw_past_smooth","percent_dc_past_smooth","percent_dc_unw_past_smooth","percent_hf_past_smooth","percent_hf_unw_past_smooth","population"
2020-04-23,"MAR","Morocco",234,0.019296,0.013904,0.017094,0.008474,0.019296,0.013904,0.017094,0.008474,0.596008,0.049597,0.623932,0.031666,0.143281,0.035413,0.179487,0.025087,NA,NA,NA,NA,0.019296,0.017094,0.019296,0.017094,0.596008,0.623932,0.143281,0.179487,NA,NA,36471766
2020-04-24,"MAR","Morocco",367,0.003312,0.004245,0.00545,0.003843,0.003375,0.004285,0.00545,0.003843,0.560018,0.036675,0.604905,0.025519,0.17798,0.028261,0.201635,0.020944,NA,NA,NA,NA,0.003312,0.00545,0.003375,0.00545,0.560018,0.604905,0.17798,0.201635,NA,NA,36471766
2020-04-25,"MAR","Morocco",308,0.028902,0.013114,0.019481,0.007875,0.016383,0.009937,0.012987,0.006451,0.542268,0.038998,0.538961,0.028404,0.2296,0.032921,0.207792,0.023118,NA,NA,NA,NA,0.028902,0.019481,0.016383,0.012987,0.542268,0.538961,0.2296,0.207792,NA,NA,36471766
2020-04-26,"MAR","Morocco",332,0.014642,0.009585,0.012048,0.005988,0.025591,0.012602,0.01506,0.006684,0.498733,0.0399,0.572289,0.027153,0.132633,0.027067,0.177711,0.02098,NA,NA,NA,NA,0.014642,0.012048,0.025591,0.01506,0.498733,0.572289,0.132633,0.177711,NA,NA,36471766
2020-04-27,"MAR","Morocco",334,0.004677,0.005504,0.008982,0.005162,0.008075,0.00722,0.017964,0.007268,0.536989,0.040223,0.55988,0.027162,0.24916,0.03489,0.188623,0.021406,NA,NA,NA,NA,0.004677,0.008982,0.008075,0.017964,0.536989,0.55988,0.24916,0.188623,NA,NA,36471766
2020-04-28,"MAR","Morocco",377,0.012927,0.009375,0.005305,0.003741,0.012927,0.009375,0.005305,0.003741,0.501542,0.041497,0.580902,0.025412,0.200185,0.033209,0.180371,0.019803,NA,NA,NA,NA,0.012927,0.005305,0.012927,0.005305,0.501542,0.580902,0.200185,0.180371,NA,NA,36471766
2020-04-29,"MAR","Morocco",352,0.014575,0.009525,0.014205,0.006307,0.014575,0.009525,0.014205,0.006307,0.541121,0.039604,0.571023,0.02638,0.154954,0.02876,0.15625,0.019353,NA,NA,NA,NA,0.014575,0.014205,0.014575,0.014205,0.541121,0.571023,0.154954,0.15625,NA,NA,36471766
2020-04-30,"MAR","Morocco",319,0.00388,0.00564,0.003135,0.00313,0.00388,0.00564,0.003135,0.00313,0.503174,0.045363,0.564263,0.027762,0.183991,0.035155,0.219436,0.023172,NA,NA,NA,NA,0.00388,0.003135,0.00388,0.003135,0.503174,0.564263,0.183991,0.219436,NA,NA,36471766
2020-05-01,"MAR","Morocco",306,0.007615,0.007746,0.009804,0.005632,0.004166,0.005739,0.006536,0.004606,0.498104,0.04455,0.53268,0.028522,0.170378,0.033498,0.196078,0.022697,0,0,0,0,0.007615,0.009804,0.004166,0.006536,0.498104,0.53268,0.170378,0.196078,0,0,36471766
2020-05-02,"MAR","Morocco",264,0.003249,0.005354,0.003788,0.003781,0.002781,0.004954,0.003788,0.003781,0.576197,0.04649,0.568182,0.030485,0.171234,0.035441,0.17803,0.023544,0,0,0,0,0.003249,0.003788,0.002781,0.003788,0.576197,0.568182,0.171234,0.17803,0,0,36471766
