"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,3,1.02167279670769,0.0381054294561544,0.923605352722797
"Albania","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,3,0.995408972242986,0.0154802928495361,0.802255953678338
"Algeria","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,3,1.10109705324769,0.00767185210057776,3.65814617576378
"Andorra","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,3,0.989495039789706,0.0153839330604268,0.875895269324532
"Angola","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,3,1.10817763115987,0.00446647345290675,4.1228052459678
"Argentina","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,3,1.00732889984702,0.00774847555036993,1.02874821261541
"Aruba","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,3,0.960169611055998,0.007869950475151,0.556438852160095
"Australia","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,3,1.11464835018332,0.00457243656599499,4.76732404642709
"Austria","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,3,1.02350763775028,0.00582476054647296,1.31530775438299
"Azerbaijan","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,3,1.06412323864797,0.00783662855414903,2.24850855196349
"Bahamas","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,3,1.07965088938711,0.0038031058349189,2.86970686369102
"Bahrain","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,3,1.02204166783918,0.00402106456746755,1.31043294308853
"Bangladesh","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,3,1.10248148530212,0.00327658270318723,3.90092952690611
"Barbados","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,3,0.92953211328603,0.00386531477695944,0.345167330179365
