"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",0,0,0,0,0,0,0,0,2,0,0,4,1.02072419219795,0.0372525063383262,0.919087049635273
"Albania","","2020-01-01",0,0,0,0,0,0,0,0,2,0,0,4,0.993813893484629,0.0151786213625897,0.786450416217991
"Algeria","","2020-01-01",0,0,0,0,0,0,0,0,2,0,0,4,1.09866295724823,0.00744668210424229,3.54650135414595
"Andorra","","2020-01-01",0,0,0,0,0,0,0,0,2,0,0,4,0.988951441151972,0.0163111739517372,0.865611675151354
"Angola","","2020-01-01",0,0,0,0,0,0,0,0,2,0,0,4,1.10556735997043,0.00434262934667177,3.98406812182798
"Argentina","","2020-01-01",0,0,0,0,0,0,0,0,2,0,0,4,1.00532631567138,0.0076402142679951,1.00090931853537
"Aruba","","2020-01-01",0,0,0,0,0,0,0,0,2,0,0,4,0.958618370641686,0.00967779259042456,0.546330636324257
"Australia","","2020-01-01",0,0,0,0,0,0,0,0,2,0,0,4,1.11169395962139,0.00415964680901766,4.57639015343642
"Austria","","2020-01-01",0,0,0,0,0,0,0,0,2,0,0,4,1.02134096534653,0.0057492416718459,1.27665581633611
"Azerbaijan","","2020-01-01",0,0,0,0,0,0,0,0,2,0,0,4,1.06189515596973,0.00760741495217086,2.18474288681319
"Bahamas","","2020-01-01",0,0,0,0,0,0,0,0,2,0,0,4,1.07714173503273,0.00369764655982175,2.77461879556574
"Bahrain","","2020-01-01",0,0,0,0,0,0,0,0,2,0,0,4,1.01972715367504,0.00405927703032874,1.26797898818176
"Bangladesh","","2020-01-01",0,0,0,0,0,0,0,0,2,0,0,4,1.09985734750839,0.00311048965264009,3.7674309701181
"Barbados","","2020-01-01",0,0,0,0,0,0,0,0,2,0,0,4,0.927564821866332,0.00401092772218016,0.334500941594817
"Belarus","","2020-01-01",0,0,0,0,0,0,0,0,2,0,0,4,0.985896872855293,0.0191072668405996,0.673165197104566
