"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,1,2,1.02221950415523,0.0386242303239598,0.925961768061974
"Albania","","2020-01-01",0,0,0,0,0,0,0,0,0,0,1,2,0.996344127307953,0.0156703737154703,0.811558522633197
"Algeria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,1,2,1.10253328542846,0.00782220991746391,3.7251970315703
"Andorra","","2020-01-01",0,0,0,0,0,0,0,0,0,0,1,2,0.989819749378308,0.0148589965179167,0.882055118067216
"Angola","","2020-01-01",0,0,0,0,0,0,0,0,0,0,1,2,1.10972144827786,0.00455563618218318,4.20668698157925
"Argentina","","2020-01-01",0,0,0,0,0,0,0,0,0,0,1,2,1.00850904396777,0.00782315373366509,1.04539973528343
"Aruba","","2020-01-01",0,0,0,0,0,0,0,0,0,0,1,2,0.961097897061374,0.00692174196755712,0.562594046200302
"Australia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,1,2,1.11640432786416,0.00481746643174441,4.88427249849165
"Austria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,1,2,1.02478639128709,0.00588091027169684,1.33852348885167
"Azerbaijan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,1,2,1.06543641904491,0.00798759475750895,2.286663913868
"Bahamas","","2020-01-01",0,0,0,0,0,0,0,0,0,0,1,2,1.08113475207868,0.00387986540229611,2.92717019940645
"Bahrain","","2020-01-01",0,0,0,0,0,0,0,0,0,0,1,2,1.02341038249919,0.0040086424349359,1.33608047083796
"Bangladesh","","2020-01-01",0,0,0,0,0,0,0,0,0,0,1,2,1.1040344132453,0.00338786160211749,3.98176056170352
"Barbados","","2020-01-01",0,0,0,0,0,0,0,0,0,0,1,2,0.930695917566759,0.00378219584623264,0.35161324507168
"Belarus","","2020-01-01",0,0,0,0,0,0,0,0,0,0,1,2,0.988174264562572,0.0196716558738475,0.691704574872603
"Belgium","","2020-01-01",0,0,0,0,0,0,0,0,0,0,1,2,1.02413634259777,0.00383613349566268,1.3516251906634
"Belize","","2020-01-01",0,0,0,0,0,0,0,0,0,0,1,2,1.03106916439673,0.0118766437551167,1.3771445502648
"Benin","","2020-01-01",0,0,0,0,0,0,0,0,0,0,1,2,1.11742112285614,0.00577568565330029,4.5548747193049
"Bermuda","","2020-01-01",0,0,0,0,0,0,0,0,0,0,1,2,1.03331683179008,0.0249000609711769,1.2488471640581
"Bhutan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,1,2,1.10207932140436,0.00597461464841098,3.77890820712444
"Bolivia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,1,2,0.980944060123207,0.0190620605832262,0.62696335824998
"Bosnia and Herzegovina","","2020-01-01",0,0,0,0,0,0,0,0,0,0,1,2,1.02763227479216,0.0122390292411213,1.30701300622319
"Botswana","","2020-01-01",0,0,0,0,0,0,0,0,0,0,1,2,0.975659642481101,0.0212519260341174,0.56712205938932
"Brazil","","2020-01-01",0,0,0,0,0,0,0,0,0,0,1,2,1.01437234047574,0.0071568957723868,1.14321121623796
"Brunei","","2020-01-01",0,0,0,0,0,0,0,0,0,0,1,2,1.1208897789608,0.00177087602988528,5.00220921719944
