"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.14468476672935,0.00836449700235149,6.23217699981724
"Albania","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.07994718193568,0.00398888989590062,2.96682969968873
"Algeria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09472192236683,0.0172649593412607,4.15553394627282
"Andorra","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0.999362451825758,0.00956290007766828,0.900823410687047
"Angola","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11039339910235,0.0120916858262444,4.79535088752094
"Argentina","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.06888481326741,0.00516110352496087,2.45747507020373
"Aruba","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.04289330451282,0.0211126723810629,1.47223741511621
"Australia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09463715003317,0.0177912988831898,4.19902689378794
"Austria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.059110165098,0.00387400640030795,2.30883302482231
"Azerbaijan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.07161934079869,0.0154309509605186,3.03049680612209
"Bahamas","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.08606959575076,0.0103216415505139,3.50610285193619
"Bahrain","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.05539069944751,0.0016042927469653,2.13681986553746
"Bangladesh","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.0968312387692,0.0156351126662184,4.2144183865826
"Barbados","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11190690830742,0.0685625632191332,2.37290720278754
"Belarus","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.07320272502066,0.00740992423812386,2.87952219482924
"Belgium","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.05207164266474,0.00325578025889761,2.08931474443656
"Belize","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.07741515958516,0.00309023142316002,2.89522706964908
"Benin","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11877149752407,0.00747011614675466,5.17138527635419
"Bermuda","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.07895311600969,0.017100523727561,3.41748705866302
"Bhutan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09017698209194,0.0194361326508178,4.02678336851665
"Bolivia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09422110926854,0.00391907833604757,3.5176745044132
"Bosnia and Herzegovina","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.07111501543727,0.00555017989708815,2.73192229098037
"Botswana","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11869140520894,0.0099019941177024,4.46548105463286
"Brazil","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.06905938821969,0.00422696001897816,2.49213623442766
"Brunei","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.14957142873403,0.0112590188187918,6.56994720250324
"Bulgaria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.07208878824073,0.00793549671949991,2.85878564854724
