"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10629328792123,0.0115758952953043,4.57666294501556
"Albania","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10616525787994,0.0130190026778979,4.65336882004459
"Algeria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09498475200941,0.0184344945970219,4.22047444874332
"Andorra","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11731888493873,0.100635353318561,1.76676204323376
"Angola","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.08043615593621,0.0254852257230168,3.78592695647712
"Argentina","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10935517396993,0.0103925746833814,4.69956597379056
"Aruba","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Australia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10061520666976,0.0155416598618404,4.44219345016425
"Austria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.1032303364848,0.0139939000523515,4.48570783048368
"Azerbaijan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11629739533846,0.00519755176754121,4.89981108984351
"Bahamas","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.0763928747349,0.0289307281484389,3.71771762908738
"Bahrain","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.08629512217329,0.0108325852712382,2.95160816019873
"Bangladesh","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11277956131771,0.00864678869595987,4.83542165275085
"Barbados","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Belarus","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09257210552763,0.010507833702766,3.80671946135218
"Belgium","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.08841522888563,0.0184654264743033,3.8864713256785
"Belize","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10411383347996,0.0143783174779909,4.56746043304068
"Benin","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.13966446686087,0.0109949850136673,6.47312239750598
"Bermuda","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.0833232675664,0.0255079738674391,3.84970121549696
"Bhutan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12761287653173,0.00544560163036049,5.62114914689334
"Bolivia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10445730551783,0.00932855850291455,4.39356697776347
"Bosnia and Herzegovina","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.1031238332789,0.013573894221584,4.48877015205553
"Botswana","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11138087208498,0.0147537347961639,4.90164964981014
"Brazil","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09808941155636,0.00554840333940735,3.8899942152877
"Brunei","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bulgaria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12850346179482,0.00732850825447892,5.58862818369406
"Burkina Faso","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.14238631616734,0.00422214821803027,6.31300578478505
"Burundi","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.1006598366661,0.014844147090186,4.40071826572244
"Cambodia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cameroon","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12076421007304,0.00667094736666141,5.19918719087729
"Canada","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09217332024577,0.0172669729910485,4.03684238435406
"Cape Verde","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12523206258632,0.00251603390139103,5.17450406131549
"Central African Republic","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11892336908,0.00584488910425346,5.07492670940625
"Chad","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.0926789781981,0.0192978721528515,4.14026611301097
"Chile","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.08019897171379,0.0058671149398562,2.92766496765868
"China","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11096354825699,0.0118409437950795,4.8471925317853
"Colombia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10922986425126,0.00892736024022445,4.64359986252465
"Comoros","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.14616217359126,0.00870850476918002,6.38780609133063
"Congo","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.14394036766425,0.00530461377432287,6.52467162568745
"Costa Rica","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12426499561968,0.00478810695047928,5.38745143511884
"Cote d'Ivoire","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12290573505256,0.00580852061654536,5.34356814172979
"Croatia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.08183457153087,0.0230835721320646,3.74149083672469
"Cuba","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11841087375852,0.00779490947359917,5.15844912660859
"Cyprus","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11125059098732,0.0109099911962605,4.8146868822288
"Czech Republic","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10201526108558,0.0145528333620642,4.4467334651212
"Democratic Republic of Congo","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10643480908252,0.0133845079364069,4.66668089380155
"Denmark","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09800250295509,0.0156035842518315,4.27234317693866
"Djibouti","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09305164297415,0.00546423891425797,3.65842069984408
"Dominica","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10363645184841,0.0141765785347419,4.53212623639833
"Dominican Republic","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09976895612364,0.0131567630635006,4.28221402248778
"Ecuador","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12003388581618,0.00499994806184073,4.98178240153928
