"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,4,1.02144626289809,0.0378974529564519,0.92256478422749
"Albania","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,4,0.99502567631416,0.0154056772165024,0.798446763830966
"Algeria","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,4,1.10051097117378,0.00761456701721536,3.63102479747861
"Andorra","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,4,0.989362886610493,0.0156034494262901,0.873401335212217
"Angola","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,4,1.10754840182556,0.00443382998543219,4.08899425249169
"Argentina","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,4,1.00684673859381,0.0077206861578553,1.02199386432411
"Aruba","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,4,0.959793758195423,0.00828587708771858,0.553970189290156
"Australia","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,4,1.11393470408049,0.00447255211048665,4.72053033473706
"Austria","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,4,1.02298577598225,0.00580474961444306,1.30591421758769
"Azerbaijan","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,4,1.06358690030058,0.00777876529362969,2.23303735007161
"Bahamas","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,4,1.07904603960311,0.0037751088644796,2.84653795534159
"Bahrain","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,4,1.02148379868989,0.00402861712670313,1.30009147616147
"Bangladesh","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,4,1.10184874026943,0.00323415673883436,3.8683738771501
"Barbados","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,4,0.92905761305626,0.00390002796579908,0.342567544212216
"Belarus","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,4,0.986988576153041,0.0193693571043802,0.682050944618475
"Belgium","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,4,1.02219457548694,0.0038647009590134,1.31485381050364
"Belize","","2020-01-01",0,0,0,0,0,0,0,0,1,0,0,4,1.02949278464503,0.011618060875473,1.3502091126284
