"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10710890168995,0.0169737964777358,3.63809983835298
"Albania","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.04318278664575,0.0177716247384226,1.53883795557295
"Algeria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11653768289464,0.00482985453328589,4.88973743970159
"Andorra","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0.984444701479882,0.0109430297222819,0.809287083174792
"Angola","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12098151665211,0.00490867874927885,5.17439833953679
"Argentina","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.0360339706132,0.0102435889072708,1.49937270836292
"Aruba","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0.982630595586662,0.0121299946039768,0.690648258596957
"Australia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11927289610241,0.00714573716097998,5.17004367020555
"Austria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.04562825522682,0.00485346205364228,1.80430488801476
"Azerbaijan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.08407611326549,0.00318180664610893,3.16552446879918
"Bahamas","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09235293866581,0.00482203603027862,3.60170654625633
"Bahrain","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.04094049982739,0.00307261667145496,1.71792027248762
"Bangladesh","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11376336190045,0.00611580604809806,4.78127987115793
"Barbados","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0.964870439156005,0.031867904433138,0.431283288670697
"Belarus","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.04707818073263,0.0188763025464389,1.60517209526231
"Belgium","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.04114659680479,0.00277011292126341,1.7278078176712
"Belize","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.06165133622308,0.00720336546270362,2.19252347789142
"Benin","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12808386390511,0.00305620879073715,5.55676171328095
"Bermuda","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.08509303104741,0.00995409327299497,2.92355847471066
"Bhutan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11378365707469,0.00619689874207848,4.78468260739493
"Bolivia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.04287176362332,0.0247286875389308,1.43044751562686
"Bosnia and Herzegovina","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.05908106011206,0.00679270443516865,2.12153639570027
"Botswana","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.04668318877035,0.0306464265884012,1.42276702391375
