"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.08577204087866,0.0217306285446667,3.89538364813063
"Albania","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09679537825764,0.0119405360327726,4.08485942881521
"Algeria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09984561737507,0.015110522740814,4.35565693450003
"Andorra","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09389086751531,0.0044827260238951,3.45023255158572
"Angola","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11742284034793,0.00819286684906608,5.0925463660993
"Argentina","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.08925506420358,0.00430025252752394,3.32616091286072
"Aruba","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.0580919069675,0.00545905291139971,2.19346888376558
"Australia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.08884248286947,0.0203517398617131,3.98087668540292
"Austria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10353116068104,0.0108058231810691,4.3923568495079
"Azerbaijan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10473183725156,0.0109761755288014,4.47628604234812
"Bahamas","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.08745798957164,0.010763324872504,3.5648238787305
"Bahrain","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.06560031306218,0.00755544234277101,2.61415900236138
"Bangladesh","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09853742798707,0.0148932433506901,4.27941154731053
"Barbados","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11392038562715,0.0101034256140725,4.94794096149762
"Belarus","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10713677620428,0.00727486368696162,4.45708561673794
"Belgium","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09083561815345,0.0140894371886885,3.85648225708263
"Belize","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10203197037619,0.00760936646972883,4.07677932360624
"Benin","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.08847710871747,0.0207898034499836,3.98942418025066
"Bermuda","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11718470077127,0.0141144044415787,5.1738399113577
"Bhutan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12913948538789,0.00543901139889205,5.58145543811202
"Bolivia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.08439976685759,0.0135542417538766,3.5285876205303
"Bosnia and Herzegovina","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09329171047766,0.0102915985622143,3.84451178368832
"Botswana","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12967454409448,0.00437544871952551,5.46081315084317
"Brazil","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.07739586513771,0.00764036526690744,3.04362238598419
"Brunei","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11297675866955,0.010033681956713,4.92660441465438
"Bulgaria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10477340073984,0.0113420252462267,4.47165178488226
"Burkina Faso","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10225042030945,0.0152535717072641,4.49353536913751
"Burundi","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.14344751404599,0.00627149242852885,6.59699762806607
"Cambodia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cameroon","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11797080002991,0.00805112746661889,5.09087236397438
"Canada","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10415028414458,0.0115150493957654,4.45801251153652
"Cape Verde","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09319401392644,0.00946025651860074,3.80351108650658
"Central African Republic","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11749023366143,0.0102863863192801,5.13674904863118
"Chad","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11208030338754,0.0117443241898679,4.9366226897955
"Chile","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.08045187055294,0.00884153032004849,3.21265061790438
"China","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.0920050901184,0.0194625227324171,4.1152145264581
"Colombia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.07983291427395,0.00884706925830719,3.17860791956528
"Comoros","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11096137656084,0.0133390752625964,4.93437910899005
"Congo","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.17989357209893,0.0242751157501781,8.21140163245895
"Costa Rica","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09008117886745,0.00466643721439271,3.4186393637904
"Cote d'Ivoire","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11405221859343,0.00973290779030671,4.94868276949966
"Croatia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10737738244679,0.00488466099185647,4.34870464771503
"Cuba","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10341857179278,0.0147285721821321,4.53406417543224
"Cyprus","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10020984268562,0.0142988721640778,4.36374756037587
