"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",0,0,0,0,0,0,0,0,0,1,0,3,1.02160078595135,0.0380393940981319,0.923273790792862
"Albania","","2020-01-01",0,0,0,0,0,0,0,0,0,1,0,3,0.995287270330642,0.0154566040453958,0.801044409534844
"Algeria","","2020-01-01",0,0,0,0,0,0,0,0,0,1,0,3,1.10091104874655,0.00765364272397409,3.64951581258673
"Andorra","","2020-01-01",0,0,0,0,0,0,0,0,0,1,0,3,0.989452813117236,0.0154534619025092,0.875102477994559
"Angola","","2020-01-01",0,0,0,0,0,0,0,0,0,1,0,3,1.10797788293181,0.00445594171067379,4.11204309360212
"Argentina","","2020-01-01",0,0,0,0,0,0,0,0,0,1,0,3,1.00717574555008,0.00773957643433515,1.02659853909574
"Aruba","","2020-01-01",0,0,0,0,0,0,0,0,0,1,0,3,0.960050220998436,0.00800063064391024,0.555653522838371
"Australia","","2020-01-01",0,0,0,0,0,0,0,0,0,1,0,3,1.11442174126161,0.00454071084381612,4.75241828150905
"Austria","","2020-01-01",0,0,0,0,0,0,0,0,0,1,0,3,1.02334196712143,0.00581843098963972,1.3123181969694
"Azerbaijan","","2020-01-01",0,0,0,0,0,0,0,0,0,1,0,3,1.06395302520264,0.0078181706276099,2.24358839236833
"Bahamas","","2020-01-01",0,0,0,0,0,0,0,0,0,1,0,3,1.07945894038261,0.00379416075952929,2.86233305466975
"Bahrain","","2020-01-01",0,0,0,0,0,0,0,0,0,1,0,3,1.021864575407,0.00402344013858509,1.30714137250259
"Bangladesh","","2020-01-01",0,0,0,0,0,0,0,0,0,1,0,3,1.10228058789281,0.00326297916701935,3.89056367359488
"Barbados","","2020-01-01",0,0,0,0,0,0,0,0,0,1,0,3,0.929381424440601,0.00387635372742355,0.34433962042213
"Belarus","","2020-01-01",0,0,0,0,0,0,0,0,0,1,0,3,0.987224020191382,0.0194277625072993,0.68396879762347
