"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,1.01985937437399,0.0365248112183861,0.914521209804583
"Albania","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,0.992389077517105,0.0149323568391793,0.772408255254305
"Algeria","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,1.09650610356341,0.00727754864925496,3.44966843912153
"Andorra","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,0.988475412761503,0.0171665313357758,0.85665734155726
"Angola","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,1.10326069587124,0.0042616784376219,3.86465572135262
"Argentina","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,1.00354891029216,0.00756307365306146,0.976641894116677
"Aruba","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,0.957203973792291,0.0104143029553586,0.536996901610252
"Australia","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,1.10909792798271,0.00379610391465135,4.41446704695664
"Austria","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,1.01942117451547,0.00570208474007151,1.24312453025393
"Azerbaijan","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,1.05991816971322,0.00743159358486182,2.12920281477708
"Bahamas","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,1.07492416663789,0.00363040483571043,2.69272661062808
"Bahrain","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,1.01768117405451,0.00411035580605419,1.23139636186877
"Bangladesh","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,1.09754005786194,0.00298860118049277,3.65271956938515
"Barbados","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,0.925826035246402,0.00414508199102557,0.325309133828022
"Belarus","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,0.984610052830715,0.0188197280406472,0.66268817642975
"Belgium","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,1.01836316756036,0.00396318299535278,1.24472862293832
"Belize","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,1.02635185817342,0.0111678115739331,1.29732710474006
"Benin","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,1.11084482001401,0.00569070936452806,4.17867580263972
"Bermuda","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,1.0298185542452,0.0233078762648371,1.2069226109343
"Bhutan","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,1.09594625996466,0.00545910191192359,3.49154334865376
"Bolivia","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,0.977488849521718,0.018249743826547,0.601261408062458
"Bosnia and Herzegovina","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,1.02287684764404,0.0116112706834742,1.2296824520238
"Botswana","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,0.972527880584512,0.0203453370068152,0.546916387336012
"Brazil","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,1.00930252298425,0.00689753748038168,1.06655275902748
"Brunei","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,1.11372448471813,0.0011564765850162,4.53659694599272
"Bulgaria","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,1.02951382131268,0.0122250795202051,1.34072206023377
"Burkina Faso","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,1.06779223382809,0.0269590557533932,1.96883089536727
"Burundi","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,1.00713969636752,0.0435084557937026,0.706599548863769
"Cambodia","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,1.11507653121577,0.00132843890342323,4.58186124354482
"Cameroon","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,0,0,0
"Canada","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,1.00518164217282,0.0136512603695569,0.940073992508125
"Cape Verde","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,0.991690588754664,0.0138506214515165,0.773551157824835
"Central African Republic","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,1.11737849197661,0.00147883313640267,4.68755753276485
"Chad","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,1.09845834059828,0.00558626014381444,3.59959868137303
"Chile","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,1.01792537458218,0.00855162199721791,1.18413637789625
"China","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,1.11340868666735,0.0038024726094435,4.66030271754121
"Colombia","","2020-01-01",0,0,0,0,0,0,0,0,0,3,0,4,1.00340891474382,0.00778987012933132,0.972641440546208
