"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10134040034864,0.0148202926952737,4.43723411123767
"Albania","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09514271497826,0.0045885622894673,3.65011751010592
"Algeria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11801279516938,0.0068556988040744,5.05218585890995
"Andorra","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.01539641082817,0.00553026376312238,1.18639393464137
"Angola","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10049246515041,0.0151618729397941,4.4011606821353
"Argentina","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.06442629523364,0.00907989774820953,2.61137487297446
"Aruba","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.05615664402256,0.00992937891821677,2.37672221577615
"Australia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09558133736533,0.0178294185554924,4.21964521530174
"Austria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.05963678799709,0.0236685715849295,1.82785304759548
"Azerbaijan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09865141325637,0.00419599700693461,3.82735904825387
"Bahamas","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.07185541932723,0.0160013960541452,3.07278536355105
"Bahrain","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.05297474926523,0.00821728940595218,2.22256341695796
"Bangladesh","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10276389144352,0.0127873480158704,4.43064438229429
"Barbados","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09841474822535,0.0175841379635704,4.34794706858588
"Belarus","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09040940196228,0.00751988487203981,3.60173685819938
"Belgium","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.02980699671548,0.00622777375329495,1.60040574790363
"Belize","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09096030515557,0.00717452077529333,3.24790978440773
"Benin","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11019824050595,0.011542246017714,4.82671787786085
"Bermuda","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11383898990545,0.00671471108725576,4.82389190902994
"Bhutan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10016469020444,0.0152579804315732,4.39952468650521
"Bolivia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.08384926367134,0.0169877809802063,3.61838161544967
"Bosnia and Herzegovina","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.06497561641157,0.00960148085656217,2.26800264272493
"Botswana","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.13860756118188,0.0221353460435855,5.0970400648532
"Brazil","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.0729880540266,0.011833621317178,2.98901455905695
"Brunei","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bulgaria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.07429248648976,0.0160448955153277,2.40468434365682
"Burkina Faso","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10759156009088,0.0118615175381108,4.66683633790115
"Burundi","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.13339791945456,0.00773113679450641,5.87586698524389
"Cambodia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.15489916016289,0.00931415898202075,7.23551386548299
"Cameroon","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.15005576527214,0.00511525877845521,6.79784264821983
"Canada","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09796499805361,0.00600184609477315,3.88955734039369
