"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12720119907614,0.00550149797010679,5.62533812787716
"Albania","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.15244347000889,0.0149426024143197,7.02110209910704
"Algeria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.17219432422891,0.0146450766325317,8.14202475544905
"Andorra","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11927794429932,0.112151040376822,1.61171018348336
"Angola","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.13981934038801,0.00557659051234905,6.29822460405798
"Argentina","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.16968207916867,0.0111374065860634,8.13633015379252
"Aruba","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11544637080987,0.00850030554948956,4.99416918561101
"Australia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.16560041927756,0.0139547428230449,7.5839057751714
"Austria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.15142619405647,0.023319792326671,5.96153460011486
"Azerbaijan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.16911670115179,0.0137368334461719,7.89863495480521
"Bahamas","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.16896899508884,0.0131931399953927,7.89606376078983
"Bahrain","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12115281749404,0.00872852420581874,5.3304827056856
"Bangladesh","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.17459270005796,0.0161444907648913,8.20625014874766
"Barbados","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.15289809212325,0.00770021384639728,6.86440640622681
"Belarus","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.17320857729956,0.0177705779791124,8.21321934544304
"Belgium","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.15446019684435,0.0203642419828317,6.31055040874343
"Belize","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
