"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",0,0,0,0,0,0,0,0,2,3,0,0,1.01945884484349,0.0361972854132798,0.912326558563832
"Albania","","2020-01-01",0,0,0,0,0,0,0,0,2,3,0,0,0.991734605018711,0.0148240636797596,0.766003350639192
"Algeria","","2020-01-01",0,0,0,0,0,0,0,0,2,3,0,0,1.09551737396653,0.00720742573260333,3.40599723195497
"Andorra","","2020-01-01",0,0,0,0,0,0,0,0,2,3,0,0,0.988261597671026,0.0175668035346524,0.852599204865383
"Angola","","2020-01-01",0,0,0,0,0,0,0,0,2,3,0,0,1.1022048359381,0.00423198037026619,3.81104396507369
"Argentina","","2020-01-01",0,0,0,0,0,0,0,0,2,3,0,0,1.00273424342281,0.00753164846275912,0.96567574678271
"Aruba","","2020-01-01",0,0,0,0,0,0,0,0,2,3,0,0,0.956558494443312,0.0107870054746141,0.532784529117135
"Australia","","2020-01-01",0,0,0,0,0,0,0,0,2,3,0,0,1.10791340570576,0.00363110872549459,4.34240399629413
"Austria","","2020-01-01",0,0,0,0,0,0,0,0,2,3,0,0,1.01854168731683,0.00568474320230951,1.22800953990995
"Azerbaijan","","2020-01-01",0,0,0,0,0,0,0,0,2,3,0,0,1.05901143665126,0.00735743799744839,2.10409794971252
"Bahamas","","2020-01-01",0,0,0,0,0,0,0,0,2,3,0,0,1.07390919163709,0.00360627785142524,2.6559522184882
"Bahrain","","2020-01-01",0,0,0,0,0,0,0,0,2,3,0,0,1.01674492401224,0.00413733146924479,1.21496812274753
"Bangladesh","","2020-01-01",0,0,0,0,0,0,0,0,2,3,0,0,1.09647984151497,0.00293991637281768,3.6012738528096
"Barbados","","2020-01-01",0,0,0,0,0,0,0,0,2,3,0,0,0.925031503538332,0.00420687158822578,0.321186099286093
"Belarus","","2020-01-01",0,0,0,0,0,0,0,0,2,3,0,0,0.984018564928007,0.0186921901100631,0.657894274498722
"Belgium","","2020-01-01",0,0,0,0,0,0,0,0,2,3,0,0,1.01741997164217,0.00399425270429342,1.22796731464833
"Belize","","2020-01-01",0,0,0,0,0,0,0,0,2,3,0,0,1.02557346483564,0.0110671824795901,1.28441575040207
"Benin","","2020-01-01",0,0,0,0,0,0,0,0,2,3,0,0,1.10977014613865,0.00569385601169793,4.11977685152032
"Bermuda","","2020-01-01",0,0,0,0,0,0,0,0,2,3,0,0,1.02923336504871,0.0230657500710091,1.19977655941036
"Bhutan","","2020-01-01",0,0,0,0,0,0,0,0,2,3,0,0,1.09494149712439,0.00539284472510774,3.44615999583231
"Bolivia","","2020-01-01",0,0,0,0,0,0,0,0,2,3,0,0,0.976915682047056,0.0181279593957638,0.597016203469169
"Bosnia and Herzegovina","","2020-01-01",0,0,0,0,0,0,0,0,2,3,0,0,1.02209250217718,0.0115230429049902,1.21719909818355
"Botswana","","2020-01-01",0,0,0,0,0,0,0,0,2,3,0,0,0.97200724793995,0.0202077608050541,0.543549244244618
"Brazil","","2020-01-01",0,0,0,0,0,0,0,0,2,3,0,0,1.0084702104154,0.00686673887381446,1.05434416023442
"Brunei","","2020-01-01",0,0,0,0,0,0,0,0,2,3,0,0,1.11256029318229,0.00109237505792494,4.46481946674941
