"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09978743687386,0.0145996401504323,4.34003113753511
"Albania","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12209111095166,0.00319678247116617,5.17560484955525
"Algeria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10564937415012,0.0133992991136829,4.61269889326589
"Andorra","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11921858428773,0.00592524738745305,4.80943198992797
"Angola","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12965017439984,0.00854240428351114,5.79752435540459
"Argentina","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11004277914148,0.0077100473707496,4.63555693286296
"Aruba","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Australia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.13077270845437,0.0025774974578998,5.7019353202802
"Austria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11146135001612,0.0108991894108821,4.82348541604078
"Azerbaijan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10452401552051,0.0104911316810938,4.4282917244658
"Bahamas","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09335882473614,0.0200330438777328,4.150393393383
"Bahrain","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.07603735192004,0.00476914518963317,2.85305597738292
"Bangladesh","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.1061922761908,0.0112094142793033,4.5586395882018
"Barbados","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09190108211254,0.0201822817301468,4.14175351498936
"Belarus","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09029430252594,0.0128636708451595,3.78123846653401
"Belgium","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09290710939859,0.0164902483851681,4.04007184232154
"Belize","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12427779013701,0.0059986582721748,5.44356187317169
"Benin","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.14328221516118,0.00796755642010526,6.36053577668086
