"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.02200447367431,0.038415000277419,0.925083573714909
"Albania","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,0.995973151476117,0.01559273031422,0.807874199274378
"Algeria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.10196110571188,0.00775987281619074,3.69841009255822
"Andorra","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,0.989691145475509,0.0150651212062773,0.879592002950365
"Angola","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.10910596178899,0.00451802755137607,4.17310926765902
"Argentina","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.00803951751137,0.00779167442917016,1.03876118274046
"Aruba","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,0.960726561306591,0.00728530918450312,0.560121921642187
"Australia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.1157031418245,0.00472013057314438,4.83728097408176
"Austria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.02427724383041,0.00585679117195821,1.32925357775668
"Azerbaijan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.0649136328707,0.00792516827543509,2.27144255142356
"Bahamas","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.08054324444366,0.00384737113404027,2.90417219079778
"Bahrain","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.02286493120281,0.00401194401782591,1.32582030383802
"Bangladesh","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.10341517400764,0.00334199048597024,3.94938951116724
"Barbados","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,0.930232548201457,0.00381453040705603,0.349036550414545
"Belarus","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,0.987841288562892,0.0195834114382706,0.689004280479727
"Belgium","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.0235865650515,0.00384193804244832,1.34113893503507
"Belize","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.0306245185173,0.0118003013635307,1.36953646160331
"Benin","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.11679439971572,0.00575801693553653,4.51789960251829
"Bermuda","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.03299197379577,0.0247379578858084,1.24506137086332
"Bhutan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.10149646742776,0.00591587227176553,3.7508851866188
"Bolivia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,0.980621347539454,0.0189779103590954,0.624572965081585
"Bosnia and Herzegovina","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.02718378085292,0.0121706578932557,1.29962911935878
"Botswana","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,0.975368098448044,0.0211591343985198,0.565261745005344
"Brazil","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.01389209284126,0.00712522078678513,1.13579888615221
"Brunei","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.12020333297777,0.00170231093865598,4.95582579345263
"Bulgaria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.03377622651437,0.0128977915082834,1.41443654101383
"Burkina Faso","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.07119883321093,0.0288009384100247,2.03022269089239
"Burundi","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.00878366624449,0.0454355858853786,0.709024439544568
"Cambodia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.1215266803446,0.00148764120203492,5.00166169233934
"Cameroon","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
"Canada","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.00890417532566,0.0143880871285479,0.984212986818728
"Cape Verde","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,0.995344802392221,0.0144616018605438,0.810300524334695
"Central African Republic","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.12390487468418,0.00123345911411131,5.12365681947477
"Chad","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.10404394032372,0.00602279278384548,3.86859784748618
"Chile","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.02238614312078,0.00895902743272113,1.25627725128102
"China","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.12014907173668,0.00482757582231265,5.11790940184516
"Colombia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.00784583676396,0.00805312363157386,1.03340333537257
"Comoros","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,0.930241613646692,0.0201999122627019,0.291541883047901
"Congo","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.11996688787916,0.00280570743897346,5.01133460471442
"Costa Rica","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.01140933726992,0.00981063873449268,1.06708332512478
"Cote d'Ivoire","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.03780146142156,0.0375708708605254,1.16920040296605
"Croatia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.02282085848183,0.00475983427100884,1.31507145244529
"Cuba","","2020-01-01",0,0,0,0,0,0,0,0,0,0,2,1,1.04741626287488,0.0250918300969956,1.52051357643975
