"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.02080171498395,0.0373158694978452,0.919515592426402
"Albania","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,0.993940248712513,0.015199824986671,0.787713126247265
"Algeria","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.09885267186143,0.00746151093250511,3.55515873299767
"Andorra","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,0.988995348566039,0.0162364685172888,0.866404584447853
"Angola","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.1057701185187,0.00434999545507262,3.99474944995132
"Argentina","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.00548316670441,0.0076465320464237,1.00308455145634
"Aruba","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,0.958737491888799,0.00952705375547713,0.547097554384744
"Australia","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.11192232263798,0.00419239693841512,4.59092981304805
"Austria","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.02151013384155,0.00575300936814244,1.27965847551253
"Azerbaijan","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.0620691563808,0.00762270798459382,2.18970795760005
"Bahamas","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.07733686223899,0.00370371644697443,2.78195146870713
"Bahrain","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.0199074060781,0.00405442828683514,1.27125841021107
"Bangladesh","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.10006108066378,0.00312166583760643,3.77769732120211
"Barbados","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,0.92771881764794,0.0039985078204857,0.335328565561814
"Belarus","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,0.986011313996293,0.0191320555677277,0.674110484333824
"Belgium","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.02060601357562,0.00389751320727182,1.28540896149204
"Belize","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.02819658619688,0.0114200165786226,1.32828152089807
"Benin","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.11339871470806,0.00569845824907008,4.32166318067129
"Bermuda","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.03119929158416,0.0238989074559765,1.2237317885369
"Bhutan","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.09833212888052,0.00563349901049508,3.60133442380039
"Bolivia","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,0.978847438542973,0.0185478382305896,0.611380673707944
"Bosnia and Herzegovina","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.02473581096767,0.0118328318461425,1.25963626259064
"Botswana","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,0.973761774823482,0.0206807114836072,0.554922375368961
"Brazil","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.01127884533853,0.00698017256789222,1.09600598834013
"Brunei","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.11649766682792,0.00136019273427595,4.71198223784721
"Bulgaria","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.03135469360637,0.012493916479363,1.37234911946744
"Burkina Faso","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.06927563386477,0.0277204218773291,1.99603609648939
"Burundi","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.00786656472544,0.0443188047485777,0.707986992372419
"Cambodia","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.11783796578639,0.00134282161726982,4.75757581639818
"Cameroon","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
"Canada","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.00679230202103,0.0139498053026517,0.959116335097517
"Cape Verde","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,0.993271241148769,0.014097159403996,0.789384693874503
"Central African Republic","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.1201718578645,0.00131568044942619,4.86995200013719
"Chad","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.10085919749424,0.00575172836667016,3.71344379940181
"Chile","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.01984829571874,0.0087094661817233,1.21491848395764
"China","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.1162894222996,0.00424070538042545,4.8510228890102
"Colombia","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.0053205095498,0.00788802419799748,0.998525178291967
"Comoros","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,0.928743947739041,0.019966893801903,0.285683440876395
"Congo","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.11617574443844,0.00229150336093254,4.75650007363918
"Costa Rica","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.00895150331207,0.00958160428038716,1.03277557710508
"Cote d'Ivoire","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.03646003186738,0.0363998611378517,1.1604695184248
"Croatia","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.01991424289146,0.0047706100065986,1.26226190288353
"Cuba","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.04560292110892,0.0241347077277612,1.49554933456136
"Cyprus","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,0.997166537367923,0.00963849224584574,0.873719805977476
"Czech Republic","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,0.979626923006649,0.0147471038821871,0.739170373989801
"Democratic Republic of Congo","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.10566769898394,0.00615439457872693,3.92050263425311
"Denmark","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.01857281119257,0.00875314118260053,1.19270481369672
"Djibouti","","2020-01-01",0,0,0,0,0,0,0,0,1,2,0,0,1.09463059795653,0.00942250019698538,3.30234087900449
