"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,1.02079574716493,0.0373151779523936,0.91944281841427
"Albania","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,0.993933327015518,0.015200407754838,0.787629465145545
"Algeria","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,1.09884464701401,0.00746227492614495,3.55474671743585
"Andorra","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,0.988991528409246,0.0162406015005549,0.866372297101053
"Angola","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,1.10576189744158,0.00435077277544691,3.99427078267576
"Argentina","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,1.00547579645041,0.00764760741971304,1.00296829287309
"Aruba","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,0.958733228284719,0.00953616434840022,0.547071136484052
"Australia","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,1.11191359718822,0.0041902776002643,4.59033387405451
"Austria","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,1.02150263748473,0.00575410091873761,1.2795091800661
"Azerbaijan","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,1.06206153172644,0.00762348772385961,2.18946015022146
"Bahamas","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,1.0773288268858,0.00370452714996768,2.78161622292955
"Bahrain","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,1.01989973763087,0.00405577854396581,1.27110446651206
"Bangladesh","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,1.10005281878215,0.00312192639282095,3.77723832812123
"Barbados","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,0.92771136550132,0.00399985537546529,0.335285567865986
"Belarus","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,0.986004504523577,0.0191324765362853,0.674040745120559
"Belgium","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,1.02059836374433,0.00389885741067565,1.2852533779327
"Belize","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,1.0281893502456,0.0114206406789772,1.32813751809916
"Benin","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,1.11339047996701,0.00569975543642473,4.32114133529026
"Bermuda","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,1.0311927513002,0.0238987365271329,1.22361938705963
"Bhutan","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,1.09832406626324,0.00563413604299801,3.60091223494875
"Bolivia","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,0.978840600922738,0.0185482602574753,0.611316972156002
"Bosnia and Herzegovina","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,1.02472856049726,0.0118336117166251,1.25949766961178
"Botswana","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,0.97375518844347,0.0206809502366915,0.554867117584512
"Brazil","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,1.01127143699005,0.00698119168506648,1.09587929165654
"Brunei","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,1.11648903417843,0.00135919873407575,4.71138271552234
"Bulgaria","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,1.03134746770313,0.0124945855531918,1.37220026081722
"Burkina Faso","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,1.06926905178038,0.0277200691857303,1.99585743743493
"Burundi","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,1.0078608695982,0.0443178838634253,0.70793485891536
"Cambodia","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,1.11782937196676,0.00134306779681761,4.75697145712306
"Cameroon","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,0,0,0
"Canada","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,1.00678533211161,0.0139502983274119,0.959015667613975
"Cape Verde","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,0.993264285446963,0.0140976878587849,0.789301160690638
"Central African Republic","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,1.12016336739759,0.00131688695881487,4.86933930789108
"Chad","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,1.1008512073019,0.00575244313223634,3.71301210054905
"Chile","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,1.01984094495821,0.00871027254182819,1.21478185125698
"China","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,1.11628058215711,0.00423846997311683,4.85038564189226
"Colombia","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,3,1.00531318955875,0.00788903175376359,0.998410500963461
