"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11166525027233,0.00910531443711407,4.79899354304558
"Albania","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12659300820519,0.00509185851307931,5.46061450683796
"Algeria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10044092248947,0.0154875377000688,4.41389552122325
"Andorra","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12561426854978,0.00329684357576819,5.18580959960422
"Angola","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.13447155819169,0.00349866102013499,5.98356804828331
"Argentina","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11520569370604,0.00744094377243521,4.94572987690955
"Aruba","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Australia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10686633517638,0.0130888812314015,4.64788387130703
"Austria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09265278859266,0.0184730235869504,4.10010441050871
"Azerbaijan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11459775121477,0.00832999439300511,4.90253475551679
"Bahamas","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.1325843285798,0.00774478675345868,5.74660895939404
"Bahrain","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.08843155927776,0.00731880995828142,3.48333441620618
"Bangladesh","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.1099801686525,0.0107546451577601,4.76266582559836
"Barbados","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Belarus","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09321719990001,0.00999827138273974,3.82099358538483
"Belgium","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09003097275671,0.016807193833555,3.91547046759133
"Belize","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benin","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.19741865456934,0.0322472950102786,9.58131884713359
"Bermuda","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.13204899854855,0.00801053196464991,5.42868948961108
"Bhutan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12228086890203,0.00793676760424736,5.18574181483635
