"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12080364451766,0.00911412990045139,4.62144447509997
"Albania","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.05729597629545,0.0143993705340693,1.93032757544383
"Algeria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11500233893839,0.00687450134948977,4.88789648177168
"Andorra","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0.985964491158778,0.00925908046485307,0.812934133387025
"Angola","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12034241292436,0.00611037038568178,5.19037340234462
"Argentina","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.04521645984214,0.00952749285479246,1.71279798420229
"Aruba","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0.994807746494763,0.01538861322945,0.79542813142001
"Australia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.1177351244989,0.00796696036551164,5.1056563715294
"Austria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.05076027849141,0.0037728794824113,1.95846828006138
"Azerbaijan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.08500157201769,0.0050064639385317,3.27992542550315
"Bahamas","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09153428448027,0.00670483919584971,3.62768011848627
"Bahrain","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.04520775340706,0.00243114689383193,1.83396659709325
"Bangladesh","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11273558282236,0.00759941305994678,4.7837577059388
"Barbados","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0.994161889776474,0.0446128893934145,0.578563590186817
"Belarus","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.06187640537757,0.0132767597841362,2.07480699189711
"Belgium","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.04518565645084,0.00215402898423104,1.83830178083126
"Belize","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.06812097186693,0.00468952192780471,2.4547786804558
"Benin","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12705523866174,0.00419706828493986,5.54251479939351
"Bermuda","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09240799620223,0.00468499581897736,3.39459121699934
"Bhutan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11162682452727,0.00858200442914595,4.75807528856047
"Bolivia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.06254076542632,0.0199912901218018,1.96481440555756
"Bosnia and Herzegovina","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.06524662405723,0.00417545096432925,2.36637316282576
"Botswana","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.07088602584393,0.0252987198115857,2.09311038908825
"Brazil","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.04799224538758,0.00812362684334459,1.80397459266698
"Brunei","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12437537744668,0.00574773247319154,5.43574060539201
"Bulgaria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.0711987847036,0.00351709745408113,2.58684790604574
"Burkina Faso","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12100930518949,0.00275009813389128,5.05448996972046
"Burundi","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.13664989149152,0.0139106299213751,5.3684842360803
"Cambodia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.135571318175,0.00145651377356472,6.00450666377398
"Cameroon","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Canada","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.06080671906614,0.0123492292223215,2.06969712555414
"Cape Verde","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.05848180968643,0.0185276872143947,1.8830937827226
"Central African Republic","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12407128565532,0.00537109113717757,5.39355317627008
"Chad","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12153303670869,0.00511107927936722,5.22102212053574
"Chile","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.05820805423496,0.00677298937342689,2.1009742996852
"China","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12627122469164,0.00513215338698165,5.53818591916476
"Colombia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.04487317543725,0.00950371534666166,1.70704759204936
"Comoros","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.0719770826921,0.0361923466208391,1.91000191683953
"Congo","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11610513218655,0.00859861206831178,5.02933901596474
"Costa Rica","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.05133311510233,0.0085191879124139,1.88059128114783
"Cote d'Ivoire","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12333888815614,0.00579122680968272,4.90395038681225
"Croatia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.04464125974672,0.00210968327640072,1.83386941641333
"Cuba","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10711289549503,0.00530027182711187,4.06852574687684
"Cyprus","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.04287614045179,0.0129359671933505,1.60928331974534
"Czech Republic","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0.986429951206584,0.0045873902327317,0.789724400034816
"Democratic Republic of Congo","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12197640451793,0.00558831136272814,5.27053347242456
"Denmark","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.05400232908498,0.0054571129009168,2.01782447599896
"Djibouti","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11490408617489,0.00516085750460376,4.80542474210339
"Dominica","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10520047996577,0.00666881338898153,3.91515867815244
"Dominican Republic","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.0749504493854,0.0103672787588932,2.54540982355259
"Ecuador","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09151730204627,0.00533316902859936,3.32174252707131
"Egypt","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11388413683284,0.00580576816518104,4.7709620912767
"El Salvador","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09442176803593,0.00927427366541514,3.32157908018187
