"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10001434595853,0.0155013966739825,4.38319549151269
"Albania","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10376455264416,0.0102325728129418,4.38314539151151
"Algeria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10270402967052,0.0135280971176173,4.4578054201664
"Andorra","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10691394143269,0.00237486505605077,4.18795820736025
"Angola","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10706641524697,0.013072794502128,4.67838583134018
"Argentina","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09531550380767,0.00676994526190444,3.79815021095194
"Aruba","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09541761128948,0.0200033077074112,4.24435724137197
"Australia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11139447757984,0.00900852274871345,4.76085056825364
"Austria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10379458745534,0.012108882346675,4.45879736332436
"Azerbaijan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09618094940314,0.0136215766528388,4.10369318420279
"Bahamas","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11547414980608,0.0130591336941051,4.24112994042029
"Bahrain","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.0684308648874,0.00868040778512364,2.74109464863315
"Bangladesh","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10048690601301,0.0139822426882159,4.34753901339075
"Barbados","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.20586924396295,0.0338551674169026,10.7016284827432
"Belarus","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09402087039222,0.0142236276728173,4.01784018273276
"Belgium","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11594026264704,0.00225732699905411,4.6583824201854
"Belize","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.0713313885374,0.031639414134934,3.57840422815142
"Benin","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10396361445175,0.0142323050493136,4.56577165690409
"Bermuda","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.13172650555498,0.0069460246309891,5.57556979591716
"Bhutan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12247731534555,0.00677253045765641,5.33409636807901
"Bolivia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09035299994698,0.00870197443667852,3.6220632045688
"Bosnia and Herzegovina","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10060615039628,0.0061717597404574,4.04105359187453
"Botswana","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11066651383103,0.0104008510566097,4.80691178077964
"Brazil","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.08179233826575,0.00514460965432778,3.13074881195949
"Brunei","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bulgaria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09887705106693,0.0135602923813945,4.24735610256481
"Burkina Faso","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.1360107299641,0.00462972792179394,6.10853290393406
"Burundi","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09628970333112,0.0168529538686224,4.25793617513941
"Cambodia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12122853711098,0.0116733990043256,5.38252992930546
"Cameroon","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11385459503845,0.00989795667036524,4.97475107563552
"Canada","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09879415101315,0.0143239540169194,4.27977556775209
"Cape Verde","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09115281872395,0.0142655076046757,3.86553053925624
"Central African Republic","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.07747203958096,0.0282847525076042,3.65815479153225
"Chad","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.15246897628947,0.0156027234101958,6.94566416549757
"Chile","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.07946789752004,0.00995839308754832,3.20912909522353
"China","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.1454397804855,0.00407058966750709,6.50517285622277
"Colombia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09185422905391,0.00490087404547463,3.48463154768937
"Comoros","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.15151523691465,0.00895564751183002,6.65195621365174
"Congo","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.08507205404724,0.0224885786786324,3.87956577941092
"Costa Rica","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09214554182514,0.010243687064081,3.79724826063403
"Cote d'Ivoire","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.08473718153492,0.0224506554629624,3.87039306390767
"Croatia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09666992873106,0.0162145590296111,4.22787817095828
"Cuba","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.15191229313073,0.00893858261345692,6.78607782848387
"Cyprus","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.14713652217782,0.00722954452104858,6.3893997131227
"Czech Republic","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10776448646071,0.010186946460684,4.61582830199085
"Democratic Republic of Congo","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09598963219997,0.0185494874259548,4.27767453534923
"Denmark","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11044446395799,0.00981373450991123,4.73360134098521
"Djibouti","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10275984263701,0.0118615386078127,4.38675143617673
"Dominica","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dominican Republic","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09198687058417,0.00631878497129673,3.623549712485
