"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_daily","cases_contagious","cases_active","p_cum_cases","p_cum_deaths","p_cases_infected","p_cases_daily","p_cases_contagious","p_cases_active"
"2019/12/19","VE",28515829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/20","VE",28515829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/21","VE",28515829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/22","VE",28515829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/23","VE",28515829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/24","VE",28515829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/25","VE",28515829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/26","VE",28515829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/27","VE",28515829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/28","VE",28515829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/29","VE",28515829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/30","VE",28515829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/31","VE",28515829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/01","VE",28515829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/02","VE",28515829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/03","VE",28515829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/04","VE",28515829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/05","VE",28515829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/06","VE",28515829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/07","VE",28515829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/08","VE",28515829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
