"year_week","date","countrycode","countryname","hosp_occupancy","hosp_weekly_admission","icu_weekly_admission"
"2020-W44",2020-10-26,"NO","Norway",54,0.863329011683469,0.112608131958713
"2020-W44",2020-10-26,"NO","Norway",54,0.600576703779805,0.112608131958713
"2020-W44",2020-10-27,"NO","Norway",51,0.863329011683469,0.112608131958713
"2020-W44",2020-10-27,"NO","Norway",51,0.600576703779805,0.112608131958713
"2020-W44",2020-10-28,"NO","Norway",49,0.863329011683469,0.112608131958713
"2020-W44",2020-10-28,"NO","Norway",49,0.600576703779805,0.112608131958713
"2020-W44",2020-10-29,"NO","Norway",47,0.863329011683469,0.112608131958713
"2020-W44",2020-10-29,"NO","Norway",47,0.600576703779805,0.112608131958713
"2020-W44",2020-10-30,"NO","Norway",60,0.863329011683469,0.112608131958713
"2020-W44",2020-10-30,"NO","Norway",60,0.600576703779805,0.112608131958713
"2020-W44",2020-10-31,"NO","Norway",60,0.863329011683469,0.112608131958713
"2020-W44",2020-10-31,"NO","Norway",60,0.600576703779805,0.112608131958713
"2020-W44",2020-11-01,"NO","Norway",63,0.863329011683469,0.112608131958713
"2020-W44",2020-11-01,"NO","Norway",63,0.600576703779805,0.112608131958713
"2020-W45",2020-11-02,"NO","Norway",64,1.50144175944951,0.0938401099655945
"2020-W45",2020-11-02,"NO","Norway",64,0.84456098969035,0.0938401099655945
"2020-W45",2020-11-03,"NO","Norway",61,1.50144175944951,0.0938401099655945
"2020-W45",2020-11-03,"NO","Norway",61,0.84456098969035,0.0938401099655945
"2020-W45",2020-11-04,"NO","Norway",70,1.50144175944951,0.0938401099655945
"2020-W45",2020-11-04,"NO","Norway",70,0.84456098969035,0.0938401099655945
"2020-W45",2020-11-05,"NO","Norway",72,1.50144175944951,0.0938401099655945
"2020-W45",2020-11-05,"NO","Norway",72,0.84456098969035,0.0938401099655945
"2020-W45",2020-11-06,"NO","Norway",88,1.50144175944951,0.0938401099655945
"2020-W45",2020-11-06,"NO","Norway",88,0.84456098969035,0.0938401099655945
"2020-W45",2020-11-07,"NO","Norway",92,1.50144175944951,0.0938401099655945
"2020-W45",2020-11-07,"NO","Norway",92,0.84456098969035,0.0938401099655945
"2020-W45",2020-11-08,"NO","Norway",96,1.50144175944951,0.0938401099655945
"2020-W45",2020-11-08,"NO","Norway",96,0.84456098969035,0.0938401099655945
"2020-W46",2020-11-09,"NO","Norway",97,1.9894103312706,0.319056373883021
"2020-W46",2020-11-09,"NO","Norway",97,1.0885452756009,0.319056373883021
"2020-W46",2020-11-10,"NO","Norway",104,1.9894103312706,0.319056373883021
"2020-W46",2020-11-10,"NO","Norway",104,1.0885452756009,0.319056373883021
"2020-W46",2020-11-11,"NO","Norway",95,1.9894103312706,0.319056373883021
"2020-W46",2020-11-11,"NO","Norway",95,1.0885452756009,0.319056373883021
"2020-W46",2020-11-12,"NO","Norway",110,1.9894103312706,0.319056373883021
"2020-W46",2020-11-12,"NO","Norway",110,1.0885452756009,0.319056373883021
"2020-W46",2020-11-13,"NO","Norway",109,1.9894103312706,0.319056373883021
"2020-W46",2020-11-13,"NO","Norway",109,1.0885452756009,0.319056373883021
"2020-W46",2020-11-14,"NO","Norway",117,1.9894103312706,0.319056373883021
"2020-W46",2020-11-14,"NO","Norway",117,1.0885452756009,0.319056373883021
"2020-W46",2020-11-15,"NO","Norway",127,1.9894103312706,0.319056373883021
"2020-W46",2020-11-15,"NO","Norway",127,1.0885452756009,0.319056373883021
"2020-W47",2020-11-16,"NO","Norway",135,2.06448241924308,0.375360439862378
"2020-W47",2020-11-16,"NO","Norway",135,0.994705165635301,0.375360439862378
"2020-W47",2020-11-17,"NO","Norway",139,2.06448241924308,0.375360439862378
"2020-W47",2020-11-17,"NO","Norway",139,0.994705165635301,0.375360439862378
"2020-W47",2020-11-18,"NO","Norway",143,2.06448241924308,0.375360439862378
"2020-W47",2020-11-18,"NO","Norway",143,0.994705165635301,0.375360439862378
"2020-W47",2020-11-19,"NO","Norway",138,2.06448241924308,0.375360439862378
"2020-W47",2020-11-19,"NO","Norway",138,0.994705165635301,0.375360439862378
"2020-W47",2020-11-20,"NO","Norway",127,2.06448241924308,0.375360439862378
"2020-W47",2020-11-20,"NO","Norway",127,0.994705165635301,0.375360439862378
"2020-W47",2020-11-21,"NO","Norway",124,2.06448241924308,0.375360439862378
"2020-W47",2020-11-21,"NO","Norway",124,0.994705165635301,0.375360439862378
"2020-W47",2020-11-22,"NO","Norway",129,2.06448241924308,0.375360439862378
"2020-W47",2020-11-22,"NO","Norway",129,0.994705165635301,0.375360439862378
"2020-W48",2020-11-23,"NO","Norway",138,2.0832504412362,0.394128461855497
"2020-W48",2020-11-23,"NO","Norway",138,0.919633077662826,0.394128461855497
"2020-W48",2020-11-24,"NO","Norway",128,2.0832504412362,0.394128461855497
"2020-W48",2020-11-24,"NO","Norway",128,0.919633077662826,0.394128461855497
"2020-W48",2020-11-25,"NO","Norway",116,2.0832504412362,0.394128461855497
"2020-W48",2020-11-25,"NO","Norway",116,0.919633077662826,0.394128461855497
"2020-W48",2020-11-26,"NO","Norway",123,2.0832504412362,0.394128461855497
