"year_week","date","countrycode","countryname","hosp_occupancy","icu_occupancy","hosp_weekly_admission","icu_weekly_admission"
"2020-W11",2020-03-09,"SI","Slovenia",NA,NA,1.29751050983513,0.192223779234834
"2020-W11",2020-03-10,"SI","Slovenia",18,1,1.29751050983513,0.192223779234834
"2020-W11",2020-03-11,"SI","Slovenia",18,1,1.29751050983513,0.192223779234834
"2020-W11",2020-03-12,"SI","Slovenia",17,2,1.29751050983513,0.192223779234834
"2020-W11",2020-03-13,"SI","Slovenia",22,4,1.29751050983513,0.192223779234834
"2020-W11",2020-03-14,"SI","Slovenia",29,4,1.29751050983513,0.192223779234834
"2020-W11",2020-03-15,"SI","Slovenia",33,3,1.29751050983513,0.192223779234834
"2020-W11",2020-03-16,"SI","Slovenia",32,5,1.29751050983513,0.192223779234834
"2020-W12",2020-03-17,"SI","Slovenia",38,5,1.97029373715705,0.384447558469668
"2020-W12",2020-03-18,"SI","Slovenia",43,5,1.97029373715705,0.384447558469668
"2020-W12",2020-03-19,"SI","Slovenia",47,7,1.97029373715705,0.384447558469668
"2020-W12",2020-03-20,"SI","Slovenia",46,8,1.97029373715705,0.384447558469668
"2020-W12",2020-03-21,"SI","Slovenia",51,8,1.97029373715705,0.384447558469668
"2020-W12",2020-03-22,"SI","Slovenia",52,11,1.97029373715705,0.384447558469668
"2020-W13",2020-03-23,"SI","Slovenia",56,10,3.70030775027056,0.865007006556753
"2020-W13",2020-03-24,"SI","Slovenia",69,11,3.70030775027056,0.865007006556753
"2020-W13",2020-03-25,"SI","Slovenia",78,14,3.70030775027056,0.865007006556753
"2020-W13",2020-03-26,"SI","Slovenia",81,16,3.70030775027056,0.865007006556753
"2020-W13",2020-03-27,"SI","Slovenia",102,22,3.70030775027056,0.865007006556753
"2020-W13",2020-03-28,"SI","Slovenia",102,23,3.70030775027056,0.865007006556753
"2020-W13",2020-03-29,"SI","Slovenia",108,24,3.70030775027056,0.865007006556753
"2020-W14",2020-03-30,"SI","Slovenia",117,29,2.49890913005284,0.624727282513211
"2020-W14",2020-03-31,"SI","Slovenia",110,28,2.49890913005284,0.624727282513211
"2020-W14",2020-04-01,"SI","Slovenia",109,31,2.49890913005284,0.624727282513211
"2020-W14",2020-04-02,"SI","Slovenia",108,30,2.49890913005284,0.624727282513211
"2020-W14",2020-04-03,"SI","Slovenia",114,30,2.49890913005284,0.624727282513211
"2020-W14",2020-04-04,"SI","Slovenia",109,32,2.49890913005284,0.624727282513211
"2020-W14",2020-04-05,"SI","Slovenia",110,31,2.49890913005284,0.624727282513211
"2020-W15",2020-04-06,"SI","Slovenia",112,30,2.69113290928768,0.624727282513211
"2020-W15",2020-04-07,"SI","Slovenia",109,32,2.69113290928768,0.624727282513211
"2020-W15",2020-04-08,"SI","Slovenia",111,35,2.69113290928768,0.624727282513211
"2020-W15",2020-04-09,"SI","Slovenia",108,34,2.69113290928768,0.624727282513211
"2020-W15",2020-04-10,"SI","Slovenia",106,36,2.69113290928768,0.624727282513211
"2020-W15",2020-04-11,"SI","Slovenia",94,35,2.69113290928768,0.624727282513211
"2020-W15",2020-04-12,"SI","Slovenia",95,35,2.69113290928768,0.624727282513211
"2020-W16",2020-04-13,"SI","Slovenia",95,33,2.16251751639188,0.384447558469668
"2020-W16",2020-04-14,"SI","Slovenia",103,35,2.16251751639188,0.384447558469668
"2020-W16",2020-04-15,"SI","Slovenia",96,34,2.16251751639188,0.384447558469668
"2020-W16",2020-04-16,"SI","Slovenia",99,30,2.16251751639188,0.384447558469668
"2020-W16",2020-04-17,"SI","Slovenia",95,28,2.16251751639188,0.384447558469668
"2020-W16",2020-04-18,"SI","Slovenia",93,27,2.16251751639188,0.384447558469668
"2020-W16",2020-04-19,"SI","Slovenia",89,26,2.16251751639188,0.384447558469668
"2020-W17",2020-04-20,"SI","Slovenia",87,26,1.153342675409,0.192223779234834
"2020-W17",2020-04-21,"SI","Slovenia",86,25,1.153342675409,0.192223779234834
"2020-W17",2020-04-22,"SI","Slovenia",82,24,1.153342675409,0.192223779234834
"2020-W17",2020-04-23,"SI","Slovenia",80,23,1.153342675409,0.192223779234834
"2020-W17",2020-04-24,"SI","Slovenia",78,23,1.153342675409,0.192223779234834
"2020-W17",2020-04-25,"SI","Slovenia",77,23,1.153342675409,0.192223779234834
"2020-W17",2020-04-26,"SI","Slovenia",80,23,1.153342675409,0.192223779234834
"2020-W18",2020-04-27,"SI","Slovenia",80,22,0.865007006556753,0.192223779234834
"2020-W18",2020-04-28,"SI","Slovenia",77,23,0.865007006556753,0.192223779234834
"2020-W18",2020-04-29,"SI","Slovenia",70,22,0.865007006556753,0.192223779234834
"2020-W18",2020-04-30,"SI","Slovenia",63,22,0.865007006556753,0.192223779234834
"2020-W18",2020-05-01,"SI","Slovenia",58,21,0.865007006556753,0.192223779234834
"2020-W18",2020-05-02,"SI","Slovenia",60,21,0.865007006556753,0.192223779234834
"2020-W18",2020-05-03,"SI","Slovenia",58,20,0.865007006556753,0.192223779234834
"2020-W19",2020-05-04,"SI","Slovenia",58,20,0.33639161366096,0
"2020-W19",2020-05-05,"SI","Slovenia",55,16,0.33639161366096,0
"2020-W19",2020-05-06,"SI","Slovenia",53,14,0.33639161366096,0
"2020-W19",2020-05-07,"SI","Slovenia",52,13,0.33639161366096,0
"2020-W19",2020-05-08,"SI","Slovenia",46,11,0.33639161366096,0
"2020-W19",2020-05-09,"SI","Slovenia",43,10,0.33639161366096,0
"2020-W19",2020-05-10,"SI","Slovenia",41,10,0.33639161366096,0
"2020-W20",2020-05-11,"SI","Slovenia",42,10,0.192223779234834,0
"2020-W20",2020-05-12,"SI","Slovenia",40,9,0.192223779234834,0
"2020-W20",2020-05-13,"SI","Slovenia",38,9,0.192223779234834,0
"2020-W20",2020-05-14,"SI","Slovenia",32,7,0.192223779234834,0
"2020-W20",2020-05-15,"SI","Slovenia",29,7,0.192223779234834,0
"2020-W20",2020-05-16,"SI","Slovenia",27,6,0.192223779234834,0
"2020-W20",2020-05-17,"SI","Slovenia",26,5,0.192223779234834,0
"2020-W21",2020-05-18,"SI","Slovenia",25,5,0,0.0480559448087085
"2020-W21",2020-05-19,"SI","Slovenia",24,5,0,0.0480559448087085
"2020-W21",2020-05-20,"SI","Slovenia",23,4,0,0.0480559448087085
"2020-W21",2020-05-21,"SI","Slovenia",21,3,0,0.0480559448087085
"2020-W21",2020-05-22,"SI","Slovenia",21,4,0,0.0480559448087085
"2020-W21",2020-05-23,"SI","Slovenia",18,3,0,0.0480559448087085
"2020-W21",2020-05-24,"SI","Slovenia",18,3,0,0.0480559448087085
"2020-W22",2020-05-25,"SI","Slovenia",16,3,0.0480559448087085,0
"2020-W22",2020-05-26,"SI","Slovenia",9,2,0.0480559448087085,0
"2020-W22",2020-05-27,"SI","Slovenia",8,2,0.0480559448087085,0
"2020-W22",2020-05-28,"SI","Slovenia",7,2,0.0480559448087085,0
"2020-W22",2020-05-29,"SI","Slovenia",7,2,0.0480559448087085,0
"2020-W22",2020-05-30,"SI","Slovenia",7,2,0.0480559448087085,0
"2020-W22",2020-05-31,"SI","Slovenia",6,2,0.0480559448087085,0
"2020-W23",2020-06-01,"SI","Slovenia",5,1,0.0480559448087085,0
"2020-W23",2020-06-02,"SI","Slovenia",5,1,0.0480559448087085,0
"2020-W23",2020-06-03,"SI","Slovenia",5,0,0.0480559448087085,0
"2020-W23",2020-06-04,"SI","Slovenia",5,0,0.0480559448087085,0
"2020-W23",2020-06-05,"SI","Slovenia",6,0,0.0480559448087085,0
"2020-W23",2020-06-06,"SI","Slovenia",6,0,0.0480559448087085,0
"2020-W23",2020-06-07,"SI","Slovenia",5,0,0.0480559448087085,0
"2020-W24",2020-06-08,"SI","Slovenia",5,0,0.0480559448087085,0
"2020-W24",2020-06-09,"SI","Slovenia",6,0,0.0480559448087085,0
"2020-W24",2020-06-10,"SI","Slovenia",6,0,0.0480559448087085,0
"2020-W24",2020-06-11,"SI","Slovenia",6,0,0.0480559448087085,0
"2020-W24",2020-06-12,"SI","Slovenia",6,0,0.0480559448087085,0
"2020-W24",2020-06-13,"SI","Slovenia",6,0,0.0480559448087085,0
"2020-W24",2020-06-14,"SI","Slovenia",6,0,0.0480559448087085,0
"2020-W25",2020-06-15,"SI","Slovenia",7,1,0.144167834426126,0.0480559448087085
"2020-W25",2020-06-16,"SI","Slovenia",7,1,0.144167834426126,0.0480559448087085
"2020-W25",2020-06-17,"SI","Slovenia",7,1,0.144167834426126,0.0480559448087085
"2020-W25",2020-06-18,"SI","Slovenia",6,1,0.144167834426126,0.0480559448087085
"2020-W25",2020-06-19,"SI","Slovenia",8,1,0.144167834426126,0.0480559448087085
"2020-W25",2020-06-20,"SI","Slovenia",6,1,0.144167834426126,0.0480559448087085
"2020-W25",2020-06-21,"SI","Slovenia",6,1,0.144167834426126,0.0480559448087085
"2020-W26",2020-06-22,"SI","Slovenia",6,1,0.144167834426126,0.144167834426126
"2020-W26",2020-06-23,"SI","Slovenia",5,1,0.144167834426126,0.144167834426126
"2020-W26",2020-06-24,"SI","Slovenia",7,2,0.144167834426126,0.144167834426126
"2020-W26",2020-06-25,"SI","Slovenia",7,2,0.144167834426126,0.144167834426126
"2020-W26",2020-06-26,"SI","Slovenia",8,1,0.144167834426126,0.144167834426126
"2020-W26",2020-06-27,"SI","Slovenia",8,0,0.144167834426126,0.144167834426126
"2020-W26",2020-06-28,"SI","Slovenia",7,0,0.144167834426126,0.144167834426126
"2020-W27",2020-06-29,"SI","Slovenia",8,0,0.192223779234834,0
"2020-W27",2020-06-30,"SI","Slovenia",8,0,0.192223779234834,0
"2020-W27",2020-07-01,"SI","Slovenia",8,0,0.192223779234834,0
"2020-W27",2020-07-02,"SI","Slovenia",9,0,0.192223779234834,0
"2020-W27",2020-07-03,"SI","Slovenia",10,0,0.192223779234834,0
"2020-W27",2020-07-04,"SI","Slovenia",6,0,0.192223779234834,0
"2020-W27",2020-07-05,"SI","Slovenia",6,0,0.192223779234834,0
"2020-W28",2020-07-06,"SI","Slovenia",11,0,0.720839172130628,0.0480559448087085
"2020-W28",2020-07-07,"SI","Slovenia",12,0,0.720839172130628,0.0480559448087085
"2020-W28",2020-07-08,"SI","Slovenia",14,0,0.720839172130628,0.0480559448087085
"2020-W28",2020-07-09,"SI","Slovenia",15,0,0.720839172130628,0.0480559448087085
"2020-W28",2020-07-10,"SI","Slovenia",16,0,0.720839172130628,0.0480559448087085
"2020-W28",2020-07-11,"SI","Slovenia",16,0,0.720839172130628,0.0480559448087085
"2020-W28",2020-07-12,"SI","Slovenia",16,1,0.720839172130628,0.0480559448087085
"2020-W29",2020-07-13,"SI","Slovenia",17,1,0.528615392895794,0.144167834426126
"2020-W29",2020-07-14,"SI","Slovenia",17,1,0.528615392895794,0.144167834426126
"2020-W29",2020-07-15,"SI","Slovenia",16,2,0.528615392895794,0.144167834426126
"2020-W29",2020-07-16,"SI","Slovenia",18,1,0.528615392895794,0.144167834426126
"2020-W29",2020-07-17,"SI","Slovenia",19,1,0.528615392895794,0.144167834426126
"2020-W29",2020-07-18,"SI","Slovenia",19,2,0.528615392895794,0.144167834426126
"2020-W29",2020-07-19,"SI","Slovenia",19,3,0.528615392895794,0.144167834426126
"2020-W30",2020-07-20,"SI","Slovenia",19,3,0.913062951365462,0.096111889617417
"2020-W30",2020-07-21,"SI","Slovenia",22,3,0.913062951365462,0.096111889617417
"2020-W30",2020-07-22,"SI","Slovenia",22,2,0.913062951365462,0.096111889617417
"2020-W30",2020-07-23,"SI","Slovenia",24,2,0.913062951365462,0.096111889617417
"2020-W30",2020-07-24,"SI","Slovenia",23,2,0.913062951365462,0.096111889617417
"2020-W30",2020-07-25,"SI","Slovenia",19,4,0.913062951365462,0.096111889617417
"2020-W30",2020-07-26,"SI","Slovenia",21,4,0.913062951365462,0.096111889617417
"2020-W31",2020-07-27,"SI","Slovenia",20,3,0.432503503278377,0.096111889617417
"2020-W31",2020-07-28,"SI","Slovenia",17,3,0.432503503278377,0.096111889617417
"2020-W31",2020-07-29,"SI","Slovenia",21,4,0.432503503278377,0.096111889617417
