"year_week","date","countrycode","countryname","hosp_occupancy","icu_occupancy","hosp_weekly_admission"
"2020-W08",2020-02-19,"IT","Italy",NA,NA,0.77535374437707
"2020-W08",2020-02-20,"IT","Italy",NA,NA,0.77535374437707
"2020-W08",2020-02-21,"IT","Italy",NA,NA,0.77535374437707
"2020-W08",2020-02-22,"IT","Italy",NA,NA,0.77535374437707
"2020-W08",2020-02-23,"IT","Italy",NA,NA,0.77535374437707
"2020-W08",2020-02-24,"IT","Italy",127,26,0.77535374437707
"2020-W09",2020-02-25,"IT","Italy",149,35,3.69618419595137
"2020-W09",2020-02-26,"IT","Italy",164,36,3.69618419595137
"2020-W09",2020-02-27,"IT","Italy",304,56,3.69618419595137
"2020-W09",2020-02-28,"IT","Italy",409,64,3.69618419595137
"2020-W09",2020-02-29,"IT","Italy",506,105,3.69618419595137
"2020-W09",2020-03-01,"IT","Italy",779,140,3.69618419595137
"2020-W09",2020-03-02,"IT","Italy",908,166,3.69618419595137
"2020-W09",2020-03-03,"IT","Italy",1263,229,3.69618419595137
"2020-W10",2020-03-04,"IT","Italy",1641,295,11.7032026715377
"2020-W10",2020-03-05,"IT","Italy",2141,351,11.7032026715377
"2020-W10",2020-03-06,"IT","Italy",2856,462,11.7032026715377
"2020-W10",2020-03-07,"IT","Italy",3218,567,11.7032026715377
"2020-W10",2020-03-08,"IT","Italy",4207,650,11.7032026715377
"2020-W11",2020-03-09,"IT","Italy",5049,733,21.3619897008503
"2020-W11",2020-03-10,"IT","Italy",5915,877,21.3619897008503
"2020-W11",2020-03-11,"IT","Italy",6866,1028,21.3619897008503
"2020-W11",2020-03-12,"IT","Italy",7803,1153,21.3619897008503
"2020-W11",2020-03-13,"IT","Italy",8754,1328,21.3619897008503
"2020-W11",2020-03-14,"IT","Italy",9890,1518,21.3619897008503
"2020-W11",2020-03-15,"IT","Italy",11335,1672,21.3619897008503
"2020-W11",2020-03-16,"IT","Italy",12876,1851,21.3619897008503
"2020-W12",2020-03-17,"IT","Italy",14954,2060,30.1543023534339
"2020-W12",2020-03-18,"IT","Italy",16620,2257,30.1543023534339
"2020-W12",2020-03-19,"IT","Italy",18255,2498,30.1543023534339
"2020-W12",2020-03-20,"IT","Italy",18675,2655,30.1543023534339
"2020-W12",2020-03-21,"IT","Italy",20565,2857,30.1543023534339
"2020-W12",2020-03-22,"IT","Italy",22855,3009,30.1543023534339
"2020-W13",2020-03-23,"IT","Italy",23896,3204,24.9902476072302
"2020-W13",2020-03-24,"IT","Italy",25333,3396,24.9902476072302
"2020-W13",2020-03-25,"IT","Italy",26601,3489,24.9902476072302
"2020-W13",2020-03-26,"IT","Italy",28365,3612,24.9902476072302
"2020-W13",2020-03-27,"IT","Italy",29761,3732,24.9902476072302
"2020-W13",2020-03-28,"IT","Italy",30532,3856,24.9902476072302
"2020-W13",2020-03-29,"IT","Italy",31292,3906,24.9902476072302
"2020-W14",2020-03-30,"IT","Italy",31776,3981,15.2916988474367
"2020-W14",2020-03-31,"IT","Italy",32215,4023,15.2916988474367
"2020-W14",2020-04-01,"IT","Italy",32438,4035,15.2916988474367
"2020-W14",2020-04-02,"IT","Italy",32593,4053,15.2916988474367
"2020-W14",2020-04-03,"IT","Italy",32809,4068,15.2916988474367
"2020-W14",2020-04-04,"IT","Italy",33004,3994,15.2916988474367
"2020-W14",2020-04-05,"IT","Italy",32926,3977,15.2916988474367
"2020-W15",2020-04-06,"IT","Italy",32874,3898,10.5053805408013
"2020-W15",2020-04-07,"IT","Italy",32510,3792,10.5053805408013
"2020-W15",2020-04-08,"IT","Italy",32178,3693,10.5053805408013
"2020-W15",2020-04-09,"IT","Italy",32004,3605,10.5053805408013
"2020-W15",2020-04-10,"IT","Italy",31739,3497,10.5053805408013
"2020-W15",2020-04-11,"IT","Italy",31525,3381,10.5053805408013
"2020-W15",2020-04-12,"IT","Italy",31190,3343,10.5053805408013
"2020-W16",2020-04-13,"IT","Italy",31283,3260,7.46692163655439
"2020-W16",2020-04-14,"IT","Italy",31197,3186,7.46692163655439
"2020-W16",2020-04-15,"IT","Italy",30722,3079,7.46692163655439
"2020-W16",2020-04-16,"IT","Italy",29829,2936,7.46692163655439
"2020-W16",2020-04-17,"IT","Italy",28598,2812,7.46692163655439
"2020-W16",2020-04-18,"IT","Italy",27740,2733,7.46692163655439
"2020-W16",2020-04-19,"IT","Italy",27668,2635,7.46692163655439
"2020-W17",2020-04-20,"IT","Italy",27479,2573,6.03549933924288
"2020-W17",2020-04-21,"IT","Italy",26605,2471,6.03549933924288
"2020-W17",2020-04-22,"IT","Italy",26189,2384,6.03549933924288
"2020-W17",2020-04-23,"IT","Italy",25138,2267,6.03549933924288
"2020-W17",2020-04-24,"IT","Italy",24241,2173,6.03549933924288
"2020-W17",2020-04-25,"IT","Italy",23635,2102,6.03549933924288
"2020-W17",2020-04-26,"IT","Italy",23381,2009,6.03549933924288
"2020-W18",2020-04-27,"IT","Italy",22309,1956,3.65807920424054
"2020-W18",2020-04-28,"IT","Italy",21586,1863,3.65807920424054
"2020-W18",2020-04-29,"IT","Italy",21005,1795,3.65807920424054
"2020-W18",2020-04-30,"IT","Italy",19843,1694,3.65807920424054
"2020-W18",2020-05-01,"IT","Italy",19147,1578,3.65807920424054
"2020-W18",2020-05-02,"IT","Italy",18896,1539,3.65807920424054
"2020-W18",2020-05-03,"IT","Italy",18743,1501,3.65807920424054
"2020-W19",2020-05-04,"IT","Italy",18302,1479,2.70214093392949
"2020-W19",2020-05-05,"IT","Italy",17697,1427,2.70214093392949
"2020-W19",2020-05-06,"IT","Italy",17102,1333,2.70214093392949
"2020-W19",2020-05-07,"IT","Italy",16485,1311,2.70214093392949
"2020-W19",2020-05-08,"IT","Italy",15804,1168,2.70214093392949
"2020-W19",2020-05-09,"IT","Italy",14868,1034,2.70214093392949
