"year_week","date","countrycode","countryname","hosp_occupancy","icu_occupancy","hosp_weekly_admission"
"2020-W05",2020-02-02,"PT","Portugal",NA,NA,0.0973082873478694
"2020-W06",2020-02-03,"PT","Portugal",NA,NA,0.0973082873478694
"2020-W06",2020-02-04,"PT","Portugal",NA,NA,0.0973082873478694
"2020-W06",2020-02-05,"PT","Portugal",NA,NA,0.0973082873478694
"2020-W06",2020-02-06,"PT","Portugal",NA,NA,0.0973082873478694
"2020-W06",2020-02-07,"PT","Portugal",NA,NA,0.0973082873478694
"2020-W06",2020-02-08,"PT","Portugal",NA,NA,0.0973082873478694
"2020-W06",2020-02-09,"PT","Portugal",NA,NA,0.0973082873478694
"2020-W07",2020-02-10,"PT","Portugal",NA,NA,0.155693259756591
"2020-W07",2020-02-11,"PT","Portugal",NA,NA,0.155693259756591
"2020-W07",2020-02-12,"PT","Portugal",NA,NA,0.155693259756591
"2020-W07",2020-02-13,"PT","Portugal",NA,NA,0.155693259756591
"2020-W07",2020-02-14,"PT","Portugal",NA,NA,0.155693259756591
"2020-W07",2020-02-15,"PT","Portugal",NA,NA,0.155693259756591
"2020-W07",2020-02-16,"PT","Portugal",NA,NA,0.155693259756591
"2020-W07",2020-02-17,"PT","Portugal",NA,NA,0.155693259756591
"2020-W07",2020-02-18,"PT","Portugal",NA,NA,0.155693259756591
"2020-W08",2020-02-19,"PT","Portugal",NA,NA,0.175154917226165
"2020-W08",2020-02-20,"PT","Portugal",NA,NA,0.175154917226165
"2020-W08",2020-02-21,"PT","Portugal",NA,NA,0.175154917226165
"2020-W08",2020-02-22,"PT","Portugal",NA,NA,0.175154917226165
"2020-W08",2020-02-23,"PT","Portugal",NA,NA,0.175154917226165
"2020-W08",2020-02-24,"PT","Portugal",NA,NA,0.175154917226165
"2020-W09",2020-02-25,"PT","Portugal",NA,NA,0.243270718369674
"2020-W09",2020-02-26,"PT","Portugal",NA,NA,0.243270718369674
"2020-W09",2020-02-27,"PT","Portugal",NA,NA,0.243270718369674
"2020-W09",2020-02-28,"PT","Portugal",NA,NA,0.243270718369674
"2020-W09",2020-02-29,"PT","Portugal",NA,NA,0.243270718369674
"2020-W09",2020-03-01,"PT","Portugal",NA,NA,0.243270718369674
