"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick"
2020-04-16,"BR","BRRJ",16550024,0,0,0,0
2020-04-17,"BR","BRRJ",16550024,0,0,0,0
2020-04-18,"BR","BRRJ",16550024,0,0,0,0
2020-04-19,"BR","BRRJ",16550024,0,0,0,0
2020-04-20,"BR","BRRJ",16550024,0,0,0,0
2020-04-21,"BR","BRRJ",16550024,0,0,0,0
2020-04-22,"BR","BRRJ",16550024,0,0,0,0
2020-04-23,"BR","BRRJ",16550024,0,0,0,0
2020-04-24,"BR","BRRJ",16550024,0,0,0,0
2020-04-25,"BR","BRRJ",16550024,0,0,0,0
2020-04-26,"BR","BRRJ",16550024,0,0,0,0
2020-04-27,"BR","BRRJ",16550024,0,0,0,0
2020-04-28,"BR","BRRJ",16550024,0,0,0,0
2020-04-29,"BR","BRRJ",16550024,0,0,0,0
2020-04-30,"BR","BRRJ",16550024,0,0,0,0
2020-05-01,"BR","BRRJ",16550024,0,0,0,0
2020-05-02,"BR","BRRJ",16550024,0,0,0,0
2020-05-03,"BR","BRRJ",16550024,0,0,0,0
2020-05-04,"BR","BRRJ",16550024,0,0,0,0
2020-05-05,"BR","BRRJ",16550024,0,0,0,0
2020-05-06,"BR","BRRJ",16550024,0,0,0,0
2020-05-07,"BR","BRRJ",16550024,0,0,0,0
2020-05-08,"BR","BRRJ",16550024,0,0,0,0
2020-05-09,"BR","BRRJ",16550024,0,0,0,0
2020-05-10,"BR","BRRJ",16550024,0,0,0,0
2020-05-11,"BR","BRRJ",16550024,0,0,0,0
2020-05-12,"BR","BRRJ",16550024,0,0,0,0
2020-05-13,"BR","BRRJ",16550024,0,0,0,0
2020-05-14,"BR","BRRJ",16550024,0,0,0,0
2020-05-15,"BR","BRRJ",16550024,0,0,0,0
2020-05-16,"BR","BRRJ",16550024,0,0,0,0
2020-05-17,"BR","BRRJ",16550024,0.176470588235294,0,NA,0
2020-05-18,"BR","BRRJ",16550024,0.176470588235294,0,NA,0
2020-05-19,"BR","BRRJ",16550024,0.176470588235294,0,NA,0
2020-05-20,"BR","BRRJ",16550024,0.134782608695652,0.00869565217391304,NA,0.00869565217391304
2020-05-21,"BR","BRRJ",16550024,0.134782608695652,0.00869565217391304,NA,0.00869565217391304
2020-05-22,"BR","BRRJ",16550024,0.134782608695652,0.00869565217391304,NA,0.00869565217391304
2020-05-23,"BR","BRRJ",16550024,0.134782608695652,0.00869565217391304,NA,0.00869565217391304
2020-05-24,"BR","BRRJ",16550024,0.134782608695652,0.00869565217391304,NA,0.00869565217391304
2020-05-25,"BR","BRRJ",16550024,0.134782608695652,0.00869565217391304,NA,0.00869565217391304
