"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","fatalities_p_w_country_only","stillsick_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","fatalities_p_w_country_rhs","stillsick_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","fatalities_p_w_country","stillsick_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","fatalities_p_w_regs_only","fatalities_p_m_regs_only","stillsick_p_w_regs_only","stillsick_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","fatalities_p_w_regs","fatalities_p_m_regs","stillsick_p_w_regs","stillsick_p_m_regs"
"BR",2020-12-09,204453710,0.105263157894737,0.00526315789473684,0.00263157894736842,0.0289473684210526,380,3,0.0793480447254644,10437,0.0158314698466666,0.0443296985842045,0.0331948064904881,10437,0.0802584397522115,0.0154602062299768,0.0428648483057541,0.0330455944662314,"BRAC",803513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR",2020-12-09,204453710,0.105263157894737,0.00526315789473684,0.00263157894736842,0.0289473684210526,380,3,0.0793480447254644,10437,0.0158314698466666,0.0443296985842045,0.0331948064904881,10437,0.0802584397522115,0.0154602062299768,0.0428648483057541,0.0330455944662314,"BRAL",3340932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR",2020-12-09,204453710,0.105263157894737,0.00526315789473684,0.00263157894736842,0.0289473684210526,380,3,0.0793480447254644,10437,0.0158314698466666,0.0443296985842045,0.0331948064904881,10437,0.0802584397522115,0.0154602062299768,0.0428648483057541,0.0330455944662314,"BRAM",3938336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR",2020-12-09,204453710,0.105263157894737,0.00526315789473684,0.00263157894736842,0.0289473684210526,380,3,0.0793480447254644,10437,0.0158314698466666,0.0443296985842045,0.0331948064904881,10437,0.0802584397522115,0.0154602062299768,0.0428648483057541,0.0330455944662314,"BRAP",766679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR",2020-12-09,204453710,0.105263157894737,0.00526315789473684,0.00263157894736842,0.0289473684210526,380,3,0.0793480447254644,10437,0.0158314698466666,0.0443296985842045,0.0331948064904881,10437,0.0802584397522115,0.0154602062299768,0.0428648483057541,0.0330455944662314,"BRBA",15203934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR",2020-12-09,204453710,0.105263157894737,0.00526315789473684,0.00263157894736842,0.0289473684210526,380,3,0.0793480447254644,10437,0.0158314698466666,0.0443296985842045,0.0331948064904881,10437,0.0802584397522115,0.0154602062299768,0.0428648483057541,0.0330455944662314,"BRCE",8904459,0.269230769230769,0.269230769230769,0,0,0.0192307692307692,0.0192307692307692,0,0,52,1,0.269230769230769,0.269230769230769,0,0,0.0192307692307692,0.0192307692307692,0,0
"BR",2020-12-09,204453710,0.105263157894737,0.00526315789473684,0.00263157894736842,0.0289473684210526,380,3,0.0793480447254644,10437,0.0158314698466666,0.0443296985842045,0.0331948064904881,10437,0.0802584397522115,0.0154602062299768,0.0428648483057541,0.0330455944662314,"BRDF",2914830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR",2020-12-09,204453710,0.105263157894737,0.00526315789473684,0.00263157894736842,0.0289473684210526,380,3,0.0793480447254644,10437,0.0158314698466666,0.0443296985842045,0.0331948064904881,10437,0.0802584397522115,0.0154602062299768,0.0428648483057541,0.0330455944662314,"BRES",3929911,0.12,0.12,0,0,0,0,0,0,50,1,0.12,0.12,0,0,0,0,0,0
"BR",2020-12-09,204453710,0.105263157894737,0.00526315789473684,0.00263157894736842,0.0289473684210526,380,3,0.0793480447254644,10437,0.0158314698466666,0.0443296985842045,0.0331948064904881,10437,0.0802584397522115,0.0154602062299768,0.0428648483057541,0.0330455944662314,"BRFN",3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR",2020-12-09,204453710,0.105263157894737,0.00526315789473684,0.00263157894736842,0.0289473684210526,380,3,0.0793480447254644,10437,0.0158314698466666,0.0443296985842045,0.0331948064904881,10437,0.0802584397522115,0.0154602062299768,0.0428648483057541,0.0330455944662314,"BRGO",6610681,0.333333333333333,0.333333333333333,0.2,0.2,0.0666666666666667,0.0666666666666667,0.133333333333333,0.133333333333333,15,1,0.333333333333333,0.333333333333333,0.2,0.2,0.0666666666666667,0.0666666666666667,0.133333333333333,0.133333333333333
