"Date","CountryName","RegionName","cases","PredictedDailyNewCases","PredictedDailyNewDeaths","avgcases7days_delta","avgdeaths7days_delta","X","date","estimate","PredictedDailyNewHospital","PredictedDailyNewICU"
2020-08-19,"Bulgaria","",151,132.428571428571,6.42857142857143,-2.85714285714286,-0.428571428571428,NA,NA,151,31.3928571428571,9.41785714285714
2020-08-20,"Bulgaria","",142,152.714285714286,7.14285714285714,20.2857142857143,0.714285714285714,NA,NA,142,36.9285714285714,11.0785714285714
2020-08-21,"Bulgaria","",169,126.857142857143,6.71428571428571,-25.8571428571429,-0.428571428571429,NA,NA,169,35.3571428571429,10.6071428571429
2020-08-22,"Bulgaria","",0,114,6.28571428571429,-12.8571428571429,-0.428571428571429,NA,NA,0,34.6071428571429,10.3821428571429
2020-08-23,"Bulgaria","",156,131.714285714286,6.71428571428571,17.7142857142857,0.428571428571429,NA,NA,156,35.2857142857143,10.5857142857143
2020-08-24,"Bulgaria","",99,126.571428571429,7.28571428571429,-5.14285714285715,0.571428571428571,NA,NA,99,33.8214285714286,10.1464285714286
2020-08-25,"Bulgaria","",203,131.428571428571,7.57142857142857,4.85714285714285,0.285714285714286,NA,NA,203,33.1071428571429,9.93214285714286
2020-08-26,"Bulgaria","",162,133,8.42857142857143,1.57142857142858,0.857142857142858,NA,NA,162,38.1785714285714,11.4535714285714
2020-08-27,"Bulgaria","",157,135.142857142857,8.85714285714286,2.14285714285714,0.428571428571429,NA,NA,157,31.7142857142857,9.51428571428571
2020-08-28,"Bulgaria","",157,133.428571428571,9.14285714285714,-1.71428571428572,0.285714285714285,NA,NA,157,28.5,8.55
2020-08-29,"Bulgaria","",99,147.571428571429,9.42857142857143,14.1428571428572,0.285714285714286,NA,NA,99,32.9285714285714,9.87857142857143
2020-08-30,"Bulgaria","",26,129,9.71428571428571,-18.5714285714286,0.285714285714285,NA,NA,26,31.6428571428571,9.49285714285714
2020-08-31,"Bulgaria","",76,125.714285714286,9.42857142857143,-3.28571428571429,-0.285714285714285,NA,NA,76,32.8571428571429,9.85714285714286
2020-09-01,"Bulgaria","",188,123.571428571429,10,-2.14285714285714,0.571428571428571,NA,NA,188,33.25,9.975
2020-09-02,"Bulgaria","",163,123.714285714286,8.85714285714286,0.142857142857139,-1.14285714285714,NA,NA,163,33.7857142857143,10.1357142857143
2020-09-03,"Bulgaria","",158,123.857142857143,9.14285714285714,0.142857142857153,0.285714285714285,NA,NA,158,33.3571428571429,10.0071428571429
2020-09-04,"Bulgaria","",179,127,8.85714285714286,3.14285714285714,-0.285714285714285,NA,NA,179,36.8928571428571,11.0678571428571
2020-09-05,"Bulgaria","",96,126.571428571429,9.42857142857143,-0.428571428571431,0.571428571428571,NA,NA,96,32.25,9.675
2020-09-06,"Bulgaria","",39,128.428571428571,9,1.85714285714285,-0.428571428571429,NA,NA,39,31.4285714285714,9.42857142857143
2020-09-07,"Bulgaria","",57,125.714285714286,6.85714285714286,-2.71428571428571,-2.14285714285714,NA,NA,57,30.8928571428571,9.26785714285714
2020-09-08,"Bulgaria","",167,122.714285714286,7.14285714285714,-3,0.285714285714286,NA,NA,167,30.9285714285714,9.27857142857143
2020-09-09,"Bulgaria","",122,116.857142857143,7.71428571428571,-5.85714285714285,0.571428571428571,NA,NA,122,30.9642857142857,9.28928571428571
2020-09-10,"Bulgaria","",163,117.571428571429,6.85714285714286,0.714285714285708,-0.857142857142858,NA,NA,163,31.75,9.525
2020-09-11,"Bulgaria","",201,120.714285714286,6.85714285714286,3.14285714285714,0,NA,NA,201,31.6428571428571,9.49285714285714
2020-09-12,"Bulgaria","",92,120.142857142857,6.57142857142857,-0.571428571428569,-0.285714285714286,NA,NA,92,32.1071428571429,9.63214285714286
2020-09-13,"Bulgaria","",27,118.428571428571,6.28571428571429,-1.71428571428571,-0.285714285714286,NA,NA,27,31.4285714285714,9.42857142857143
2020-09-14,"Bulgaria","",143,130.714285714286,7.42857142857143,12.2857142857143,1.14285714285714,NA,NA,143,30.6785714285714,9.20357142857143
2020-09-15,"Bulgaria","",155,129,6.28571428571429,-1.71428571428572,-1.14285714285714,NA,NA,155,29.2142857142857,8.76428571428571
2020-09-16,"Bulgaria","",174,136.428571428571,5.28571428571429,7.42857142857142,-1,NA,NA,174,29.3928571428571,8.81785714285714
2020-09-17,"Bulgaria","",154,135.142857142857,6.14285714285714,-1.28571428571428,0.857142857142858,NA,NA,154,30.1785714285714,9.05357142857143
2020-09-18,"Bulgaria","",189,133.428571428571,5.71428571428571,-1.71428571428572,-0.428571428571429,NA,NA,189,30.0357142857143,9.01071428571428
2020-09-19,"Bulgaria","",86,132.571428571429,5.42857142857143,-0.857142857142833,-0.285714285714286,NA,NA,86,29.6071428571429,8.88214285714286
2020-09-20,"Bulgaria","",44,135,5.85714285714286,2.42857142857142,0.428571428571428,NA,NA,44,32.6785714285714,9.80357142857143
2020-09-21,"Bulgaria","",151,136.142857142857,5.14285714285714,1.14285714285714,-0.714285714285714,NA,NA,151,32.25,9.675
2020-09-22,"Bulgaria","",109,129.571428571429,4.42857142857143,-6.57142857142856,-0.714285714285714,NA,NA,109,34.1071428571429,10.2321428571429
2020-09-23,"Bulgaria","",160,127.571428571429,5.71428571428571,-2.00000000000001,1.28571428571429,NA,NA,160,33.7857142857143,10.1357142857143
2020-09-24,"Bulgaria","",290,147,5.14285714285714,19.4285714285714,-0.571428571428571,NA,NA,290,33.3571428571429,10.0071428571429
2020-09-25,"Bulgaria","",255,156.428571428571,5.14285714285714,9.42857142857142,0,NA,NA,255,33.1428571428571,9.94285714285714
2020-09-26,"Bulgaria","",169,168.285714285714,4.85714285714286,11.8571428571429,-0.285714285714286,NA,NA,169,33.75,10.125
2020-09-27,"Bulgaria","",58,170.285714285714,5,2,0.142857142857143,NA,NA,58,34.0357142857143,10.2107142857143
2020-09-28,"Bulgaria","",216,179.571428571429,6,9.28571428571431,1,NA,NA,216,32.3928571428571,9.71785714285714
2020-09-29,"Bulgaria","",276,203.428571428571,6.57142857142857,23.8571428571428,0.571428571428571,NA,NA,276,31.8928571428571,9.56785714285714
2020-09-30,"Bulgaria","",286,221.428571428571,6.57142857142857,18,0,NA,NA,286,36.75,11.025
2020-10-01,"Bulgaria","",0,180,5.71428571428571,-41.4285714285714,-0.857142857142857,NA,NA,0,39.1071428571429,11.7321428571429
2020-10-02,"Bulgaria","",503,215.428571428571,7,35.4285714285714,1.28571428571429,NA,NA,503,42.0714285714286,12.6214285714286
2020-10-03,"Bulgaria","",182,217.285714285714,7.42857142857143,1.85714285714286,0.428571428571429,NA,NA,182,42.5714285714286,12.7714285714286
2020-10-04,"Bulgaria","",69,218.857142857143,6.85714285714286,1.57142857142858,-0.571428571428572,NA,NA,69,44.8928571428571,13.4678571428571
2020-10-05,"Bulgaria","",283,228.428571428571,6.71428571428571,9.57142857142856,-0.142857142857142,NA,NA,283,50.8571428571429,15.2571428571429
2020-10-06,"Bulgaria","",436,251.285714285714,7,22.8571428571429,0.285714285714286,NA,NA,436,55.3571428571429,16.6071428571429
2020-10-07,"Bulgaria","",437,272.857142857143,6.85714285714286,21.5714285714286,-0.142857142857143,NA,NA,437,45,13.5
2020-10-08,"Bulgaria","",516,346.571428571429,7.85714285714286,73.7142857142857,1,NA,NA,516,53.8571428571429,16.1571428571429
2020-10-09,"Bulgaria","",612,362.142857142857,7,15.5714285714286,-0.857142857142857,NA,NA,612,54.3214285714286,16.2964285714286
2020-10-10,"Bulgaria","",448,400.142857142857,7.14285714285714,38,0.142857142857143,NA,NA,448,54.7142857142857,16.4142857142857
2020-10-11,"Bulgaria","",83,402.142857142857,6.85714285714286,2,-0.285714285714286,NA,NA,83,57.1071428571429,17.1321428571429
2020-10-12,"Bulgaria","",587,445.571428571429,8.71428571428571,43.4285714285714,1.85714285714286,NA,NA,587,62.8214285714286,18.8464285714286
2020-10-13,"Bulgaria","",785,495.428571428571,8.71428571428571,49.8571428571429,0,NA,NA,785,68.2142857142857,20.4642857142857
2020-10-14,"Bulgaria","",819,550,8,54.5714285714286,-0.714285714285714,NA,NA,819,86.6428571428571,25.9928571428571
2020-10-15,"Bulgaria","",914,606.857142857143,9.14285714285714,56.8571428571429,1.14285714285714,NA,NA,914,90.5357142857143,27.1607142857143
2020-10-16,"Bulgaria","",998,662,10.1428571428571,55.1428571428571,1,NA,NA,998,100.035714285714,30.0107142857143
2020-10-17,"Bulgaria","",603,684.142857142857,11,22.1428571428571,0.857142857142858,NA,NA,603,100.535714285714,30.1607142857143
2020-10-18,"Bulgaria","",395,728.714285714286,13.4285714285714,44.5714285714286,2.42857142857143,NA,NA,395,111.392857142857,33.4178571428571
2020-10-19,"Bulgaria","",1024,791.142857142857,13.2857142857143,62.4285714285714,-0.142857142857142,NA,NA,1024,123.857142857143,37.1571428571429
2020-10-20,"Bulgaria","",1336,869.857142857143,13.7142857142857,78.7142857142858,0.428571428571427,NA,NA,1336,137.5,41.25
2020-10-21,"Bulgaria","",1472,963.142857142857,17,93.2857142857142,3.28571428571429,NA,NA,1472,151.714285714286,45.5142857142857
2020-10-22,"Bulgaria","",1595,1060.42857142857,17.1428571428571,97.2857142857142,0.142857142857142,NA,NA,1595,165.5,49.65
2020-10-23,"Bulgaria","",1589,1144.85714285714,17,84.4285714285716,-0.142857142857142,NA,NA,1589,171.035714285714,51.3107142857143
2020-10-24,"Bulgaria","",1043,1207.71428571429,16.5714285714286,62.8571428571429,-0.428571428571427,NA,NA,1043,182.178571428571,54.6535714285714
2020-10-25,"Bulgaria","",327,1198,15.4285714285714,-9.71428571428578,-1.14285714285714,NA,NA,327,197.785714285714,59.3357142857143
2020-10-26,"Bulgaria","",2243,1372.14285714286,18.2857142857143,174.142857142857,2.85714285714286,NA,NA,2243,217.464285714286,65.2392857142857
2020-10-27,"Bulgaria","",2569,1548.28571428571,20.2857142857143,176.142857142857,2,NA,NA,2569,240.785714285714,72.2357142857143
2020-10-28,"Bulgaria","",2760,1732.28571428571,21.2857142857143,184,1,NA,NA,2760,265.107142857143,79.5321428571428
2020-10-29,"Bulgaria","",2689,1888.57142857143,23,156.285714285714,1.71428571428572,NA,NA,2689,286.214285714286,85.8642857142857
2020-10-30,"Bulgaria","",2891,2074.57142857143,25.2857142857143,186,2.28571428571428,NA,NA,2891,301.928571428571,90.5785714285714
2020-10-31,"Bulgaria","",1803,2183.14285714286,27.8571428571429,108.571428571429,2.57142857142857,NA,NA,1803,299.5,89.85
2020-11-01,"Bulgaria","",1225,2311.42857142857,29.1428571428571,128.285714285714,1.28571428571428,NA,NA,1225,343.035714285714,102.910714285714
2020-11-02,"Bulgaria","",2427,2337.71428571429,30.4285714285714,26.2857142857142,1.28571428571428,NA,NA,2427,387.071428571429,116.121428571429
2020-11-03,"Bulgaria","",4041,2548,35.8571428571429,210.285714285714,5.42857142857143,NA,NA,4041,433.071428571429,129.921428571429
2020-11-04,"Bulgaria","",4054,2732.85714285714,38.4285714285714,184.857142857143,2.57142857142858,NA,NA,4054,472.142857142857,141.642857142857
2020-11-05,"Bulgaria","",3754,2885,41.8571428571429,152.142857142857,3.42857142857142,NA,NA,3754,518.642857142857,155.592857142857
2020-11-06,"Bulgaria","",3839,3020.42857142857,46,135.428571428572,4.14285714285715,NA,NA,3839,545.785714285714,163.735714285714
2020-11-07,"Bulgaria","",2301,3091.57142857143,50.4285714285714,71.1428571428569,4.42857142857143,NA,NA,2301,577.857142857143,173.357142857143
2020-11-08,"Bulgaria","",675,3013,52.4285714285714,-78.5714285714284,2,NA,NA,675,584.428571428571,175.328571428571
2020-11-09,"Bulgaria","",3816,3211.42857142857,60.2857142857143,198.428571428572,7.85714285714285,NA,NA,3816,637,191.1
2020-11-10,"Bulgaria","",4390,3261.28571428571,62.7142857142857,49.8571428571427,2.42857142857143,NA,NA,4390,683.214285714286,204.964285714286
2020-11-11,"Bulgaria","",3945,3245.71428571429,61.7142857142857,-15.5714285714284,-1,NA,NA,3945,721.25,216.375
2020-11-12,"Bulgaria","",3414,3197.14285714286,64.5714285714286,-48.5714285714284,2.85714285714285,NA,NA,3414,755.107142857143,226.532142857143
2020-11-13,"Bulgaria","",4212,3250.42857142857,68.4285714285714,53.2857142857142,3.85714285714286,NA,NA,4212,772.892857142857,231.867857142857
2020-11-14,"Bulgaria","",2498,3278.57142857143,65.5714285714286,28.1428571428569,-2.85714285714286,NA,NA,2498,753.25,225.975
2020-11-15,"Bulgaria","",816,3298.71428571429,66.4285714285714,20.1428571428573,0.857142857142861,NA,NA,816,802.857142857143,240.857142857143
2020-11-16,"Bulgaria","",3519,3256.28571428571,73,-42.4285714285716,6.57142857142857,NA,NA,3519,815.321428571429,244.596428571429
2020-11-17,"Bulgaria","",4828,3318.85714285714,80.2857142857143,62.5714285714284,7.28571428571429,NA,NA,4828,811.428571428571,243.428571428571
2020-11-18,"Bulgaria","",3938,3317.85714285714,90.2857142857143,-1,10,NA,NA,3938,799.285714285714,239.785714285714
2020-11-19,"Bulgaria","",3899,3387.14285714286,97,69.2857142857147,6.71428571428571,NA,NA,3899,812.607142857143,243.782142857143
2020-11-20,"Bulgaria","",3983,3354.42857142857,103.285714285714,-32.7142857142858,6.28571428571429,NA,NA,3983,819.642857142857,245.892857142857
2020-11-21,"Bulgaria","",2279,3323.14285714286,104.142857142857,-31.2857142857142,0.857142857142847,NA,NA,2279,824.678571428571,247.403571428571
2020-11-22,"Bulgaria","",1123,3367,107.142857142857,43.8571428571427,3,NA,NA,1123,814.071428571429,244.221428571429
2020-11-23,"Bulgaria","",3146,3313.71428571429,112.428571428571,-53.2857142857142,5.28571428571429,NA,NA,3146,829.714285714286,248.914285714286
2020-11-24,"Bulgaria","",4382,3250,116.142857142857,-63.7142857142858,3.71428571428571,NA,NA,4382,829.464285714286,248.839285714286
2020-11-25,"Bulgaria","",3712,3217.71428571429,119.571428571429,-32.2857142857142,3.42857142857143,NA,NA,3712,846.785714285714,254.035714285714
2020-11-26,"Bulgaria","",3568,3170.42857142857,125.714285714286,-47.2857142857142,6.14285714285714,NA,NA,3568,838.607142857143,251.582142857143
2020-11-27,"Bulgaria","",3327,3076.71428571429,128.857142857143,-93.7142857142858,3.14285714285715,NA,NA,3327,830.785714285714,249.235714285714
2020-11-28,"Bulgaria","",1792,3007.14285714286,132.714285714286,-69.5714285714284,3.85714285714286,NA,NA,1792,841.75,252.525
2020-11-29,"Bulgaria","",739,2952.28571428571,133.428571428571,-54.8571428571431,0.714285714285694,NA,NA,739,828.428571428571,248.528571428571
2020-11-30,"Bulgaria","",2814,2904.85714285714,138,-47.4285714285716,4.57142857142858,NA,NA,2814,812.5,243.75
2020-12-01,"Bulgaria","",3475,2775.28571428571,137.428571428571,-129.571428571428,-0.571428571428584,NA,NA,3475,804.428571428571,241.328571428571
2020-12-02,"Bulgaria","",3138,2693.28571428571,140,-82,2.57142857142858,NA,NA,3138,792.607142857143,237.782142857143
2020-12-03,"Bulgaria","",3280,2652.14285714286,139.142857142857,-41.1428571428569,-0.857142857142861,NA,NA,3280,769.178571428571,230.753571428571
2020-12-04,"Bulgaria","",3614,2693.14285714286,138.571428571429,41,-0.571428571428555,NA,NA,3614,751.785714285714,225.535714285714
2020-12-05,"Bulgaria","",2037,2728.14285714286,140,35,1.42857142857142,NA,NA,2037,738.071428571429,221.421428571429
2020-12-06,"Bulgaria","",577,2705,140.428571428571,-23.1428571428573,0.428571428571416,NA,NA,577,726.214285714286,217.864285714286
2020-12-07,"Bulgaria","",2764,2697.85714285714,139.285714285714,-7.14285714285734,-1.14285714285714,NA,NA,2764,693.821428571429,208.146428571429
2020-12-08,"Bulgaria","",3980,2770,138.285714285714,72.1428571428573,-1,NA,NA,3980,673.321428571429,201.996428571429
2020-12-09,"Bulgaria","",3328,2797.14285714286,133.714285714286,27.1428571428573,-4.57142857142856,NA,NA,3328,663.035714285714,198.910714285714
2020-12-10,"Bulgaria","",3075,2767.85714285714,128.857142857143,-29.2857142857147,-4.85714285714286,NA,NA,3075,673.285714285714,201.985714285714
2020-12-11,"Bulgaria","",3097,2694,130.285714285714,-73.8571428571427,1.42857142857142,NA,NA,3097,682.035714285714,204.610714285714
2020-12-12,"Bulgaria","",1287,2586.85714285714,128.142857142857,-107.142857142857,-2.14285714285714,NA,NA,1287,676.25,202.875
2020-12-13,"Bulgaria","",497,2575.42857142857,127.285714285714,-11.4285714285711,-0.857142857142847,NA,NA,497,674.464285714286,202.339285714286
2020-12-14,"Bulgaria","",2095,2479.85714285714,118.285714285714,-95.5714285714289,-9,NA,NA,2095,692.5,207.75
2020-12-15,"Bulgaria","",2743,2303.14285714286,121.285714285714,-176.714285714285,3,NA,NA,2743,699.285714285714,209.785714285714
2020-12-16,"Bulgaria","",1959,2107.57142857143,130.428571428571,-195.571428571429,9.14285714285712,NA,NA,1959,691.964285714286,207.589285714286
2020-12-17,"Bulgaria","",2042,1960,133.428571428571,-147.571428571428,3,NA,NA,2042,673.5,202.05
2020-12-18,"Bulgaria","",1739,1766,133.428571428571,-194,0,NA,NA,1739,646.714285714286,194.014285714286
2020-12-19,"Bulgaria","",1002,1725.28571428571,132.142857142857,-40.7142857142858,-1.28571428571428,NA,NA,1002,643.857142857143,193.157142857143
2020-12-20,"Bulgaria","",166,1678,131.571428571429,-47.2857142857142,-0.571428571428555,NA,NA,166,619.964285714286,185.989285714286
2020-12-21,"Bulgaria","",1277,1561.14285714286,132.428571428571,-116.857142857143,0.857142857142833,NA,NA,1277,575.785714285714,172.735714285714
2020-12-22,"Bulgaria","",1277,1491.25707734521,111.079774104345,NA,NA,1,"2020-12-22",2253.7995414165,526.892857142857,158.067857142857
2020-12-23,"Bulgaria","",1277,1501.04183530145,109.916783619596,NA,NA,2,"2020-12-23",2027.49330569366,490,147
2020-12-24,"Bulgaria","",1277,1473.93862031283,106.983778348301,NA,NA,3,"2020-12-24",1852.27749507962,441.5,132.45
2020-12-25,"Bulgaria","",1277,1477.79576316997,102.728935111414,NA,NA,NA,NA,1766,431.321428571429,129.396428571429
2020-12-26,"Bulgaria","",1277,1490.29027721971,102.275085166146,NA,NA,4,"2020-12-26",1089.4615983482,419.5,125.85
2020-12-27,"Bulgaria","",1277,1532.27477571551,98.4797649988419,NA,NA,5,"2020-12-27",459.891489470588,390.285714285714,117.085714285714
2020-12-28,"Bulgaria","",1277,1465.50416387961,91.4621102201354,NA,NA,6,"2020-12-28",809.605717148705,372.814269336304,111.844280800891
2020-12-29,"Bulgaria","",1277,1332.32507383152,83.6956030317366,NA,NA,7,"2020-12-29",1321.54591107988,375.260458825363,112.578137647609
2020-12-30,"Bulgaria","",1277,1335.04932487291,77.8352656134634,NA,NA,8,"2020-12-30",2046.56306298335,368.484655078206,110.545396523462
2020-12-31,"Bulgaria","",1277,1396.14367798251,70.131162792539,NA,NA,9,"2020-12-31",2279.93796684686,369.448940792492,110.834682237748
2021-01-01,"Bulgaria","",1277,1362.17420324296,68.5143223625217,NA,NA,10,"2021-01-01",1528.21367682311,372.572569304928,111.771770791478
2021-01-02,"Bulgaria","",1277,1402.27153663919,66.6365182139753,NA,NA,11,"2021-01-02",1370.14293212181,383.068693928877,114.920608178663
2021-01-03,"Bulgaria","",1277,1673.25351012211,61.9959025236099,NA,NA,12,"2021-01-03",2356.76530385106,366.376040969903,109.912812290971
2021-01-04,"Bulgaria","",1277,1763.87095173787,59.2206075066949,NA,NA,13,"2021-01-04",1443.92780845901,333.08126845788,99.9243805373641
2021-01-05,"Bulgaria","",1277,1717.3209917616,59.6091785446985,NA,NA,14,"2021-01-05",995.696191245983,333.762331218227,100.128699365468
2021-01-06,"Bulgaria","",1277,1735.861801967,58.5328591887707,NA,NA,15,"2021-01-06",2176.34873442116,349.035919495628,104.710775848688
2021-01-07,"Bulgaria","",1277,1561.02038832846,58.6860335452987,NA,NA,16,"2021-01-07",1056.04807137709,340.543550810739,102.163065243222
2021-01-08,"Bulgaria","",1277,1476.75704478377,59.182214065591,NA,NA,17,"2021-01-08",938.370272010261,350.567884159797,105.170365247939
2021-01-09,"Bulgaria","",1277,1394.67207110246,60.849497020728,NA,NA,18,"2021-01-09",795.548116352691,418.313377530528,125.494013259158
2021-01-10,"Bulgaria","",1277,1234.88436347561,58.197911149595,NA,NA,19,"2021-01-10",1238.2513504631,440.967737934467,132.29032138034
2021-01-11,"Bulgaria","",1277,1423.41691347659,52.9091204107927,NA,NA,20,"2021-01-11",2763.65565846587,429.330247940399,128.79907438212
2021-01-12,"Bulgaria","",1277,1928.74602901288,53.0173055145702,NA,NA,21,"2021-01-12",4533,433.96545049175,130.189635147525
2021-01-13,"Bulgaria","",1277,2293.69620980986,55.4434765358809,NA,NA,22,"2021-01-13",4731,390.255097082115,117.076529124635
2021-01-14,"Bulgaria","",1277,2371.53949494177,54.0944851638895,NA,NA,23,"2021-01-14",1600.95106730044,369.189261195942,110.756778358783
2021-01-15,"Bulgaria","",1277,2489.77231322601,55.6868252635258,NA,NA,NA,NA,1766,348.668017775616,104.600405332685
2021-01-16,"Bulgaria","",1277,2628.4082966042,66.448026223987,NA,NA,NA,NA,1766,308.721090868903,92.616327260671
2021-01-17,"Bulgaria","",1277,2703.80096082376,70.0466143042804,NA,NA,NA,NA,1766,355.854228369148,106.756268510745
2021-01-18,"Bulgaria","",1277,2561.27872390006,68.1980283353777,NA,NA,NA,NA,1766,482.18650725322,144.655952175966
2021-01-19,"Bulgaria","",1277,2165.99300961435,68.9343185838605,NA,NA,NA,NA,1766,573.424052452465,172.027215735739
2021-01-20,"Bulgaria","",1277,1742.42158104292,61.9910390579477,NA,NA,NA,NA,1766,592.884873735441,177.865462120632
2021-01-21,"Bulgaria","",1277,1766,58.6447840955601,NA,NA,NA,NA,1766,622.443078306504,186.732923491951
2021-01-22,"Bulgaria","",1277,1766,55.3850362744589,NA,NA,NA,NA,1766,657.10207415105,197.130622245315
2021-01-23,"Bulgaria","",1277,1766,49.0395675678761,NA,NA,NA,NA,1766,675.95024020594,202.785072061782
2021-01-24,"Bulgaria","",1277,1766,56.5265477240546,NA,NA,NA,NA,1766,640.319680975016,192.095904292505
2021-01-25,"Bulgaria","",1277,1766,76.5941119740462,NA,NA,NA,NA,1766,541.498252403587,162.449475721076
2021-01-26,"Bulgaria","",1277,1766,91.0869661873187,NA,NA,NA,NA,1766,435.60539526073,130.681618578219
2021-01-27,"Bulgaria","",1277,1766,94.178268623271,NA,NA,NA,NA,1766,441.5,132.45
2021-01-28,"Bulgaria","",1277,1766,98.87351495765,NA,NA,NA,NA,1766,441.5,132.45
2021-01-29,"Bulgaria","",1277,1766,104.379009136132,NA,NA,NA,NA,1766,441.5,132.45
2021-01-30,"Bulgaria","",1277,1766,107.372992832477,NA,NA,NA,NA,1766,441.5,132.45
2021-01-31,"Bulgaria","",1277,1766,101.713168257589,NA,NA,NA,NA,1766,441.5,132.45
2021-02-01,"Bulgaria","",1277,1766,86.0156332756316,NA,NA,NA,NA,1766,441.5,132.45
2021-02-02,"Bulgaria","",1277,1766,69.194819679136,NA,NA,NA,NA,1766,441.5,132.45
2021-02-03,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-02-04,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-02-05,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-02-06,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-02-07,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-02-08,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-02-09,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-02-10,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-02-11,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-02-12,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-02-13,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-02-14,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-02-15,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-02-16,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-02-17,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-02-18,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-02-19,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-02-20,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-02-21,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-02-22,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-02-23,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-02-24,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-02-25,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-02-26,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-02-27,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-02-28,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-03-01,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-03-02,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-03-03,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-03-04,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-03-05,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-03-06,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-03-07,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-03-08,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-03-09,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-03-10,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-03-11,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-03-12,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-03-13,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-03-14,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-03-15,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-03-16,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-03-17,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-03-18,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-03-19,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
2021-03-20,"Bulgaria","",1277,1766,70.131162792539,NA,NA,NA,NA,1766,441.5,132.45
