"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","fatal_date","fatal_countrycode","fatal_population","fatal_cases","fatal_deaths","fatal_cum_cases","fatal_cum_deaths","fatal_cases_infected","fatal_cases_daily","fatal_cases_contagious","fatal_cases_active","fatal_p_cum_cases","fatal_p_cum_deaths","fatal_p_cases_infected","fatal_p_cases_daily","fatal_p_cases_contagious","fatal_p_cases_active","gmob_country_region_code","gmob_country_region","gmob_sub_region_1","gmob_sub_region_2","gmob_metro_area","gmob_iso_3166_2_code","gmob_census_fips_code","gmob_date","gmob_retail_and_recreation_percent_change_from_baseline","gmob_grocery_and_pharmacy_percent_change_from_baseline","gmob_parks_percent_change_from_baseline","gmob_transit_stations_percent_change_from_baseline","gmob_workplaces_percent_change_from_baseline","gmob_residential_percent_change_from_baseline"
"Aruba","ABW",NA,NA,"NAT_TOTAL",2020-04-19,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,97,2,85.19,85.19,85.71,85.71,68.33,68.33,65.38,65.38,87.5,87.5,1,0,0.714285714285714,0.285714285714286,1,0,0.142857142857143,0,106031,"AW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/19","AW",106031,1,0,97,2,195.664385297596,75.3190883749493,508.298128666934,0,213.643926337918,213.643926337918,0.00184535074928649,0.000710349693721169,0.00479386338586766,0,0.00201491947013532,0.00201491947013532,"2020/04/19","AW",106031,1,0,97,2,144.927536231884,0,0,144.927536231884,0.000914826795937037,1.88624081636503e-05,0.001366841171279,0,0,0.001366841171279,"AW","Aruba",NA,NA,NA,NA,NA,"2020-04-19",-77,-55,-53,-77,-60,NA
"Aruba","ABW",NA,NA,"NAT_TOTAL",2020-04-20,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,97,2,85.19,85.19,85.71,85.71,68.33,68.33,65.38,65.38,87.5,87.5,0,0,0.714285714285714,0.285714285714286,-1,0,0,0,106031,"AW","2020/04/20","AW",106310,5,2,97,2,97,2,97,97,0.00091242592418399,4.70322641331954e-05,0.00091242592418399,0.00091242592418399,"2020/04/20","AW",106031,0,0,97,2,189.97277588161,73.074375873381,493.875659488336,0,213.643926337918,213.643926337918,0.00179167201933029,0.000689179352013854,0.00465784213568047,0,0.00201491947013532,0.00201491947013532,"2020/04/20","AW",106031,0,0,97,2,144.927536231884,0,0,72.463768115942,0.000914826795937037,1.88624081636503e-05,0.001366841171279,0,0,0.000683420585639502,"AW","Aruba",NA,NA,NA,NA,NA,"2020-04-20",-66,-31,-45,-69,-60,30
"Aruba","ABW",NA,NA,"NAT_TOTAL",2020-04-21,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,97,2,85.19,85.19,85.71,85.71,68.33,68.33,65.38,65.38,87.5,87.5,0,0,0.714285714285714,0.285714285714286,0,0,0,0,106031,"AW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/21","AW",106031,0,0,97,2,184.980591455633,71.1045186842493,481.232695874439,0,213.643926337918,213.643926337918,0.00174458970919479,0.000670601226851103,0.00453860376563872,0,0.00201491947013532,0.00201491947013532,"2020/04/21","AW",106031,0,0,97,2,144.927536231884,0,0,0,0.000914826795937037,1.88624081636503e-05,0.001366841171279,0,0,0,"AW","Aruba",NA,NA,NA,NA,NA,"2020-04-21",-68,-36,-47,-67,-61,30
"Aruba","ABW",NA,NA,"NAT_TOTAL",2020-04-22,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,100,2,85.19,85.19,85.71,85.71,68.33,68.33,65.38,65.38,87.5,87.5,3,0,1,0.142857142857143,3,0,0.285714285714286,-0.142857142857143,106031,"AW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/22","AW",106031,3,0,100,2,186.210611460208,71.5300087494201,484.753076738099,0,213.643926337918,213.643926337918,0.00175619027888267,0.000674614110490518,0.00457180519600965,0,0.00201491947013532,0.00201491947013532,"2020/04/22","AW",106031,3,0,100,2,144.927536231884,0,0,0,0.000943120408182513,1.88624081636503e-05,0.001366841171279,0,0,0,"AW","Aruba",NA,NA,NA,NA,NA,"2020-04-22",-65,-31,-52,-67,-59,30
"Aruba","ABW",NA,NA,"NAT_TOTAL",2020-04-23,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,100,2,85.19,85.19,85.71,85.71,68.33,68.33,65.38,65.38,87.5,87.5,0,0,0.714285714285714,0,-3,0,-0.285714285714286,-0.142857142857143,106031,"AW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/23","AW",106031,0,0,100,2,182.197620724314,69.9445253358093,474.604307316757,0,213.643926337918,213.643926337918,0.00171834294427398,0.000659661092848405,0.00447609008041759,0,0.00201491947013532,0.00201491947013532,"2020/04/23","AW",106031,0,0,100,2,144.927536231884,0,0,0,0.000943120408182513,1.88624081636503e-05,0.001366841171279,0,0,0,"AW","Aruba",NA,NA,NA,NA,NA,"2020-04-23",-64,-29,-45,-65,-60,30
"Aruba","ABW",NA,NA,"NAT_TOTAL",2020-04-24,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,100,2,85.19,85.19,85.71,85.71,68.33,68.33,65.38,65.38,87.5,87.5,0,0,0.571428571428571,0,0,0,-0.142857142857143,0,106031,"AW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/24","AW",106031,0,0,100,2,178.491703993422,68.5011245064127,465.091465637078,0,213.643926337918,213.643926337918,0.00168339168727469,0.000646048085054491,0.00438637252913844,0,0.00201491947013532,0.00201491947013532,"2020/04/24","AW",106031,0,0,100,2,217.391304347826,72.463768115942,72.463768115942,72.463768115942,0.000943120408182513,1.88624081636503e-05,0.00205026175691851,0.000683420585639502,0.000683420585639502,0.000683420585639502,"AW","Aruba",NA,NA,NA,NA,NA,"2020-04-24",-61,-19,-44,-64,-57,29
"Aruba","ABW",NA,NA,"NAT_TOTAL",2020-04-25,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,100,2,85.19,85.19,85.71,85.71,68.33,68.33,65.38,65.38,87.5,87.5,0,0,0.571428571428571,0,0,0,0,0,106031,"AW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/25","AW",106031,0,0,100,2,175.122004749712,67.1687335936782,456.577263062236,0,213.643926337918,213.643926337918,0.00165161136601288,0.000633482034439722,0.00430607334706111,0,0.00201491947013532,0.00201491947013532,"2020/04/25","AW",106031,0,0,100,2,217.391304347826,0,72.463768115942,72.463768115942,0.000943120408182513,1.88624081636503e-05,0.00205026175691851,0,0.000683420585639502,0.000683420585639502,"AW","Aruba",NA,NA,NA,NA,NA,"2020-04-25",-64,-19,-44,-69,-55,23
"Aruba","ABW",NA,NA,"NAT_TOTAL",2020-04-26,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,100,2,85.19,85.19,85.71,85.71,68.33,68.33,65.38,65.38,87.5,87.5,0,0,0.428571428571429,0,0,0,-0.142857142857143,0,106031,"AW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/26","AW",106031,0,0,100,2,172.106426287998,65.9935416065793,448.841223679275,0,213.643926337918,213.643926337918,0.00162317083011571,0.000622398558974067,0.00423311318085537,0,0.00201491947013532,0.00201491947013532,"2020/04/26","AW",106031,0,0,100,2,217.391304347826,0,72.463768115942,72.463768115942,0.000943120408182513,1.88624081636503e-05,0.00205026175691851,0,0.000683420585639502,0.000683420585639502,"AW","Aruba",NA,NA,NA,NA,NA,"2020-04-26",-71,-29,-40,-71,-57,NA
"Aruba","ABW",NA,NA,"NAT_TOTAL",2020-04-27,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,100,2,85.19,85.19,85.71,85.71,68.33,68.33,65.38,65.38,87.5,87.5,0,0,0.428571428571429,0,0,0,0,0,106031,"AW","2020/04/27","AW",106310,3,0,100,2,100,2,100,100,0.000940645282663907,2.82193584799172e-05,0.000940645282663907,0.000940645282663907,"2020/04/27","AW",106031,0,0,100,2,169.43181124498,64.9327264680566,442.105856680405,0,104.301948240007,213.643926337918,0.00159794598980468,0.000612393794909569,0.00416959056012303,0,0.000983692959983466,0.00201491947013532,"2020/04/27","AW",106031,0,0,100,2,217.391304347826,0,72.463768115942,72.463768115942,0.000943120408182513,1.88624081636503e-05,0.00205026175691851,0,0.000683420585639502,0.000683420585639502,"AW","Aruba",NA,NA,NA,NA,NA,"2020-04-27",-77,-82,-31,-76,-84,NA
"Aruba","ABW",NA,NA,"NAT_TOTAL",2020-04-28,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,100,2,85.19,85.19,85.71,85.71,68.33,68.33,65.38,65.38,87.5,87.5,0,0,0.428571428571429,0,0,0,0,0,106031,"AW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/28","AW",106031,0,0,100,2,167.068640295431,64.0102988436473,436.053745637747,0,0,213.643926337918,0.00157565844229924,0.000603694191733053,0.00411251186575385,0,0,0.00201491947013532,"2020/04/28","AW",106031,0,0,100,2,217.391304347826,0,72.463768115942,72.463768115942,0.000943120408182513,1.88624081636503e-05,0.00205026175691851,0,0.000683420585639502,0.000683420585639502,"AW","Aruba",NA,NA,NA,NA,NA,"2020-04-28",-54,-14,-37,-55,-56,21
"Aruba","ABW",NA,NA,"NAT_TOTAL",2020-04-29,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,100,2,85.19,85.19,85.71,85.71,68.33,68.33,65.38,65.38,87.5,87.5,0,0,0,0,0,0,-0.428571428571429,0,106031,"AW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/29","AW",106031,0,0,100,2,164.982119229203,63.1946934672674,430.718121600786,0,0,213.643926337918,0.00155598003630262,0.00059600205097818,0.00406219050655739,0,0,0.00201491947013532,"2020/04/29","AW",106031,0,0,100,2,217.391304347826,0,72.463768115942,72.463768115942,0.000943120408182513,1.88624081636503e-05,0.00205026175691851,0,0.000683420585639502,0.000683420585639502,"AW","Aruba",NA,NA,NA,NA,NA,"2020-04-29",-54,-17,-42,-54,-56,27
"Aruba","ABW",NA,NA,"NAT_TOTAL",2020-04-30,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,100,2,85.19,85.19,85.71,85.71,68.33,68.33,65.38,65.38,87.5,87.5,0,0,0,0,0,0,0,0,106031,"AW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/30","AW",106031,0,0,100,2,163.137876812112,62.4726394249309,426.009963653674,0,0,213.643926337918,0.00153858660969068,0.000589192211946797,0.0040177869081087,0,0,0.00201491947013532,"2020/04/30","AW",106031,0,0,100,2,217.391304347826,0,72.463768115942,72.463768115942,0.000943120408182513,1.88624081636503e-05,0.00205026175691851,0,0.000683420585639502,0.000683420585639502,"AW","Aruba",NA,NA,NA,NA,NA,"2020-04-30",-51,-2,-38,-51,-55,25
"Aruba","ABW",NA,NA,"NAT_TOTAL",2020-05-01,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,100,2,85.19,85.19,85.71,85.71,68.33,68.33,65.38,65.38,87.5,87.5,0,0,0,0,0,0,0,0,106031,"AW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/01","AW",106031,0,0,100,2,161.504414918455,61.831983535846,421.847635261948,0,0,213.643926337918,0.00152318109721171,0.000583150055510615,0.00397853113959076,0,0,0.00201491947013532,"2020/05/01","AW",106031,0,0,100,2,217.391304347826,0,72.463768115942,72.463768115942,0.000943120408182513,1.88624081636503e-05,0.00205026175691851,0,0.000683420585639502,0.000683420585639502,"AW","Aruba",NA,NA,NA,NA,NA,"2020-05-01",-75,-79,-35,-72,-81,NA
"Aruba","ABW",NA,NA,"NAT_TOTAL",2020-05-02,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,100,2,85.19,85.19,85.71,85.71,68.33,68.33,65.38,65.38,87.5,87.5,0,0,0,0,0,0,0,0,106031,"AW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/02","AW",106031,0,0,100,2,160.053906347452,61.2619934208972,418.158984169469,0,0,213.643926337918,0.00150950105485615,0.000577774362411909,0.00394374271835094,0,0,0.00201491947013532,"2020/05/02","AW",106031,0,0,100,2,217.391304347826,0,72.463768115942,72.463768115942,0.000943120408182513,1.88624081636503e-05,0.00205026175691851,0,0.000683420585639502,0.000683420585639502,"AW","Aruba",NA,NA,NA,NA,NA,"2020-05-02",-56,-7,-39,-65,-51,21
"Aruba","ABW",NA,NA,"NAT_TOTAL",2020-05-03,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,100,2,85.19,85.19,85.71,85.71,68.33,68.33,65.38,65.38,87.5,87.5,0,0,0,0,0,0,0,0,106031,"AW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/03","AW",106031,0,0,100,2,158.762221683173,60.7675901338374,414.784311476947,0,0,104.301948240007,0.00149731891317797,0.000573111544112924,0.00391191549147841,0,0,0.000983692959983466,"2020/05/03","AW",106031,0,0,100,2,217.391304347826,0,72.463768115942,72.463768115942,0.000943120408182513,1.88624081636503e-05,0.00205026175691851,0,0.000683420585639502,0.000683420585639502,"AW","Aruba",NA,NA,NA,NA,NA,"2020-05-03",-65,-33,-35,-68,-50,NA
"Aruba","ABW",NA,NA,"NAT_TOTAL",2020-05-04,3,1,2,1,2,1,4,1,0,NA,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,100,2,81.48,81.48,82.14,82.14,66.11,66.11,62.82,62.82,87.5,87.5,0,0,0,0,0,0,0,0,106031,"AW","2020/05/04","AW",106310,0,0,100,2,100,2,100,100,0.000940645282663907,0,0.000940645282663907,0.000940645282663907,"2020/05/04","AW",106031,0,0,100,2,157.608631233293,60.3119220804729,411.866837970909,0,0,0,0.00148643916621831,0.000568814045708075,0.00388440020343965,0,0,0,"2020/05/04","AW",106031,0,0,100,2,217.391304347826,0,72.463768115942,72.463768115942,0.000943120408182513,1.88624081636503e-05,0.00205026175691851,0,0.000683420585639502,0.000683420585639502,"AW","Aruba",NA,NA,NA,NA,NA,"2020-05-04",-46,-15,-29,-57,-49,24
"Aruba","ABW",NA,NA,"NAT_TOTAL",2020-05-05,3,1,2,1,2,1,4,1,0,NA,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,101,2,81.48,81.48,82.14,82.14,66.11,66.11,62.82,62.82,87.5,87.5,1,0,0.142857142857143,0,1,0,0.142857142857143,0,106031,"AW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/05","AW",106031,1,0,101,2,158.141151659914,60.5018397990648,413.353113415743,0,0,0,0.00149146147503951,0.00057060519847087,0.00389841757048168,0,0,0,"2020/05/05","AW",106031,1,0,101,2,217.391304347826,0,72.463768115942,72.463768115942,0.000952551612264338,1.88624081636503e-05,0.00205026175691851,0,0.000683420585639502,0.000683420585639502,"AW","Aruba",NA,NA,NA,NA,NA,"2020-05-05",-47,-16,-28,-51,-47,24
"Aruba","ABW",NA,NA,"NAT_TOTAL",2020-05-06,3,1,2,1,2,1,4,1,0,NA,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,101,2,81.48,81.48,82.14,82.14,66.11,66.11,62.82,62.82,87.5,87.5,0,0,0.142857142857143,0,-1,0,0,0,106031,"AW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/06","AW",106031,0,0,101,2,157.177697784242,60.1332404090398,410.834814699935,0,0,0,0.00148237494491462,0.000567128862399107,0.00387466698135389,0,0,0,"2020/05/06","AW",106031,0,0,101,2,217.391304347826,0,0,72.463768115942,0.000952551612264338,1.88624081636503e-05,0.00205026175691851,0,0,0.000683420585639502,"AW","Aruba",NA,NA,NA,NA,NA,"2020-05-06",-47,-16,-36,-53,-47,24
"Aruba","ABW",NA,NA,"NAT_TOTAL",2020-05-07,3,1,2,1,2,1,4,1,0,NA,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,101,3,81.48,81.48,82.14,82.14,66.11,66.11,62.82,62.82,87.5,87.5,0,1,0.142857142857143,0.142857142857143,0,1,0,0.142857142857143,106031,"AW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/07","AW",106031,0,1,101,3,234.382417678715,124.285617268131,442.007039305309,0,0,0,0.00221050841431954,0.00117216302089135,0.00416865859329167,0,0,0,"2020/05/07","AW",106031,0,1,101,3,217.391304347826,0,0,72.463768115942,0.000952551612264338,2.82936122454754e-05,0.00205026175691851,0,0,0.000683420585639502,"AW","Aruba",NA,NA,NA,NA,NA,"2020-05-07",-49,-16,-35,-53,-46,25
"Aruba","ABW",NA,NA,"NAT_TOTAL",2020-05-08,3,1,2,1,2,1,4,1,0,NA,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,101,3,81.48,81.48,82.14,82.14,66.11,66.11,62.82,62.82,87.5,87.5,0,0,0.142857142857143,0.142857142857143,0,-1,0,0,106031,"AW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/08","AW",106031,0,0,101,3,233.076099881516,123.592918065772,439.543536847872,0,0,0,0.00219818826457844,0.00116563003334658,0.0041454247988595,0,0,0,"2020/05/08","AW",106031,0,0,101,3,217.391304347826,0,0,72.463768115942,0.000952551612264338,2.82936122454754e-05,0.00205026175691851,0,0,0.000683420585639502,"AW","Aruba",NA,NA,NA,NA,NA,"2020-05-08",-46,-8,-31,-53,-43,23
"Aruba","ABW",NA,NA,"NAT_TOTAL",2020-05-09,3,1,2,1,2,1,4,1,0,NA,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,101,3,81.48,81.48,82.14,82.14,66.11,66.11,62.82,62.82,87.5,87.5,0,0,0.142857142857143,0.142857142857143,0,0,0,0,106031,"AW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/09","AW",106031,0,0,101,3,231.863727288836,122.923052335056,437.353181612621,0,0,0,0.00218675413123366,0.00115931239293279,0.00412476711162416,0,0,0,"2020/05/09","AW",106031,0,0,101,3,217.391304347826,0,0,72.463768115942,0.000952551612264338,2.82936122454754e-05,0.00205026175691851,0,0,0.000683420585639502,"AW","Aruba",NA,NA,NA,NA,NA,"2020-05-09",-47,1,-26,-61,-44,19
"Aruba","ABW",NA,NA,"NAT_TOTAL",2020-05-10,3,1,2,1,2,1,4,1,0,NA,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,101,3,81.48,81.48,82.14,82.14,66.11,66.11,62.82,62.82,87.5,87.5,0,0,0.142857142857143,0.142857142857143,0,0,0,0,106031,"AW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/10","AW",106031,0,0,101,3,230.750336492375,122.332785816257,435.253047137495,0,0,0,0.00217625351540941,0.00115374546893132,0.00410496031478997,0,0,0,"2020/05/10","AW",106031,0,0,101,3,217.391304347826,0,0,72.463768115942,0.000952551612264338,2.82936122454754e-05,0.00205026175691851,0,0,0.000683420585639502,"AW","Aruba",NA,NA,NA,NA,NA,"2020-05-10",-61,-26,-26,-56,-41,NA
"Aruba","ABW",NA,NA,"NAT_TOTAL",2020-05-11,3,1,2,1,2,1,4,1,0,NA,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,101,3,81.48,81.48,82.14,82.14,66.11,66.11,62.82,62.82,87.5,87.5,0,0,0.142857142857143,0.142857142857143,0,0,0,0,106031,"AW","2020/05/11","AW",106310,1,1,101,3,101,3,101,101,0.000950051735490547,9.40645282663907e-06,0.000950051735490547,0.000950051735490547,"2020/05/11","AW",106031,0,0,101,3,229.733625240471,121.767602000046,433.428413627699,0,0,0,0.00216666470410041,0.00114841510501689,0.00408775182378454,0,0,0,"2020/05/11","AW",106031,0,0,101,3,217.391304347826,0,0,72.463768115942,0.000952551612264338,2.82936122454754e-05,0.00205026175691851,0,0,0.000683420585639502,"AW","Aruba",NA,NA,NA,NA,NA,"2020-05-11",-50,-23,-23,-56,-44,23
"Aruba","ABW",NA,NA,"NAT_TOTAL",2020-05-12,3,1,2,1,2,1,4,1,0,NA,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,101,3,81.48,81.48,82.14,82.14,66.11,66.11,62.82,62.82,87.5,87.5,0,0,0,0.142857142857143,0,0,-0.142857142857143,0,106031,"AW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/12","AW",106031,0,0,101,3,228.807614479411,121.276780903733,431.68134950181,0,0,0,0.00215793130763089,0.0011437860710899,0.00407127490546925,0,0,0,"2020/05/12","AW",106031,0,0,101,3,217.391304347826,0,0,0,0.000952551612264338,2.82936122454754e-05,0.00205026175691851,0,0,0,"AW","Aruba",NA,NA,NA,NA,NA,"2020-05-12",-50,-21,-28,-53,-43,23
"Aruba","ABW",NA,NA,"NAT_TOTAL",2020-05-13,3,1,2,1,2,1,4,1,0,NA,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,101,3,81.48,81.48,82.14,82.14,66.11,66.11,62.82,62.82,87.5,87.5,0,0,0,0.142857142857143,0,0,0,0,106031,"AW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/13","AW",106031,0,0,101,3,227.964857987141,120.830087751931,430.091357574696,0,0,0,0.00214998309916101,0.0011395732168133,0.00405627936711618,0,0,0,"2020/05/13","AW",106031,0,0,101,3,217.391304347826,0,0,0,0.000952551612264338,2.82936122454754e-05,0.00205026175691851,0,0,0,"AW","Aruba",NA,NA,NA,NA,NA,"2020-05-13",-51,-22,-34,-54,-43,24
"Aruba","ABW",NA,NA,"NAT_TOTAL",2020-05-14,3,1,2,1,2,1,4,1,0,NA,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,101,3,81.48,81.48,82.14,82.14,66.11,66.11,62.82,62.82,87.5,87.5,0,0,0,0,0,0,0,-0.142857142857143,106031,"AW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/14","AW",106031,0,0,101,3,227.197620255278,120.39807824249,428.734074523164,0,0,0,0.00214274712353253,0.00113549884696447,0.00404347855366038,0,0,0,"2020/05/14","AW",106031,0,0,101,3,217.391304347826,0,0,0,0.000952551612264338,2.82936122454754e-05,0.00205026175691851,0,0,0,"AW","Aruba",NA,NA,NA,NA,NA,"2020-05-14",-51,-22,-32,-54,-43,22
"Aruba","ABW",NA,NA,"NAT_TOTAL",2020-05-15,3,1,2,1,2,1,4,1,0,NA,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,101,3,81.48,81.48,82.14,82.14,66.11,66.11,62.82,62.82,87.5,87.5,0,0,0,0,0,0,0,0,106031,"AW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/15","AW",106031,0,0,101,3,226.498458649983,120.027573861485,427.414719137965,0,0,0,0.00213615318774682,0.00113200454453401,0.00403103544376612,0,0,0,"2020/05/15","AW",106031,0,0,101,3,217.391304347826,0,0,0,0.000952551612264338,2.82936122454754e-05,0.00205026175691851,0,0,0,"AW","Aruba",NA,NA,NA,NA,NA,"2020-05-15",-51,-16,-29,-55,-40,23
"Aruba","ABW",NA,NA,"NAT_TOTAL",2020-05-16,3,1,2,1,2,1,4,1,0,NA,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,101,3,81.48,81.48,82.14,82.14,66.11,66.11,62.82,62.82,87.5,87.5,0,0,0,0,0,0,0,0,106031,"AW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/16","AW",106031,0,0,101,3,225.860482982718,119.689493540847,426.210824893976,0,0,0,0.0021301363090296,0.00112881604003402,0.00401968127145812,0,0,0,"2020/05/16","AW",106031,0,0,101,3,217.391304347826,0,0,0,0.000952551612264338,2.82936122454754e-05,0.00205026175691851,0,0,0,"AW","Aruba",NA,NA,NA,NA,NA,"2020-05-16",-54,-15,-28,-64,-42,19
